17
event
gridLine
gridStat
year
month
day
julday
hr(gmt)
min(gmt)
latdeg
latmin
londeg
lonmin
latitude
longitude
depth(m)
filename
   8  600.076   40.054 2005  1  4   4 23  50 -64 55.950 -64 23.990 -64.933 -64.400 -999 c2005004a.std
   9  600.047   39.834 2005  1  5   5  0  37 -64 56.040 -64 23.800 -64.934 -64.397 -999 c2005005a.std
  19  500.142   59.991 2005  1  5   5 21  50 -65 28.700 -66  8.800 -65.478 -66.147 -999 c2005005b.std
  34  500.141   79.934 2005  1  6   6  9   6 -65 21.380 -66 27.650 -65.356 -66.461 -999 c2005006a.std
  39  500.260  100.068 2005  1  6   6 12   0 -65 13.900 -66 46.390 -65.232 -66.773 -999 c2005006b.std
  47  499.565  119.823 2005  1  6   6 16  43 -65  6.846 -67  5.325 -65.114 -67.089 -999 c2005006c.std
  58  499.936  140.044 2005  1  6   6 21  21 -64 59.160 -67 23.576 -64.986 -67.393 -999 c2005006d.std
  73  500.030  160.238 2005  1  7   7  8  23 -64 51.562 -67 41.877 -64.859 -67.698 -999 c2005007a.std
  80  499.947  179.995 2005  1  7   7 11  24 -64 44.158 -67 59.769 -64.736 -67.996 -999 c2005007b.std
  90  499.951  199.875 2005  1  7   7 16  57 -64 36.640 -68 17.530 -64.611 -68.292 -999 c2005007c.std
  96  499.997  220.001 2005  1  7   7 21   0 -64 28.980 -68 35.310 -64.483 -68.589 -999 c2005007d.std
 106  600.244  259.929 2005  1  8   8 10  23 -63 35.510 -67 43.720 -63.592 -67.729 -999 c2005008a.std
 121  600.262  239.935 2005  1  8   8 20  14 -63 42.989 -67 26.323 -63.716 -67.439 -999 c2005008b.std
 131  600.254  219.682 2005  1  9   9  9  50 -63 50.546 -67  8.560 -63.842 -67.143 -999 c2005009a.std
 137  600.172  200.124 2005  1  9   9 14  14 -63 57.833 -66 51.326 -63.964 -66.855 -999 c2005009b.std
 147  599.972  180.062 2005  1  9   9 20  18 -64  5.321 -66 33.581 -64.089 -66.560 -999 c2005009c.std
 160  599.815  160.136 2005  1 10  10  9  53 -64 12.705 -66 15.767 -64.212 -66.263 -999 c2005010a.std
 166  600.107  139.970 2005  1 10  10 12  30 -64 19.969 -65 57.200 -64.333 -65.953 -999 c2005010b.std
 187  600.147   59.605 2005  1 10  10 21  29 -64 48.961 -64 42.500 -64.816 -64.708 -999 c2005010c.std
 194  598.229   60.290 2005  1 11  11  9  39 -64 49.490 -64 44.754 -64.825 -64.746 -999 c2005011a.std
 195  599.687   59.788 2005  1 11  11 11  38 -64 49.079 -64 43.054 -64.818 -64.718 -999 c2005011b.std
 198  598.201   59.936 2005  1 11  11 14  20 -64 49.628 -64 44.442 -64.827 -64.741 -999 c2005011c.std
 201  600.458   59.304 2005  1 11  11 17  45 -64 48.940 -64 41.950 -64.816 -64.699 -999 c2005011d.std
