"studyName","Datetime GMT","Event Number","Bottle Number","Station Name","Depth (m)","DIC 1 (µmol/kg)","DIC 2 (µmol/kg)","Alkalinity 1 (µEq/kg)","Alkalinity 2 (µEq/kg)","Notes"
LMG07-01,"2007-02-03 12:58:00",768,23,440.015,1,2064.9,,2196.8,,
LMG07-01,"2007-02-04 10:20:00",780,23,550,1,1899.4,,2201.4,,
LMG07-01,"2007-02-04 20:29:00",790,23,585.01,1,1971.8,,2286.9,,
LMG08-01,"2008-01-05 19:26:00",6,23,600.04,0,2164.4,,2302.6,,
LMG08-01,"2008-01-06 08:40:00",18,23,585.01,0,2066.5,,2237.9,,
LMG08-01,"2008-01-06 08:40:00",18,23,585.01,0,2060.3,,2246.7,,
LMG08-01,"2008-01-06 15:04:00",21,21,500,3,2122.2,,2272.3,,
LMG08-01,"2008-01-07 08:44:00",32,23,500.06,0,2137.5,,2302.6,,
LMG08-01,"2008-01-07 13:19:00",43,23,500.08,0,2149.7,,2305.5,,
LMG08-01,"2008-01-07 13:19:00",43,23,500.08,0,2147.2,,2305.5,,
LMG08-01,"2008-01-07 17:21:00",54,23,500.1,0,2143.3,,2300.1,,
LMG08-01,"2008-01-07 22:12:00",64,21,500.12,4,2162.6,,2319.6,,
LMG08-01,"2008-01-08 08:59:00",78,23,500.14,0,2156.5,,2308.9,,
LMG08-01,"2008-01-08 11:21:00",84,23,500.16,0,2162.5,,2300.9,,
LMG08-01,"2008-01-08 15:37:00",96,23,500.18,0,2162.9,,2315.1,,
LMG08-01,"2008-01-09 08:56:00",111,23,500.2,0,2154.9,2160.1,2302.8,2345.2,
LMG08-01,"2008-01-09 08:56:00",111,1,500.2,2700,2255.4,2258,2352,2367.5,
LMG08-01,"2008-01-09 13:12:00",118,23,500.22,0,2153.1,,2302.7,,
LMG08-01,"2008-01-10 17:13:00",134,23,600.16,0,2163.1,,2308.7,,
LMG08-01,"2008-01-10 21:31:00",142,23,600.18,0,2160.7,,2297.9,,
LMG08-01,"2008-01-11 13:48:00",159,23,600.24,0,2153.4,2146.7,2295.2,2303.3,
LMG08-01,"2008-01-11 13:48:00",159,1,600.24,3200,2257.5,2258.6,2364.3,2372.9,
LMG08-01,"2008-01-11 18:03:00",161,23,600.22,0,2145.8,,2294.7,,
LMG08-01,"2008-01-12 09:12:00",174,23,600.2,0,2144.7,,2329.9,,
LMG08-01,"2008-01-12 15:32:00",182,23,600.14,0,2152.5,,2313.5,,
LMG08-01,"2008-01-12 19:27:00",193,23,600.12,0,2118,2114.8,2322.7,2329.4,
LMG08-01,"2008-01-12 21:38:00",200,23,600.1,0,2127.7,,2326.1,,
LMG08-01,"2008-01-13 09:41:00",218,23,600.08,0,2083.5,,2342,,
LMG08-01,"2008-01-13 12:05:00",226,23,600.06,0,2134.9,2132.6,2334.3,2345.7,
LMG08-01,"2008-01-13 15:59:00",236,23,600.04,0,2107.4,,2318.8,,
LMG08-01,"2008-01-14 10:39:00",254,23,400.06,0,2117.5,,,,
LMG08-01,"2008-01-15 17:59:00",340,23,465.027,0,2133.1,,2346.8,,
LMG08-01,"2008-01-16 08:15:00",345,23,400.04,0,2116.3,2117,2337.3,2320.3,
LMG08-01,"2008-01-16 16:08:00",364,23,400.08,0,2129.4,,2322.4,,
LMG08-01,"2008-01-16 20:05:00",374,23,400.1,0,2100.1,,2342,,
LMG08-01,"2008-01-17 08:03:00",389,23,400.12,0,2145.1,,2346.7,,
LMG08-01,"2008-01-17 10:08:00",394,23,400.14,0,2140.5,,2345.2,,
LMG08-01,"2008-01-17 14:17:00",405,23,400.16,0,2148.3,,2333.9,,
LMG08-01,"2008-01-17 18:17:00",415,23,400.18,0,2146.1,,2313.1,,
LMG08-01,"2008-01-18 09:30:00",430,23,400.2,0,2153.3,2151.5,2328.1,2319.8,
LMG08-01,"2008-01-18 09:30:00",430,1,400.2,2700,2255.4,2254.8,2394.3,,
LMG08-01,"2008-01-18 17:29:00",433,23,300.2,0,2159.8,,2308.4,,
LMG08-01,"2008-01-19 09:30:00",449,23,300.18,0,2151.4,,2326.8,,
LMG08-01,"2008-01-19 13:43:00",455,23,300.16,0,2152,,2340.5,,
LMG08-01,"2008-01-19 18:02:00",463,23,300.14,0,2153.8,,2311.6,,
LMG08-01,"2008-01-19 22:39:00",473,23,300.12,0,2152.3,,2316.4,,
LMG08-01,"2008-01-20 09:22:00",486,23,300.1,0,2156.3,,2315.9,,
LMG08-01,"2008-01-20 15:57:00",494,23,300.08,0,2154.9,,2316.4,,
LMG08-01,"2008-01-20 20:28:00",505,23,300.06,0,2122.9,,2318.6,,
LMG08-01,"2008-01-20 22:35:00",511,23,300.04,0,2122.8,,2309.7,,
LMG08-01,"2008-01-21 22:07:00",522,23,200.26,0,2089.7,2135.4,,,
LMG08-01,"2008-01-21 22:07:00",522,1,200.26,3650,2257.8,2251.8,,,
LMG08-01,"2008-01-22 17:12:00",538,23,200.22,0,2149.1,,2288.5,,
LMG08-01,"2008-01-22 22:15:00",542,23,200.2,0,2153,,2292.5,,
LMG08-01,"2008-01-23 10:13:00",556,23,200.18,0,2153.4,2150.6,2283.5,2285.5,
LMG08-01,"2008-01-23 10:13:00",556,1,200.18,3500,2254.9,2261.6,2366.2,2360.9,
LMG08-01,"2008-01-23 16:40:00",565,23,200.16,0,2150.3,,2290.8,,
LMG08-01,"2008-01-23 23:54:00",576,23,200.14,0,2153.7,,2298.9,,
LMG08-01,"2008-01-24 10:08:00",590,23,200.12,0,2154.2,,2306.5,,
LMG08-01,"2008-01-24 12:40:00",596,23,200.1,0,2154,,2315,,
LMG08-01,"2008-01-25 20:17:00",615,23,200,0,2156.9,,2313.4,,
LMG08-01,"2008-01-25 23:01:00",619,23,200.02,0,-999,,,,
LMG08-01,"2008-01-27 15:57:00",631,23,200.-040,0,2131.5,,2302.7,,
LMG08-01,"2008-01-27 20:43:00",638,23,200.-020,0,2140.4,,2309.3,,
LMG08-01,"2008-01-28 10:17:00",653,23,200.04,0,2143,,2307.1,,
LMG08-01,"2008-01-28 12:51:00",656,23,200.06,0,2146.5,,2311.9,,
LMG09-01,"2009-01-06 16:20:00",11,23,600.04,0,2131.7,-999,2255.1,,
LMG09-01,"2009-01-07 01:33:00",19,,600.08,3,2150.4,-999,2280.3,,
LMG09-01,"2009-01-07 02:30:00",21,,600.1,3,2148.3,-999,2298.6,,
LMG09-01,"2009-01-07 03:27:00",23,,600.12,3,2137.8,-999,2306.9,,
LMG09-01,"2009-01-07 03:34:00",18,,600.06,3,2147.9,-999,2280.7,,
LMG09-01,"2009-01-07 07:27:00",25,,600.14,3,2142.5,-999,2350.6,,
LMG09-01,"2009-01-07 08:09:00",31,23,600.18,0,2142.8,-999,2350.6,,
LMG09-01,"2009-01-07 08:24:00",27,,600.16,3,2156.2,-999,2301.2,,
LMG09-01,"2009-01-07 21:05:00",39,,"Box 1",3,2159.2,-999,2321.9,,
LMG09-01,"2009-01-07 22:54:00",40,,"Box 2",3,2154.3,-999,2298.4,,
LMG09-01,"2009-01-08 00:40:00",41,,"Box 3",3,2130.9,-999,2319.2,,
LMG09-01,"2009-01-08 02:25:00",42,,"Box 4",3,2145.3,-999,2292.2,,
LMG09-01,"2009-01-08 08:07:00",47,23,590.13,0,2152.4,-999,2303.2,,
LMG09-01,"2009-01-09 08:00:00",88,23,590.13,0,2157.4,-999,2330.8,,
LMG09-01,"2009-01-11 06:00:00",128,23,590.13,0,2150.3,-999,2446.6,,
LMG09-01,"2009-01-11 16:35:00",139,23,500.2,0,2151.3,-999,2320.1,,
LMG09-01,"2009-01-11 16:35:00",139,1,500.2,2621,2262,2257.3,2370.4,2360.2,
LMG09-01,"2009-01-12 01:50:00",150,21,500.16,0,2144.1,-999,2304.6,,
LMG09-01,"2009-01-12 01:50:00",150,1,500.16,250,2250.6,2255.6,2349.3,2343.6,
LMG09-01,"2009-01-12 13:15:00",166,23,460.046,0,2146.5,2145.3,2308.8,2290.3,
LMG09-01,"2009-01-13 01:27:00",180,23,400.16,0,2157.2,-999,2311.6,,
LMG09-01,"2009-01-13 06:30:00",185,,400.14,3,2141.6,-999,2292.3,,
LMG09-01,"2009-01-13 07:30:00",187,,400.12,3,2146.3,-999,2294.9,,
LMG09-01,"2009-01-13 14:00:00",196,23,400.1,0,2154.1,2151.8,2298.6,2304.6,
LMG09-01,"2009-01-14 05:30:00",205,23,400.04,0,2131,-999,2279.8,,
LMG09-01,"2009-01-14 17:43:00",216,23,300.04,0,2142.8,-999,2293.7,,
LMG09-01,"2009-01-15 01:05:00",228,23,300.1,0,2145.5,-999,2296.5,,
LMG09-01,"2009-01-15 19:40:00",244,23,300.16,0,2150.4,-999,2302.9,,
LMG09-01,"2009-01-16 07:00:00",257,23,200.16,0,2143.2,-999,2308,,
LMG09-01,"2009-01-16 07:00:00",257,1,200.16,3000,2257.6,2255.5,2384.1,2364.2,
LMG09-01,"2009-01-16 19:07:00",271,,200.12,3,2155.2,-999,2322.6,,
LMG09-01,"2009-01-16 20:02:00",273,,200.1,3,2165.7,-999,2298.5,,
LMG09-01,"2009-01-16 21:01:00",275,,200.08,3,2152.4,-999,2290.7,,
LMG09-01,"2009-01-16 22:50:00",279,23,200.06,0,2136.7,-999,2292.2,,
LMG09-01,"2009-01-18 02:15:00",304,23,200,0,2124.3,-999,2293.4,,
LMG09-01,"2009-01-19 06:35:00",309,23,168.-030,0,2118.6,-999,2307.9,,
LMG09-01,"2009-01-19 20:25:00",322,23,167.-033,0,2113.6,-999,2287.8,,
LMG09-01,"2009-01-20 07:00:00",343,23,165.-035,0,2017.5,-999,2281.7,,
LMG09-01,"2009-01-20 21:42:00",352,23,165.-036,0,2110,-999,2275.8,,
LMG09-01,"2009-01-21 06:20:00",358,23,165.-040,0,2109.4,-999,2281.3,,
LMG09-01,"2009-01-21 18:32:00",376,23,167.-033,0,2106.1,-999,2272.9,,
LMG09-01,"2009-01-22 05:35:00",387,23,167.-033,0,2111.8,-999,2277.8,,
LMG09-01,"2009-01-22 17:27:00",398,23,100.1,0,2157.4,-999,2303.9,,
LMG09-01,"2009-01-22 23:55:00",406,23,100.06,0,2153,-999,2295.2,,
LMG09-01,"2009-01-26 04:00:00",435,23,-100,0,2121.5,-999,2265.2,,
LMG09-01,"2009-01-26 20:15:00",443,23,-100,0,2117.9,-999,2263.6,,
LMG09-01,"2009-01-27 06:30:00",469,23,-100,0,2126,2121.6,2263.3,,
LMG09-01,"2009-01-27 20:30:00",491,23,-100,0,2090.1,-999,2252.9,,
LMG09-01,"2009-01-28 06:30:00",498,23,-100,0,2088.8,-999,2266.7,,
LMG09-01,"2009-01-29 07:00:00",521,23,-100.16,0,2156.2,-999,2301.8,,
LMG09-01,"2009-01-30 09:28:00",528,23,167.-033,0,2116.3,2117.9,2265.9,2279.3,
LMG10-01,"2010-01-05 21:30:00",12,23,600.04,0,2152.6,2147.2,2328,2284.4,
LMG10-01,"2010-01-06 00:43:00",43,,600.12,3,2156,,2298.8,,
LMG10-01,"2010-01-06 01:45:00",45,,600.14,3,2147.3,,2304.5,,
LMG10-01,"2010-01-06 02:48:00",47,,600.16,3,2150.3,,2286.8,,
LMG10-01,"2010-01-06 03:48:00",49,,600.18,3,2143.6,,2289.8,,
LMG10-01,"2010-01-06 05:50:00",21,,600.06,3,2151.9,,2314.3,,
LMG10-01,"2010-01-06 06:48:00",22,,600.08,3,2136.5,,2309.7,,
LMG10-01,"2010-01-06 08:35:00",27,23,600.1,0,2157.6,,2316.9,,
LMG10-01,"2010-01-07 06:49:00",55,23,600.2,0,2138.3,2140.2,2285.9,2272.1,
LMG10-01,"2010-01-07 06:49:00",55,1,600.2,3100,2255.2,2256.7,2366.1,2365.6,
LMG10-01,"2010-01-07 20:47:00",64,23,500.2,0,2145.6,,2293.3,,
LMG10-01,"2010-01-07 20:47:00",64,1,500.2,2700,2251.6,2259.6,2371.8,2367.4,
LMG10-01,"2010-01-08 07:38:00",75,23,585.135,0,2135.1,,2296.4,,
LMG10-01,"2010-01-11 03:00:00",171,23,400.1,0,2131.1,,2292.3,,
LMG10-01,"2010-01-11 08:30:00",151,23,500.1,0,2145.2,,2302.9,,
LMG10-01,"2010-01-11 18:00:00",159,23,400.04,0,2128.5,,,,
LMG10-01,"2010-01-11 22:15:00",166,,400.06,3,2127.3,,2297,,
LMG10-01,"2010-01-11 23:15:00",167,,400.08,3,2137.2,,2282.5,,
LMG10-01,"2010-01-12 03:20:00",200,,300.14,3,2142.7,,2284.1,,
LMG10-01,"2010-01-12 07:23:00",178,,400.12,3,2144.2,0,2295.1,,
LMG10-01,"2010-01-12 08:27:00",180,,400.14,3,2146.8,,2293.4,,
LMG10-01,"2010-01-12 10:35:00",186,23,400.16,0,2143.3,,2279.3,,
LMG10-01,"2010-01-12 22:16:00",195,23,300.16,0,2142.3,,2286,,
LMG10-01,"2010-01-13 05:26:00",205,23,300.12,0,2142.3,,2287.5,,
LMG10-01,"2010-01-13 12:00:00",212,23,300.1,0,2146.1,,2283.8,,
LMG10-01,"2010-01-13 17:01:00",217,,300.08,3,2145.3,,2283.8,,
LMG10-01,"2010-01-13 18:01:00",220,,300.06,3,2142.8,,2281.3,,
LMG10-01,"2010-01-13 20:06:00",225,23,300.04,0,2145.6,,2287.2,,
LMG10-01,"2010-01-14 05:26:00",232,23,200.04,0,2135.9,,2279.9,,
LMG10-01,"2010-01-14 09:40:00",239,,200.06,3,2149.4,,2286.5,,
LMG10-01,"2010-01-14 10:50:00",242,,200.08,3,2147.1,,2302.8,,
LMG10-01,"2010-01-14 13:52:00",247,23,200.1,0,2147.5,,2278.3,,
LMG10-01,"2010-01-14 18:21:00",253,,200.12,3,2143.7,,2289.7,,
LMG10-01,"2010-01-14 19:25:00",255,,200.14,0,2140.6,,2276.9,,
LMG10-01,"2010-01-15 02:00:00",258,23,200.16,0,2132.9,,2275.4,,
LMG10-01,"2010-01-15 02:00:00",258,1,200.16,3300,2255.8,2260.6,2364.6,2369.5,
LMG10-01,"2010-01-16 13:08:00",264,,100.1,3,2149.7,,2290.5,,
LMG10-01,"2010-01-16 15:47:00",267,,100.08,3,2145.5,,2303.7,,
LMG10-01,"2010-01-16 18:48:00",272,,100.06,3,2155.2,,2297.7,,
LMG10-01,"2010-01-16 20:50:00",276,23,100.04,0,2152.1,,2289,,
LMG10-01,"2010-01-17 01:15:00",286,23,167.-033,0,2130.1,,2287.5,,
LMG10-01,"2010-01-21 06:08:00",338,23,0.12,0,2147.6,,2290,,
LMG10-01,"2010-01-21 06:08:00",338,1,0.12,2000,2253.9,2255.1,2369.9,2367.2,
LMG10-01,"2010-01-21 11:10:00",344,,0.1,3,2148.6,,2281.4,,
LMG10-01,"2010-01-21 12:13:00",345,,0.08,3,2153.3,,2288.5,,
LMG10-01,"2010-01-21 13:10:00",347,,0.06,3,2149.3,,2267.6,,
LMG10-01,"2010-01-21 15:34:00",350,23,0.04,0,2136.5,,2275.7,,
LMG10-01,"2010-01-21 19:35:00",355,,0.02,3,2127.9,,2280.5,,
LMG10-01,"2010-01-21 21:09:00",358,23,0,0,2071.1,,2255.2,,
LMG10-01,"2010-01-22 05:16:00",372,23,100,0,2126.9,,2264.8,,
LMG10-01,"2010-01-24 17:16:00",386,23,200.-040,0,2059.3,,,,
LMG10-01,"2010-01-26 08:07:00",399,23,"Charcot Canyon",0,2121.4,,2280.9,,
LMG10-01,"2010-01-27 00:30:00",420,23,-100,0,2109.6,,2241.5,,
LMG11-01,"2011-01-07 00:00:00",12,23,600.100,0,2144.1,2144.3,2278.8,2275.7,
LMG11-01,"2011-01-07 00:00:00",33,23,600.200,0,2150.8,,2287.7,,
LMG11-01,"2011-01-07 00:00:00",33,2,600.200,3000,2258.7,2259.9,2350.9,2351.4,
LMG11-01,"2011-01-07 00:00:00",21,0,600.120,5,2153.2,,2308.3,,
LMG11-01,"2011-01-07 00:00:00",23,0,600.140,5,2157.3,,2316.1,,
LMG11-01,"2011-01-07 00:00:00",26,0,600.160,5,2155,,2292.9,,
LMG11-01,"2011-01-07 00:00:00",27,0,600.180,5,2149.3,,2299.7,,
LMG11-01,"2011-01-07 00:00:00",43,1,500.200,2600,2257.7,,2357.8,,
LMG11-01,"2011-01-07 00:00:00",43,23,500.200,0,2151.9,,2294.7,,
LMG11-01,"2011-01-08 00:00:00",50,0,500.180,5,2149.2,,2293.2,,
LMG11-01,"2011-01-08 00:00:00",52,0,500.160,5,2153.9,,2290.6,,
LMG11-01,"2011-01-08 00:00:00",54,0,500.140,5,2154.9,,2291.6,,
LMG11-01,"2011-01-09 00:00:00",59,23,500.120,0,2152.9,,2296.1,,
LMG11-01,"2011-01-09 00:00:00",59,0,500.100,5,2144.1,,2297.2,,
LMG11-01,"2011-01-09 00:00:00",59,0,500.080,5,2130.5,,2309.1,,
LMG11-01,"2011-01-09 00:00:00",73,23,500.060,0,2161.5,,2291.4,,
LMG11-01,"2011-01-10 00:00:00",73,0,600.080,5,2086.8,,2263.8,,
LMG11-01,"2011-01-10 00:00:00",73,0,600.060,5,2006,,2261.2,,
LMG11-01,"2011-01-10 00:00:00",103,23,600.040,0,2084.5,2085.7,2256.7,2266.6,
LMG11-01,"2011-01-12 00:00:00",172,23,400.040,0,2118.7,2111.4,2304.3,,
LMG11-01,"2011-01-13 00:00:00",181,0,600.060,5,2083.3,,2294.8,,
LMG11-01,"2011-01-13 00:00:00",183,0,400.080,5,2117.7,,2292.2,,
LMG11-01,"2011-01-13 00:00:00",188,23,400.100,0,2094.6,,2303.4,,
LMG11-01,"2011-01-13 00:00:00",193,0,300.160,5,2149.6,,2294.1,,
LMG11-01,"2011-01-13 00:00:00",198,0,300.140,5,2140.8,,2293.9,,
LMG11-01,"2011-01-13 00:00:00",201,0,300.120,5,2141.2,,2294.1,,
LMG11-01,"2011-01-14 00:00:00",215,23,300.100,0,2142.2,2140.4,2289.1,2293.4,
LMG11-01,"2011-01-14 00:00:00",221,0,300.080,5,2098.7,,2306.3,,
LMG11-01,"2011-01-14 00:00:00",223,0,300.060,5,2086.4,,2300.2,,
LMG11-01,"2011-01-14 00:00:00",230,23,300.040,0,2005.9,,2293.3,,
LMG11-01,"2011-01-14 00:00:00",239,23,200.100,0,2120.6,,2319.9,,
LMG11-01,"2011-01-15 00:00:00",252,23,200.040,0,1917.7,,2294.2,,
LMG11-01,"2011-01-15 00:00:00",262,23,200.000,0,2074.1,,2302.6,,
LMG11-01,"2011-01-15 00:00:00",273,23,200.-040,0,1979.8,,2272.55,,
LMG11-01,"2011-01-15 00:00:00",280,23,200.-020,0,1990.6,,2318.5,,
LMG11-01,"2011-01-17 00:00:00",287,23,200.160,0,2121.7,,,,
LMG11-01,"2011-01-17 00:00:00",287,1,200.160,3200,2259.7,2262.9,2367.7,2369.7,
LMG11-01,"2011-01-17 00:00:00",296,0,200.140,5,2151.2,,2315.8,,
LMG11-01,"2011-01-17 00:00:00",298,0,200.120,5,2080.7,,2303,,
LMG11-01,"2011-01-17 00:00:00",302,0,200.080,5,1949.7,,2307.9,,
LMG11-01,"2011-01-17 00:00:00",304,0,200.060,5,1939.3,,2312.6,,
LMG11-01,"2011-01-17 00:00:00",309,0,200.020,5,1925,,2306.9,,
LMG11-01,"2011-01-17 00:00:00",314,23,"Process 2.1",0,1942.1,1943.7,2301.4,2305.1,
LMG11-01,"2011-01-18 00:00:00",323,23,"Process 2.2",0,1968.5,,,,
LMG11-01,"2011-01-25 00:00:00",416,23,100.-040,0,1918.2,,2233.6,,
LMG11-01,"2011-01-25 00:00:00",427,23,100.000,0,1990.9,,2298.5,,
LMG11-01,"2011-01-25 00:00:00",438,23,100.040,0,2112.2,,2324.5,,
LMG11-01,"2011-01-25 00:00:00",448,0,100.060,5,2105,,,,
LMG11-01,"2011-01-25 00:00:00",451,0,100.080,5,2123.8,,2307.7,,
LMG11-01,"2011-01-25 00:00:00",458,23,100.100,0,2133.1,,2303.7,,
LMG11-01,"2011-01-26 00:00:00",464,23,000.180,0,2175.1,,2298.3,,
LMG11-01,"2011-01-26 00:00:00",464,1,000.180,2900,2265.3,2264.3,2367.1,2367.6,
LMG11-01,"2011-01-26 00:00:00",472,23,-100.180,0,2118.8,,2386.2,,
LMG11-01,"2011-01-26 00:00:00",472,1,-100.180,2000,2261.4,2262.2,2364.9,2369.7,
LMG11-01,"2011-01-26 00:00:00",482,0,-100.160,5,2136,,2438.5,,
LMG11-01,"2011-01-26 00:00:00",486,0,-100.140,5,2125.9,,2291.9,,
LMG11-01,"2011-01-26 00:00:00",489,0,-100.120,5,2161.5,,2306.3,,
LMG11-01,"2011-01-26 00:00:00",491,0,-100.100,5,2153.2,,2379.9,,
LMG11-01,"2011-01-26 00:00:00",496,0,-100.080,5,2101,,2311.2,,
LMG11-01,"2011-01-26 00:00:00",501,23,-100.060,0,1961.2,,2285.2,,
LMG11-01,"2011-01-26 00:00:00",508,0,-100.040,5,1928.2,,2287.9,,
LMG11-01,"2011-01-26 00:00:00",510,0,-100.020,5,1944.3,,2287,,
LMG11-01,"2011-01-28 00:00:00",537,23,-114.-021,0,1990.9,,2283.3,,
LMG11-01,"2011-01-29 00:00:00",542,23,"Process 3.3",0,1857.1,,2245.4,,
LMG11-01,"2011-01-30 00:00:00",559,23,-100.000,0,1907.2,,2251.4,,
LMG11-01,"2011-01-30 00:00:00",565,23,000.100,0,2079.5,,2307.9,,
LMG12-01,"2012-01-05 00:00:00",21,23,600.040,0,2073.7,2075.1,2260.9,2259.2,
LMG12-01,"2012-01-05 00:00:00",36,23,Proc1.1,0,2081.2,,2213.8,,
LMG12-01,"2012-01-06 00:00:00",40,23,Proc1.2,0,2094.4,,2285.6,,
LMG12-01,"2012-01-06 00:00:00",58,23,Proc1.3,0,2089.9,,2179.1,,
LMG12-01,"2012-01-06 00:00:00",66,23,Proc1.4,0,2087.5,,2260,,
LMG12-01,"2012-01-07 00:00:00",75,23,Proc1.5,0,2095.2,,2281.6,,
LMG12-01,"2012-01-07 00:00:00",92,0,600.060,5,2122,,2300.4,,
LMG12-01,"2012-01-07 00:00:00",96,0,600.080,5,2144.7,,2310.7,,
LMG12-01,"2012-01-07 00:00:00",103,23,600.100,0,2130,,2278,,
LMG12-01,"2012-01-07 00:00:00",103,23,600.100,0,2130.4,,2309.3,,
LMG12-01,"2012-01-08 00:00:00",124,23,600.200,0,2157.9,,2325.9,,
LMG12-01,"2012-01-08 00:00:00",124,1,600.200,3040,2264,2266.2,2372.5,2377.6,
LMG12-01,"2012-01-07 00:00:00",110,0,600.120,5,2151.7,,2311.5,,
LMG12-01,"2012-01-07 00:00:00",113,0,600.140,5,2155.9,,2303.9,,
LMG12-01,"2012-01-07 00:00:00",115,0,600.160,5,2154.4,,2299.5,,
LMG12-01,"2012-01-07 00:00:00",119,0,600.180,5,2157.5,,2303.7,,
LMG12-01,"2012-01-08 00:00:00",131,23,500.200,0,2155.1,,2318.8,,
LMG12-01,"2012-01-08 00:00:00",131,23,500.200,0,2152.3,2154.1,2315.1,2244.9,
LMG12-01,"2012-01-08 00:00:00",141,0,500.180,5,2145.3,,2312.3,,
LMG12-01,"2012-01-08 00:00:00",144,0,500.160,5,2145.1,,2327.2,,
LMG12-01,"2012-01-08 00:00:00",147,0,500.140,5,2153,,2316.7,,
LMG12-01,"2012-01-08 00:00:00",150,0,500.120,5,2153.3,,2299.4,,
LMG12-01,"2010-01-09 00:00:00",157,23,500.100,0,2184.6,,2284.3,,
LMG12-01,"2010-01-09 00:00:00",171,23,500.060,0,2125.7,,2300.43,,
LMG12-01,"2010-01-09 00:00:00",165,0,500.080,5,2134.9,,2304.4,,
LMG12-01,"2012-01-10 00:00:00",182,23,400.040,0,2097,2096.8,2256.9,2263.4,
LMG12-01,"2012-01-11 00:00:00",189,0,400.060,5,2218.6,,2268.5,,
LMG12-01,"2012-01-11 00:00:00",192,0,400.080,5,2136.4,,2303.9,,
LMG12-01,"2012-01-11 00:00:00",201,23,400.100,0,2135.2,2137.9,2301.92,2302.9,
LMG12-01,"2012-01-11 00:00:00",205,0,400.120,5,2145.7,,2305.29,,
LMG12-01,"2012-01-11 00:00:00",208,0,400.140,5,2145.1,,2310.5,,
LMG12-01,"2012-01-11 00:00:00",211,0,400.160,5,2153.1,,2299.7,,
LMG12-01,"2012-01-11 00:00:00",214,0,400.180,5,2147.8,,2293.5,,
LMG12-01,"2012-01-11 00:00:00",221,23,400.200,0,2140.5,,2296.9,,
LMG12-01,"2012-01-11 00:00:00",221,1,400.200,2700,2266.7,2263,2373.4,2367.3,
LMG12-01,"2012-01-12 00:00:00",226,23,300.200,0,2128.3,,2320.5,,
LMG12-01,"2012-01-12 00:00:00",226,1,300.200,3000,2264.2,2263.6,2370.54,2374.76,
LMG12-01,"2012-01-12 00:00:00",233,0,300.180,5,2143.9,,2295.8,,
LMG12-01,"2012-01-12 00:00:00",236,0,300.160,5,2137.2,,2304.2,,
LMG12-01,"2012-01-12 00:00:00",242,0,300.140,5,2140.5,,2304.4,,
LMG12-01,"2012-01-12 00:00:00",245,0,300.120,5,2151.9,,2296.9,,
LMG12-01,"2012-01-12 00:00:00",253,23,300.100,0,2133,2131.8,2313.7,2301.6,
LMG12-01,"2012-01-12 00:00:00",259,0,300.080,5,2131.1,,2276.4,,
LMG12-01,"2012-01-12 00:00:00",262,0,300.060,5,2108.2,,2279.09,,
LMG12-01,"2012-01-12 00:00:00",268,23,300.040,0,2097.7,,,,
LMG12-01,"2012-01-12 00:00:00",273,23,200.040,0,2071.1,,2237.9,,
LMG12-01,"2012-01-13 00:00:00",283,23,200.000,0,2109.1,,2246,,
LMG12-01,"2012-01-13 00:00:00",296,23,200.-040,0,2060.3,,2233.9,,
LMG12-01,"2012-01-19 00:00:00",361,0,200.060,5,2095.2,,2243.4,,
LMG12-01,"2012-01-19 00:00:00",363,0,200.080,5,2120.1,,2277.7,,
LMG12-01,"2012-01-19 00:00:00",369,0,200.120,5,2118.9,,2280.9,,
LMG12-01,"2012-01-19 00:00:00",372,0,200.140,5,2159.8,,2296.7,,
LMG12-01,"2012-01-20 00:00:00",378,23,200.160,0,2145.8,,2299.4,,
LMG12-01,"2012-01-20 00:00:00",378,1,200.160,3100,2266.4,2264.8,2362.9,2362.88,
LMG12-01,"2012-01-20 00:00:00",383,23,200.100,0,2126.3,,2284.7,,
LMG12-01,"2012-01-23 00:00:00",410,0,000.060,5,2079.2,,2234.1,,
LMG12-01,"2012-01-23 00:00:00",421,0,000.120,5,2109.3,,2254.9,,
LMG12-01,"2012-01-23 00:00:00",424,0,000.140,5,2111.4,,2267.7,,
LMG12-01,"2012-01-23 00:00:00",402,23,000.040,0,2095.6,,2242.9,,
LMG12-01,"2012-01-23 00:00:00",415,23,000.100,0,2111.1,,2244.2,,
LMG12-01,"2012-01-23 00:00:00",431,23,000.160,0,2156.5,,2302.9,,
LMG12-01,"2012-01-23 00:00:00",431,1,000.160,2790,2259.8,2258.3,2376.8,2378.9,
LMG12-01,"2012-01-24 00:00:00",436,0,-100.160,5,2109.4,,2304.6,,
LMG12-01,"2012-01-24 00:00:00",443,0,-100.140,5,2103.6,,2311.2,,
LMG12-01,"2012-01-24 00:00:00",446,0,-100.120,5,2105.9,,2303.1,,
LMG12-01,"2012-01-24 00:00:00",453,23,-100.100,0,2087.6,,2281.5,,
LMG12-01,"2012-01-24 00:00:00",463,22,"Proc 3.1",0,2129.8,,2268,,
LMG12-01,"2012-01-25 00:00:00",474,23,"Proc 3.2",0,2108.5,,2255.5,,
