"studyName","Datetime GMT","Event Number","Bottle Number","Station Name","Depth (m)","DIC 1 (µmol/kg)","DIC 2 (µmol/kg)","Alkalinity 1 (µEq/kg)","Alkalinity 2 (µEq/kg)","Notes"
PD93-01,"1993-01-08 09:20:00",1,12,"pal b",1,2142.4,-999,2293.7,-999,
PD93-01,"1993-01-08 09:20:00",1,12,palb,1,2137.3,-999,2285.6,-999,
PD93-01,"1993-01-08 12:14:00",3,9,"pal c",2,2139.1,-999,2286.6,-999,
PD93-01,"1993-01-08 13:35:00",4,8,"pal d",2,2141,-999,-999,-999,
PD93-01,"1993-01-08 15:12:00",5,12,"pal e",1.5,2140.7,-999,2284.6,-999,
PD93-01,"1993-01-08 16:50:00",6,12,"pal f",1.4,2143.9,-999,2278.2,-999,
PD93-01,"1993-01-08 18:40:00",7,12,"pal g",1,2139.6,-999,2284,-999,
PD93-01,"1993-01-08 19:51:00",8,12,"pal h",1.4,2146.3,-999,2291,-999,
PD93-01,"1993-01-08 21:25:00",9,12,"pal i",1,2056.1,-999,2312.5,-999,
PD93-01,"1993-01-08 23:00:00",10,12,"pal j",1,2137.8,-999,2294.4,-999,
PD93-01,"1993-01-09 09:36:00",20,12,600.04,1,2157.3,-999,2292.9,-999,
PD93-01,"1993-01-09 09:36:00",20,12,600.04,1,2138.2,-999,2287,-999,
PD93-01,"1993-01-09 13:35:00",23,12,600.06,1,2145.1,-999,2306.1,-999,
PD93-01,"1993-01-09 18:39:00",30,12,600.08,1,2159.2,-999,2305.1,-999,
PD93-01,"1993-01-10 00:50:00",38,12,600.1,1,2124.7,-999,2287.4,-999,
PD93-01,"1993-01-10 08:58:00",51,12,600.12,1,2153.4,-999,-999,-999,
PD93-01,"1993-01-10 12:16:00",55,12,600.14,1,2148.4,-999,2318.1,-999,
PD93-01,"1993-01-10 16:44:00",63,12,600.16,1,2148.5,-999,2313.3,-999,
PD93-01,"1993-01-10 21:17:00",71,11,600.18,1,2156.6,-999,2305.8,-999,
PD93-01,"1993-01-11 08:12:00",84,12,600.2,1,2151,-999,2323.3,-999,
PD93-01,"1993-01-11 19:25:00",91,12,600.18,2,2158.5,-999,2304.9,-999,
PD93-01,"1993-01-11 21:30:00",94,12,600.18,2,2156.6,-999,2311.1,-999,
PD93-01,"1993-01-11 23:30:00",97,12,600.18,2,2157.1,-999,2317.5,-999,
PD93-01,"1993-01-12 01:25:00",100,12,600.18,2,2155.7,-999,2304.1,-999,
PD93-01,"1993-01-12 05:28:00",104,12,600.18,1,2155.3,-999,2319.7,-999,
PD93-01,"1993-01-12 15:30:00",117,12,600.18,1,2155.7,-999,2314.1,-999,
PD93-01,"1993-01-13 00:17:00",126,12,500.18,2,2162.9,-999,2310.5,-999,
PD93-01,"1993-01-13 07:28:00",137,12,500.16,2,2159.9,-999,2309.7,-999,
PD93-01,"1993-01-13 11:15:00",144,12,500.14,1,2162.2,-999,2309.5,-999,
PD93-01,"1993-01-13 15:12:00",150,12,500.12,1,2154.2,-999,2318.3,-999,
PD93-01,"1993-01-13 19:33:00",154,12,500.1,1,2150.2,-999,2311.6,-999,
PD93-01,"1993-01-13 23:45:00",162,12,500.08,1,2158.3,-999,2310,-999,
PD93-01,"1993-01-14 09:19:00",176,12,500.06,1,2160.5,-999,2315.4,-999,
PD93-01,"1993-01-14 09:19:00",176,12,500.06,1,2155.1,-999,2295,-999,
PD93-01,"1993-01-15 11:27:00",194,12,600.04,1,2145.1,-999,2282.5,-999,
PD93-01,"1993-01-15 23:33:00",202,12,600.04,1,2152.4,-999,2297.6,-999,
PD93-01,"1993-01-16 11:27:00",211,12,600.04,2,2140.7,-999,2289.3,-999,
PD93-01,"1993-01-17 04:58:00",220,11,"pal j",1,2146.4,-999,-999,-999,
PD93-01,"1993-01-17 06:30:00",221,12,"pal I",1,2153.7,-999,2299.9,-999,
PD93-01,"1993-01-17 11:30:00",225,12,"pal e",1,2198,-999,2337.1,-999,
PD93-01,"1993-01-17 15:30:00",229,12,"pal b",1,2133,-999,2268.2,-999,
PD93-01,"1993-01-26 11:35:00",652,11,"pal e",1,2141,-999,2278.9,-999,
PD93-01,"1993-01-27 00:30:00",660,12,600.04,1,2128.6,-999,2273.2,-999,
PD93-01,"1993-01-27 06:59:00",661,12,500.08,1,2152.9,-999,2299.1,-999,
PD93-01,"1993-01-27 06:59:00",661,12,500.08,1,2154.8,-999,2318.5,-999,
PD93-01,"1993-01-27 06:59:00",661,12,500.08,1,2152.2,-999,2335.8,-999,
PD93-01,"1993-01-27 13:16:00",662,12,400.04,1,2109,-999,2277.6,-999,
PD93-01,"1993-01-27 17:19:00",670,12,400.06,5,2138.6,-999,2302.6,-999,
PD93-01,"1993-01-28 19:37:00",704,12,400.08,1,2148.9,-999,2306,-999,
PD93-01,"1993-01-28 23:32:00",712,12,400.1,3,2147.5,-999,2301.8,-999,
PD93-01,"1993-01-29 08:57:00",726,12,400.12,2,2146.4,-999,2302,-999,
PD93-01,"1993-01-29 13:27:00",735,12,400.14,1,2141.5,-999,2306.8,-999,
PD93-01,"1993-01-29 13:27:00",735,12,400.18,1,2141.3,-999,2307.6,-999,
PD93-01,"1993-01-29 15:35:00",737,12,400.16,1,2139.3,-999,2303.5,-999,
PD93-01,"1993-01-30 17:34:00",772,12,400.18,1,2144.4,-999,2303.9,-999,
PD93-01,"1993-01-30 23:05:00",780,12,400.2,1,2138,-999,2299,-999,
PD93-01,"1993-01-31 08:56:00",795,12,300.2,1.7,2155.5,-999,2304.2,-999,
PD93-01,"1993-01-31 08:56:00",795,12,300.2,1.7,2166.8,-999,2314.7,-999,
PD93-01,"1993-01-31 14:24:00",806,12,300.18,1,2159.9,-999,2302.1,-999,
PD93-01,"1993-01-31 16:33:00",808,12,300.16,1,2163.3,-999,-999,-999,
PD93-01,"1993-01-31 18:30:00",,,,1,2162.8,-999,2315.2,-999,
PD93-01,"1993-01-31 21:45:00",818,12,300.14,1,2170.5,-999,2301,-999,
PD93-01,"1993-02-01 07:58:00",833,11,300.12,1,2162.6,-999,2304.4,-999,
PD93-01,"1993-02-01 07:58:00",833,11,300.12,1,2147.7,-999,2301.8,-999,
PD93-01,"1993-02-01 13:13:00",841,12,300.1,1,2154.6,-999,2301,-999,
PD93-01,"1993-02-01 15:16:00",843,12,300.08,1,2121.2,-999,2273.2,-999,
PD93-01,"1993-02-01 20:07:00",851,12,300.06,1,2140.3,-999,2295.5,-999,
PD93-01,"1993-02-02 00:15:00",859,12,300.04,1,2121.1,-999,2267.3,-999,
PD93-01,"1993-02-02 16:04:00",869,12,200.2,1,2142.1,-999,2297.8,-999,
PD93-01,"1993-02-02 16:04:00",869,12,200.2,1,2135.3,-999,2299.4,-999,
PD93-01,"1993-02-02 22:28:00",879,12,200.16,1,2143,-999,2298.7,-999,
PD93-01,"1993-02-03 01:53:00",886,12,200.12,1,2135.5,-999,2293.3,-999,
PD93-01,"1993-02-03 05:21:00",892,12,200.08,1,2135.3,-999,2296.4,-999,
PD93-01,"1993-02-03 08:46:00",898,12,200.04,1,2115.1,-999,2255.8,-999,
PD93-01,"1993-02-03 13:30:00",904,12,200,1,2044,-999,2178.3,-999,
PD93-01,"1993-02-04 17:26:00",909,12,"cry snd",1,1948.8,-999,2211.6,-999,
PD93-01,"1993-02-04 17:26:00",909,12,"cry snd",1,2009.9,-999,2278.7,-999,
PD94-01,"1994-01-12 14:22:00",15,11,500.06,1,2473,-999,2395.8,-999,
PD94-01,"1994-01-12 20:00:00",23,12,500.08,1,2114.6,-999,2319.7,-999,
PD94-01,"1994-01-13 13:00:00",38,12,500.1,1,2114.4,-999,2302.2,-999,
PD94-01,"1994-01-13 23:45:00",50,12,500.12,1,2130.7,-999,2310.2,-999,
PD94-01,"1994-01-13 23:45:00",50,11,500.12,10,2125.1,-999,2329.6,-999,
PD94-01,"1994-01-13 23:45:00",50,10,500.12,30,2129.1,-999,2331.2,-999,
PD94-01,"1994-01-13 23:45:00",50,9,500.12,72,2176.5,-999,2347.4,-999,
PD94-01,"1994-01-13 23:45:00",50,8,500.12,102,2180.9,-999,2367.2,-999,
PD94-01,"1994-01-13 23:45:00",50,7,500.12,151,2219.2,-999,2381.4,-999,
PD94-01,"1994-01-13 23:45:00",50,6,500.12,201,-999,-999,2371.2,-999,
PD94-01,"1994-01-13 23:45:00",50,5,500.12,301,2239.5,-999,2390.4,-999,
PD94-01,"1994-01-13 23:45:00",50,4,500.12,398,2235.5,-999,2393.5,-999,
PD94-01,"1994-01-13 23:45:00",50,3,500.12,495,2233.4,-999,2399.2,-999,
PD94-01,"1994-01-13 23:45:00",50,2,500.12,600,2242.3,-999,2383.2,-999,
PD94-01,"1994-01-13 23:45:00",50,1,500.12,676,2245.9,-999,2361.5,-999,
PD94-01,"1994-01-14 11:30:00",55,12,500.14,1,2134.3,-999,2315.1,-999,
PD94-01,"1994-01-14 13:56:00",59,12,500.16,1,2128.1,-999,-999,-999,
PD94-01,"1994-01-14 17:20:00",67,12,500.18,1,2130.9,-999,2309.5,-999,
PD94-01,"1994-01-14 21:58:00",79,12,500.2,1,2125.3,-999,2310,-999,
PD94-01,"1994-01-15 11:13:00",84,12,600.2,1,2123,-999,2306,-999,
PD94-01,"1994-01-15 14:15:00",91,12,600.18,1,2125.5,-999,2346.4,-999,
PD94-01,"1994-01-15 16:59:00",99,12,600.16,1,2137.4,-999,2304,-999,
PD94-01,"1994-01-16 11:00:00",110,12,600.14,1,2111.3,-999,2349.4,-999,
PD94-01,"1994-01-16 13:15:00",115,12,600.12,1,2121.7,-999,2293.1,-999,
PD94-01,"1994-01-17 14:00:00",132,12,600.1,1,2114.5,-999,2298.1,-999,
PD94-01,"1994-01-17 16:40:00",138,12,600.08,1,2121.9,-999,2333.7,-999,
PD94-01,"1994-01-18 13:09:00",153,12,600.04,1,2132.4,-999,2265.4,-999,
PD94-01,"1994-01-18 16:58:00",160,12,600.06,1,2122.8,-999,2319.5,-999,
PD94-01,"1994-01-24 15:47:00",301,8,D,1,2097.6,-999,2299.2,-999,
PD94-01,"1994-01-24 20:14:00",306,12,J,1,2103.2,-999,2271.6,-999,
PD94-01,"1994-01-25 12:24:00",310,12,620.015,1,2131.5,-999,2298.9,-999,
PD94-01,"1994-01-25 15:36:00",316,12,602.017,1,2101.2,-999,2256.5,-999,
PD94-01,"1994-01-26 09:45:00",335,12,595.013,1,2050.2,-999,2265.5,-999,
PD94-01,"1994-01-26 12:47:00",342,12,585.01,1,2057.2,-999,2198.3,-999,
PD94-01,"1994-01-26 15:12:00",348,12,575.01,1,2095.9,-999,-999,-999,
PD94-01,"1994-01-27 13:04:00",364,12,550.005,1,1959.2,-999,2146.2,-999,
PD94-01,"1994-01-27 19:15:00",373,12,510,1,2074.8,-999,2206.1,-999,
PD94-01,"1994-01-28 19:01:00",387,12,440.015,1,2032.5,-999,2206.3,-999,
PD94-01,"1994-01-29 14:20:00",402,12,382.01,1,2000.3,-999,2224.1,-999,
PD94-01,"1994-01-29 19:46:00",408,12,375.02,1,2056,-999,2201.1,-999,
PD94-01,"1994-01-31 12:03:00",420,12,400.04,1,2104.2,-999,2277.9,-999,
PD94-01,"1994-01-31 13:56:00",428,12,400.06,1,2119.7,-999,2261.5,-999,
PD94-01,"1994-01-31 20:18:00",442,12,400.08,1,2122.9,-999,2292.9,-999,
PD94-01,"1994-02-01 11:08:00",451,12,400.1,1,2119.4,-999,2309.7,-999,
PD94-01,"1994-02-01 13:32:00",457,12,400.12,1,2127.7,-999,2290.5,-999,
PD94-01,"1994-02-01 16:49:00",465,12,400.14,1,2138.8,-999,2275.9,-999,
PD94-01,"1994-02-02 11:20:00",480,12,400.16,1,2123.9,-999,2296.6,-999,
PD94-01,"1994-02-02 14:41:00",487,12,400.18,1,2135.6,-999,2315.1,-999,
PD94-01,"1994-02-02 18:05:00",495,12,400.2,1,2158.9,-999,2289.6,-999,
PD94-01,"1994-02-03 11:08:00",506,12,300.2,1,2124.9,-999,2288.9,-999,
PD94-01,"1994-02-03 14:12:00",513,12,300.18,1,2123.7,-999,2302.1,-999,
PD94-01,"1994-02-03 17:50:00",520,12,300.16,1,2113.9,-999,2302.6,-999,
PD94-01,"1994-02-04 11:18:00",531,12,300.14,1,2117.7,-999,2318.5,-999,
PD94-01,"1994-02-04 16:34:00",542,12,300.12,1,2120.3,-999,2299,-999,
PD94-01,"1994-02-04 19:23:00",548,12,300.1,1,2121.2,-999,2302.9,-999,
PD94-01,"1994-02-06 08:55:00",555,12,300.08,1,2125.5,-999,2297.7,-999,
PD94-01,"1994-02-06 12:24:00",566,12,300.06,1,2139.2,-999,2235.1,-999,
PD94-01,"1994-02-06 15:54:00",577,12,300.04,1,2101,-999,2271.1,-999,
PD95-01,"1995-01-07 16:45:00",126,11,"pal b",1,2099.8,-999,2239.1,-999,
PD95-01,"1995-01-07 19:17:00",135,11,"pal e",2,2105.9,-999,2234.7,-999,
PD95-01,"1995-01-08 13:11:00",148,11,500.06,1,2117.8,-999,2267.4,-999,
PD95-01,"1995-01-08 19:45:00",155,11,500.08,1,2111.8,-999,2276.6,-999,
PD95-01,"1995-01-09 00:12:00",163,12,500.1,2,2115.4,-999,2285.1,-999,
PD95-01,"1995-01-09 09:45:00",176,10,500.12,5,2121.9,-999,2288.3,-999,
PD95-01,"1995-01-09 14:30:00",186,11,500.14,2,2113.5,-999,2281.4,-999,
PD95-01,"1995-01-09 14:30:00",186,11,500.14,2,2112.2,-999,2283,-999,
PD95-01,"1995-01-09 14:30:00",186,11,500.14,2,2124.2,-999,2279.9,-999,
PD95-01,"1995-01-09 16:26:00",191,11,500.16,3,2246.1,-999,2354.6,-999,
PD95-01,"1995-01-09 20:32:00",201,11,500.18,2,2125.1,-999,2292.4,-999,
PD95-01,"1995-01-10 00:55:00",210,12,500.2,2,2122.7,-999,2303.4,-999,"SOMMA and coulometer lost communication-no DIC data"
PD95-01,"1995-01-10 11:34:00",231,12,600.2,2,2123.8,-999,2288.6,-999,
PD95-01,"1995-01-10 15:21:00",240,11,600.18,3,2122.8,-999,2270.6,-999,
PD95-01,"1995-01-10 17:20:00",245,11,600.16,1,2127.9,-999,2279.1,-999,
PD95-01,"1995-01-10 21:17:00",255,11,600.14,2,2123.6,-999,2293.5,-999,
PD95-01,"1995-01-11 11:16:00",275,11,600.04,1,2093.2,-999,2265.3,-999,
PD95-01,"1995-01-11 14:17:00",282,11,600.08,1,2097.7,-999,2254.2,-999,
PD95-01,"1995-01-11 14:17:00",282,11,600.08,1,2098.1,-999,2264.4,-999,
PD95-01,"1995-01-11 19:40:00",296,11,600.1,2,2119.8,-999,2277.8,-999,
PD95-01,"1995-01-12 00:00:00",305,12,600.12,7,2134,-999,2302.7,-999,
PD95-01,"1995-01-12 13:02:00",313,11,"pal b",1,2075.9,-999,2227.8,-999,
PD95-01,"1995-01-12 13:55:00",314,11,"pal e",1,2089,-999,2283.7,-999,
PD95-01,"1995-01-14 08:58:00",357,11,620.04,1,2092,-999,2259,-999,
PD95-01,"1995-01-14 12:26:00",379,12,615.038,1,2104.8,-999,2254.5,-999,
PD95-01,"1995-01-14 16:41:00",401,12,610.035,1,2095.6,-999,2255.4,-999,
PD95-01,"1995-01-14 20:07:00",424,11,605.033,1,2119.7,-999,2250.3,-999,
PD95-01,"1995-01-15 00:05:00",446,11,600.03,1,2133,-999,2256.9,-999,
PD95-01,"1995-01-15 08:24:00",455,11,600.04,1,2113.5,-999,2248,-999,
PD95-01,"1995-01-15 12:13:00",477,11,595.038,1,2105.3,-999,2251.2,-999,
PD95-01,"1995-01-15 16:15:00",500,11,590.035,1,2097.9,-999,2238.4,-999,
PD95-01,"1995-01-15 22:20:00",530,11,585.03,1,2087,-999,2229.8,-999,
PD95-01,"1995-01-16 10:29:00",535,11,600.08,1,2104.3,-999,2253.7,-999,
PD95-01,"1995-01-16 15:12:00",548,11,600.06,2,2096.9,-999,2264.8,-999,
PD95-01,"1995-01-16 18:19:00",556,11,600.04,1,2103.1,-999,2240.8,-999,
PD95-01,"1995-01-16 23:15:00",563,11,620.015,1,2140.5,-999,2260.8,-999,
PD95-01,"1995-01-17 07:44:00",571,11,lamaire,1,2065.8,-999,2236.7,-999,
PD95-01,"1995-01-17 10:14:00",576,11,595.014,1,2147.1,-999,2228.2,-999,
PD95-01,"1995-01-17 16:07:00",583,11,585.01,1,2048.3,-999,2198.6,-999,
PD95-01,"1995-01-18 08:18:00",593,11,575.01,1,2058.4,-999,2204.5,-999,
PD95-01,"1995-01-18 12:18:00",600,11,550.005,1,1975.4,-999,2106.1,-999,
PD95-01,"1995-01-18 12:18:00",600,11,550.005,1,1978.7,-999,2111.3,-999,
PD95-01,"1995-01-18 12:18:00",600,11,550.005,1,1979,-999,2112.6,-999,
PD95-01,"1995-01-18 16:43:00",608,11,530.005,1,2091.8,-999,2227.9,-999,
PD95-01,"1995-01-18 21:55:00",617,11,510,1,2067.2,-999,2182.9,-999,
PD95-01,"1995-01-19 11:24:00",625,11,"pal e",1,2052.6,-999,2234,-999,
PD95-01,"1995-01-19 13:57:00",631,11,"pal b",1,2056.3,-999,2240.4,-999,
PD95-01,"1995-01-20 13:39:00",676,11,"pal b",1,2078.3,-999,2268.1,-999,
PD95-01,"1995-01-20 16:16:00",677,11,"pal e",1,2090.8,-999,2272.7,-999,
PD95-01,"1995-01-21 16:07:00",705,11,600.06,1,2109.9,-999,-999,-999,
PD95-01,"1995-01-22 10:23:00",727,11,630.03,1,2072.8,-999,2275.1,-999,
PD95-01,"1995-01-22 16:16:00",758,11,610.035,1,2118.1,-999,2266.2,-999,
PD95-01,"1995-01-22 23:29:00",788,11,600.04,1,2116.4,-999,2263.6,-999,
PD95-01,"1995-01-23 08:57:00",802,11,605.04,1,2118.2,-999,2260.2,-999,
PD95-01,"1995-01-23 12:35:00",822,11,600.05,9,2118.9,-999,2260.3,-999,
PD95-01,"1995-01-23 22:05:00",874,11,605.06,1,2102.6,-999,2272.4,-999,
PD95-01,"1995-01-24 10:59:00",882,11,"pal b",1,2049.9,-999,2238.4,-999,
PD95-01,"1995-01-24 17:01:00",892,11,"pal e",1,2082.4,-999,2271.9,-999,
PD95-01,"1995-01-26 09:08:00",952,12,400.2,3,2133.1,-999,2283.3,-999,
PD95-01,"1995-01-26 15:08:00",968,12,400.16,2,2139.6,-999,2286.3,-999,
PD95-01,"1995-01-26 19:03:00",977,12,400.14,2,2136,-999,2286.9,-999,
PD95-01,"1995-01-26 23:00:00",986,11,400.12,2,2138.9,-999,-999,-999,
PD95-01,"1995-01-27 09:00:00",996,11,400.1,1,2136.8,-999,2277.5,-999,
PD95-01,"1995-01-27 10:40:00",1000,11,400.08,2,2140.6,-999,2282.7,-999,
PD95-01,"1995-01-27 14:05:00",1008,11,400.06,2,2137.1,-999,2278,-999,
PD95-01,"1995-01-27 14:05:00",1008,11,400.06,2,2138.6,-999,2276.5,-999,
PD95-01,"1995-01-27 14:05:00",1008,11,400.06,2,2138.1,-999,2279,-999,
PD95-01,"1995-01-27 19:40:00",1022,11,400.04,2,2103.5,-999,2263.4,-999,
PD95-01,"1995-01-28 09:04:00",1029,11,300.04,2,2136.5,-999,2277.9,-999,
PD95-01,"1995-01-28 11:03:00",1033,11,300.06,1,2158.3,-999,2295.7,-999,
PD95-01,"1995-01-28 14:15:00",1039,11,300.08,1,-999,-999,2286.6,-999,
PD95-01,"1995-01-28 18:00:00",1047,11,300.1,9,-999,-999,2299.2,-999,
PD95-01,"1995-01-28 22:04:00",1055,11,300.12,2,2132.5,-999,2296.6,-999,
PD95-01,"1995-01-29 08:54:00",1066,11,300.14,1,2131.1,-999,2294,-999,
PD95-01,"1995-01-29 10:56:00",1071,11,300.16,1,2134.1,-999,2303.1,-999,
PD95-01,"1995-01-29 20:04:00",1088,11,300.2,2,2124.6,-999,2285.4,-999,
PD95-01,"1995-01-30 09:17:00",1101,11,200.2,1,2125.1,-999,2287.2,-999,
PD95-01,"1995-01-30 13:47:00",1112,11,200.18,2,2132.3,-999,2289,-999,
PD95-01,"1995-01-30 17:50:00",1120,11,200.16,3,2135.2,-999,2283.8,-999,
PD95-01,"1995-01-30 21:45:00",1128,11,200.14,2,2135.4,-999,2281.5,-999,
PD95-01,"1995-01-31 01:02:00",1133,11,200.08,2,2135,-999,2285.6,-999,
PD95-01,"1995-01-31 09:11:00",1146,11,200.12,2,2135,-999,2285.1,-999,
PD95-01,"1995-01-31 11:01:00",1150,11,200.1,2,2129.4,-999,2290,-999,
PD95-01,"1995-01-31 12:36:00",1154,11,300.18,1,2140.6,-999,2296.8,-999,
PD95-01,"1995-01-31 18:29:00",1166,11,200.06,1,2131.9,-999,2288.9,-999,
PD95-01,"1995-01-31 22:51:00",1175,12,200.04,1,2121.2,-999,2279.9,-999,
PD95-01,"1995-01-31 22:51:00",1175,11,200.04,2,2113,-999,-999,-999,
PD95-01,"1995-01-31 22:51:00",1175,10,200.04,4,2117.1,-999,2280.5,-999,
PD95-01,"1995-01-31 22:51:00",1175,9,200.04,9,2114.1,-999,2288,-999,
PD95-01,"1995-01-31 22:51:00",1175,8,200.04,15,2124.1,-999,2293.2,-999,
PD95-01,"1995-01-31 22:51:00",1175,7,200.04,21,2121.1,-999,2280.9,-999,
PD95-01,"1995-01-31 22:51:00",1175,6,200.04,27,2119.4,-999,2285.2,-999,
PD95-01,"1995-01-31 22:51:00",1175,5,200.04,55,2136.1,-999,2283.5,-999,
PD95-01,"1995-01-31 22:51:00",1175,4,200.04,80,2171.5,-999,2307.3,-999,
PD95-01,"1995-01-31 22:51:00",1175,3,200.04,105,2201.2,-999,2308.7,-999,
PD95-01,"1995-01-31 22:51:00",1175,2,200.04,200,2250,-999,2341.6,-999,
PD95-01,"1995-01-31 22:51:00",1175,1,200.04,500,2258.4,-999,2369.1,-999,
PD95-01,"1995-02-01 09:52:00",1190,,200,,-999,-999,2275.6,-999,
PD95-01,"1995-02-02 13:59:00",1207,11,360.01,1,2057.9,-999,2215.5,-999,
PD95-01,"1995-02-02 13:59:00",1207,11,360.01,1,2056.3,-999,2205.6,-999,
PD95-01,"1995-02-02 13:59:00",1207,11,360.01,1,2055,-999,2205.4,-999,
PD95-01,"1995-02-02 19:00:00",1213,11,380.01,1,2095.8,-999,2221.7,-999,
PD95-01,"1995-02-03 09:40:00",1227,11,400.015,1,2028.4,-999,2232.2,-999,
PD95-01,"1995-02-03 12:27:00",1233,11,420.015,1,2049.2,-999,-999,-999,
PD95-01,"1995-02-03 12:27:00",1233,10,420.015,4,2053.7,-999,2215.2,-999,
PD95-01,"1995-02-03 12:27:00",1233,9,420.015,9,2074,-999,2237.6,-999,
PD95-01,"1995-02-03 12:27:00",1233,8,420.015,15,2096.3,-999,2253.6,-999,
PD95-01,"1995-02-03 12:27:00",1233,7,420.015,20,2111.1,-999,2272.1,-999,
PD95-01,"1995-02-03 12:27:00",1233,6,420.015,25,2112.7,-999,2264.7,-999,
PD95-01,"1995-02-03 12:27:00",1233,5,420.015,50,2165.8,-999,2284.8,-999,
PD95-01,"1995-02-03 12:27:00",1233,4,420.015,70,2197,-999,2297.7,-999,
PD95-01,"1995-02-03 12:27:00",1233,3,420.015,125,2233.9,-999,2321.2,-999,
PD95-01,"1995-02-03 12:27:00",1233,2,420.015,250,2256,-999,2344.5,-999,
PD95-01,"1995-02-03 12:27:00",1233,1,420.015,500,2258.8,-999,2349.3,-999,
PD95-01,"1995-02-03 22:00:00",1246,11,440.015,1,2057.1,-999,2230.4,-999,
PD95-01,"1995-02-05 16:00:00",1277,-9,600.04,-9,2115.4,-999,2261.6,-999,
PD95-01,"1995-02-05 16:00:00",1277,12,600.06,2,2112.4,-999,2266.8,-999,
PD95-01,"1995-02-05 16:00:00",1277,11,600.06,5,2117.2,-999,2268.9,-999,
PD95-01,"1995-02-05 16:00:00",1277,10,600.06,11,2115.7,-999,2264.7,-999,
PD95-01,"1995-02-05 16:00:00",1277,9,600.06,15,2113.9,-999,2268.7,-999,
PD95-01,"1995-02-05 16:00:00",1277,8,600.06,20,2120.1,-999,2270.4,-999,
PD95-01,"1995-02-05 16:00:00",1277,7,600.06,30,2137.6,-999,2276.2,-999,
PD95-01,"1995-02-05 16:00:00",1277,6,600.06,40,2221,-999,2332.7,-999,
PD95-01,"1995-02-05 16:00:00",1277,5,600.06,60,2225.8,-999,2338.1,-999,
PD95-01,"1995-02-05 16:00:00",1277,4,600.06,80,2160.7,-999,2287.4,-999,
PD95-01,"1995-02-05 16:00:00",1277,3,600.06,100,2199.9,-999,2311.4,-999,
PD95-01,"1995-02-05 16:00:00",1277,2,600.06,125,2240,-999,2341.7,-999,
PD95-01,"1995-02-05 16:00:00",1277,1,600.06,185,2250.4,-999,2342.7,-999,
PD95-01,"1995-02-05 22:43:00",1308,12,"pal e",1,2055.9,-999,2234.3,-999,
PD95-01,"1995-02-05 22:43:00",1308,12,"pal e",1,2058.3,-999,2235.7,-999,
PD95-01,"1995-02-05 22:43:00",1308,12,"pal e",1,2056.3,-999,2233,-999,
PD95-01,"1995-02-05 23:34:00",1311,12,"pal b",5,2056.6,-999,2237.6,-999,
PD96-01,"1996-01-08 19:55:00",18,12,"Pal B",1.2,2025.8,-999,-999,-999,
PD96-01,"1996-01-08 22:04:00",21,12,"Pal E",1.5,2051.5,-999,2260.4,-999,
PD96-01,"1996-01-09 12:50:00",31,12,500.06,1.3,2130.8,-999,2263.1,-999,
PD96-01,"1996-01-09 18:36:00",41,12,500.08,1.7,2120.6,-999,2281.3,-999,
PD96-01,"1996-01-09 18:36:00",41,12,500.08,1.7,2116.9,-999,2261.9,-999,
PD96-01,"1996-01-09 18:36:00",41,12,500.08,1.7,2115.1,-999,2266.9,-999,
PD96-01,"1996-01-09 23:53:00",54,12,500.1,1.8,2127.3,-999,2273.7,-999,
PD96-01,"1996-01-10 04:26:00",64,12,500.12,2.2,2132.5,-999,2285.3,-999,
PD96-01,"1996-01-10 18:57:00",79,12,500.14,2.7,2156,-999,2308.1,-999,
PD96-01,"1996-01-10 23:10:00",89,12,500.16,1.3,2134.7,-999,2284.6,-999,
PD96-01,"1996-01-11 07:58:00",104,12,500.18,1.8,2136.5,-999,2288.1,-999,
PD96-01,"1996-01-11 07:58:00",104,2,500.18,337,2262.5,-999,2350.3,-999,
PD96-01,"1996-01-11 07:58:00",104,1,500.18,385,2264.5,-999,2364.8,-999,
PD96-01,"1996-01-11 11:57:00",112,12,500.2,1.1,2132.3,-999,2291.9,-999,
PD96-01,"1996-01-11 11:57:00",112,2,500.2,400,2255.1,-999,2343.2,-999,
PD96-01,"1996-01-12 09:10:00",145,12,600.2,1.4,2137.5,-999,2291.7,-999,
PD96-01,"1996-01-12 09:10:00",145,3,600.2,301,2256.8,-999,2350.9,-999,
PD96-01,"1996-01-12 14:53:00",153,12,600.18,1.8,2142.5,-999,2295.4,-999,
PD96-01,"1996-01-12 14:53:00",153,12,600.18,1.8,2142.4,-999,2297.9,-999,
PD96-01,"1996-01-12 14:53:00",153,12,600.18,1.8,2141.5,-999,2298.7,-999,
PD96-01,"1996-01-12 14:53:00",153,3,600.18,299,2259.4,-999,2339.4,-999,
PD96-01,"1996-01-12 18:50:00",161,1,600.16,390,2264.7,-999,2360.6,-999,
PD96-01,"1996-01-12 23:06:00",170,12,600.14,2.4,2122.7,-999,2278.2,-999,
PD96-01,"1996-01-13 10:57:00",185,12,600.12,1.4,2102.2,-999,2271.2,-999,
PD96-01,"1996-01-13 14:43:00",192,12,600.1,2,2050.5,-999,2268.7,-999,
PD96-01,"1996-01-13 19:25:00",201,12,600.08,1.4,2027.4,-999,2274.7,-999,
PD96-01,"1996-01-13 23:44:00",210,12,600.06,1.1,2062.8,-999,2268.3,-999,
PD96-01,"1996-01-15 23:12:00",252,12,600.04,1.6,2040.1,-999,2267.6,-999,
