"studyName","Name","Latitude (º)","Longitude (º)","Grid code","Notes"
"Sampling Grid",405.500,-66.43828,-66.69431,2,
"Sampling Grid",405.100,-66.40746,-66.77564,2,
"Sampling Grid",405.150,-66.3766,-66.85677,2,
"Sampling Grid",405.200,-66.34569,-66.93771,2,
"Sampling Grid",405.250,-66.31475,-67.01844,2,
"Sampling Grid",405.300,-66.28376,-67.09897,2,
"Sampling Grid",405.350,-66.25273,-67.17931,2,
"Sampling Grid",405.400,-66.22166,-67.25945,2,
"Sampling Grid",405.450,-66.19055,-67.33939,2,
"Sampling Grid",405.500,-66.1594,-67.41914,2,
"Sampling Grid",405.550,-66.12821,-67.49869,2,
"Sampling Grid",405.600,-66.09698,-67.57804,2,
"Sampling Grid",405.650,-66.06571,-67.6572,2,
"Sampling Grid",405.700,-66.0344,-67.73616,2,
"Sampling Grid",405.750,-66.00306,-67.81493,2,
"Sampling Grid",405.800,-65.97167,-67.89351,2,
"Sampling Grid",405.850,-65.94024,-67.97189,2,
"Sampling Grid",405.900,-65.90878,-68.05008,2,
"Sampling Grid",405.950,-65.87728,-68.12808,2,
"Sampling Grid",405.100,-65.84573,-68.20588,2,
"Sampling Grid",405.105,-65.81415,-68.2835,2,
"Sampling Grid",405.110,-65.78254,-68.36092,2,
"Sampling Grid",405.115,-65.75088,-68.43816,2,
"Sampling Grid",405.120,-65.71919,-68.51521,2,
"Sampling Grid",405.125,-65.68746,-68.59206,2,
"Sampling Grid",405.130,-65.65569,-68.66873,2,
"Sampling Grid",405.135,-65.62388,-68.74521,2,
"Sampling Grid",405.140,-65.59204,-68.82151,2,
"Sampling Grid",405.145,-65.56016,-68.89761,2,
"Sampling Grid",405.150,-65.52824,-68.97353,2,
"Sampling Grid",405.155,-65.49629,-69.04927,2,
"Sampling Grid",405.160,-65.4643,-69.12482,2,
"Sampling Grid",405.165,-65.43228,-69.20018,2,
"Sampling Grid",405.170,-65.40022,-69.27536,2,
"Sampling Grid",405.175,-65.36812,-69.35036,2,
"Sampling Grid",405.180,-65.33599,-69.42517,2,
"Sampling Grid",405.185,-65.30382,-69.4998,2,
"Sampling Grid",405.190,-65.27161,-69.57425,2,
"Sampling Grid",405.195,-65.23938,-69.64852,2,
"Sampling Grid",405.200,-65.2071,-69.7226,2,
"Sampling Grid",410.000,-66.43642,-66.53591,2,
"Sampling Grid",410.500,-66.40568,-66.61743,2,
"Sampling Grid",410.100,-66.3749,-66.69876,2,
"Sampling Grid",410.150,-66.34407,-66.77988,2,
"Sampling Grid",410.200,-66.31321,-66.86081,2,
"Sampling Grid",410.250,-66.2823,-66.94153,2,
"Sampling Grid",410.300,-66.25135,-67.02206,2,
"Sampling Grid",410.350,-66.22036,-67.10239,2,
"Sampling Grid",410.400,-66.18933,-67.18253,2,
"Sampling Grid",410.450,-66.15826,-67.26246,2,
"Sampling Grid",410.500,-66.12715,-67.3422,2,
"Sampling Grid",410.550,-66.096,-67.42175,2,
"Sampling Grid",410.600,-66.06481,-67.5011,2,
"Sampling Grid",410.650,-66.03358,-67.58025,2,
"Sampling Grid",410.700,-66.00231,-67.65922,2,
"Sampling Grid",410.750,-65.97101,-67.73798,2,
"Sampling Grid",410.800,-65.93966,-67.81656,2,
"Sampling Grid",410.850,-65.90827,-67.89494,2,
"Sampling Grid",410.900,-65.87685,-67.97313,2,
"Sampling Grid",410.950,-65.84538,-68.05113,2,
"Sampling Grid",410.100,-65.81388,-68.12894,2,
"Sampling Grid",410.105,-65.78234,-68.20655,2,
"Sampling Grid",410.110,-65.75076,-68.28398,2,
"Sampling Grid",410.115,-65.71914,-68.36122,2,
"Sampling Grid",410.120,-65.68749,-68.43827,2,
"Sampling Grid",410.125,-65.6558,-68.51513,2,
"Sampling Grid",410.130,-65.62407,-68.5918,2,
"Sampling Grid",410.135,-65.5923,-68.66829,2,
"Sampling Grid",410.140,-65.56049,-68.74459,2,
"Sampling Grid",410.145,-65.52865,-68.8207,2,
"Sampling Grid",410.150,-65.49678,-68.89662,2,
"Sampling Grid",410.155,-65.46486,-68.97237,2,
"Sampling Grid",410.160,-65.43291,-69.04792,2,
"Sampling Grid",410.165,-65.40092,-69.12329,2,
"Sampling Grid",410.170,-65.3689,-69.19848,2,
"Sampling Grid",410.175,-65.33684,-69.27349,2,
"Sampling Grid",410.180,-65.30475,-69.34831,2,
"Sampling Grid",410.185,-65.27262,-69.42295,2,
"Sampling Grid",410.190,-65.24045,-69.49741,2,
"Sampling Grid",410.195,-65.20825,-69.57168,2,
"Sampling Grid",410.200,-65.17602,-69.64578,2,
"Sampling Grid",415.000,-66.40373,-66.45925,2,
"Sampling Grid",415.500,-66.37303,-66.54076,2,
"Sampling Grid",415.100,-66.34229,-66.62208,2,
"Sampling Grid",415.150,-66.31151,-66.70319,2,
"Sampling Grid",415.200,-66.28068,-66.78411,2,
"Sampling Grid",415.250,-66.24981,-66.86483,2,
"Sampling Grid",415.300,-66.2189,-66.94535,2,
"Sampling Grid",415.350,-66.18796,-67.02567,2,
"Sampling Grid",415.400,-66.15697,-67.1058,2,
"Sampling Grid",415.450,-66.12594,-67.18573,2,
"Sampling Grid",415.500,-66.09486,-67.26547,2,
"Sampling Grid",415.550,-66.06375,-67.34501,2,
"Sampling Grid",415.600,-66.0326,-67.42435,2,
"Sampling Grid",415.650,-66.00141,-67.50351,2,
"Sampling Grid",415.700,-65.97018,-67.58246,2,
"Sampling Grid",415.750,-65.93892,-67.66123,2,
"Sampling Grid",415.800,-65.90761,-67.7398,2,
"Sampling Grid",415.850,-65.87626,-67.81818,2,
"Sampling Grid",415.900,-65.84487,-67.89637,2,
"Sampling Grid",415.950,-65.81345,-67.97437,2,
"Sampling Grid",415.100,-65.78198,-68.05218,2,
"Sampling Grid",415.105,-65.75048,-68.1298,2,
"Sampling Grid",415.110,-65.71894,-68.20723,2,
"Sampling Grid",415.115,-65.68736,-68.28447,2,
"Sampling Grid",415.120,-65.65575,-68.36152,2,
"Sampling Grid",415.125,-65.62409,-68.43838,2,
"Sampling Grid",415.130,-65.5924,-68.51506,2,
"Sampling Grid",415.135,-65.56067,-68.59155,2,
"Sampling Grid",415.140,-65.52891,-68.66785,2,
"Sampling Grid",415.145,-65.49711,-68.74397,2,
"Sampling Grid",415.150,-65.46527,-68.8199,2,
"Sampling Grid",415.155,-65.43339,-68.89565,2,
"Sampling Grid",415.160,-65.40148,-68.97121,2,
"Sampling Grid",415.165,-65.36953,-69.04659,2,
"Sampling Grid",415.170,-65.33755,-69.12178,2,
"Sampling Grid",415.175,-65.30552,-69.1968,2,
"Sampling Grid",415.180,-65.27347,-69.27163,2,
"Sampling Grid",415.185,-65.24138,-69.34628,2,
"Sampling Grid",415.190,-65.20925,-69.42074,2,
"Sampling Grid",415.195,-65.17709,-69.49503,2,
"Sampling Grid",415.200,-65.14489,-69.56914,2,
"Sampling Grid",420.000,-66.37101,-66.38279,2,
"Sampling Grid",420.500,-66.34035,-66.46429,2,
"Sampling Grid",420.100,-66.30965,-66.54559,2,
"Sampling Grid",420.150,-66.2789,-66.6267,2,
"Sampling Grid",420.200,-66.24812,-66.70761,2,
"Sampling Grid",420.250,-66.21729,-66.78832,2,
"Sampling Grid",420.300,-66.18642,-66.86883,2,
"Sampling Grid",420.350,-66.15551,-66.94915,2,
"Sampling Grid",420.400,-66.12456,-67.02927,2,
"Sampling Grid",420.450,-66.09357,-67.10919,2,
"Sampling Grid",420.500,-66.06254,-67.18892,2,
"Sampling Grid",420.550,-66.03147,-67.26846,2,
"Sampling Grid",420.600,-66.00036,-67.3478,2,
"Sampling Grid",420.650,-65.96921,-67.42695,2,
"Sampling Grid",420.700,-65.93802,-67.50591,2,
"Sampling Grid",420.750,-65.90679,-67.58467,2,
"Sampling Grid",420.800,-65.87552,-67.66324,2,
"Sampling Grid",420.850,-65.84421,-67.74162,2,
"Sampling Grid",420.900,-65.81286,-67.81981,2,
"Sampling Grid",420.950,-65.78147,-67.89781,2,
"Sampling Grid",420.100,-65.75005,-67.97561,2,
"Sampling Grid",420.105,-65.71859,-68.05323,2,
"Sampling Grid",420.110,-65.68708,-68.13066,2,
"Sampling Grid",420.115,-65.65555,-68.2079,2,
"Sampling Grid",420.120,-65.62397,-68.28496,2,
"Sampling Grid",420.125,-65.59235,-68.36182,2,
"Sampling Grid",420.130,-65.5607,-68.4385,2,
"Sampling Grid",420.135,-65.52901,-68.515,2,
"Sampling Grid",420.140,-65.49728,-68.5913,2,
"Sampling Grid",420.145,-65.46552,-68.66743,2,
"Sampling Grid",420.150,-65.43372,-68.74336,2,
"Sampling Grid",420.155,-65.40188,-68.81911,2,
"Sampling Grid",420.160,-65.37001,-68.89468,2,
"Sampling Grid",420.165,-65.3381,-68.97007,2,
"Sampling Grid",420.170,-65.30615,-69.04527,2,
"Sampling Grid",420.175,-65.27417,-69.12029,2,
"Sampling Grid",420.180,-65.24215,-69.19513,2,
"Sampling Grid",420.185,-65.21009,-69.26979,2,
"Sampling Grid",420.190,-65.178,-69.34426,2,
"Sampling Grid",420.195,-65.14588,-69.41856,2,
"Sampling Grid",420.200,-65.11372,-69.49267,2,
"Sampling Grid",425.000,-66.33825,-66.30652,2,
"Sampling Grid",425.500,-66.30763,-66.38802,2,
"Sampling Grid",425.100,-66.27696,-66.46931,2,
"Sampling Grid",425.150,-66.24626,-66.55041,2,
"Sampling Grid",425.200,-66.21551,-66.6313,2,
"Sampling Grid",425.250,-66.18472,-66.71201,2,
"Sampling Grid",425.300,-66.1539,-66.79251,2,
"Sampling Grid",425.350,-66.12303,-66.87282,2,
"Sampling Grid",425.400,-66.09212,-66.95293,2,
"Sampling Grid",425.450,-66.06116,-67.03285,2,
"Sampling Grid",425.500,-66.03017,-67.11258,2,
"Sampling Grid",425.550,-65.99914,-67.19211,2,
"Sampling Grid",425.600,-65.96807,-67.27144,2,
"Sampling Grid",425.650,-65.93696,-67.35059,2,
"Sampling Grid",425.700,-65.90581,-67.42954,2,
"Sampling Grid",425.750,-65.87462,-67.5083,2,
"Sampling Grid",425.800,-65.84339,-67.58687,2,
"Sampling Grid",425.850,-65.81212,-67.66525,2,
"Sampling Grid",425.900,-65.78081,-67.74343,2,
"Sampling Grid",425.950,-65.74946,-67.82143,2,
"Sampling Grid",425.100,-65.71807,-67.89924,2,
"Sampling Grid",425.105,-65.68665,-67.97686,2,
"Sampling Grid",425.110,-65.65519,-68.05429,2,
"Sampling Grid",425.115,-65.62369,-68.13153,2,
"Sampling Grid",425.120,-65.59215,-68.20858,2,
"Sampling Grid",425.125,-65.56057,-68.28545,2,
"Sampling Grid",425.130,-65.52896,-68.36213,2,
"Sampling Grid",425.135,-65.49731,-68.43863,2,
"Sampling Grid",425.140,-65.46562,-68.51494,2,
"Sampling Grid",425.145,-65.43389,-68.59107,2,
"Sampling Grid",425.150,-65.40213,-68.66701,2,
"Sampling Grid",425.155,-65.37033,-68.74276,2,
"Sampling Grid",425.160,-65.33849,-68.81834,2,
"Sampling Grid",425.165,-65.30662,-68.89373,2,
"Sampling Grid",425.170,-65.27471,-68.96894,2,
"Sampling Grid",425.175,-65.24277,-69.04396,2,
"Sampling Grid",425.180,-65.21079,-69.11881,2,
"Sampling Grid",425.185,-65.17877,-69.19348,2,
"Sampling Grid",425.190,-65.14672,-69.26796,2,
"Sampling Grid",425.195,-65.11463,-69.34226,2,
"Sampling Grid",425.200,-65.08251,-69.41639,2,
"Sampling Grid",430.000,-66.30545,-66.23046,2,
"Sampling Grid",430.500,-66.27487,-66.31194,2,
"Sampling Grid",430.100,-66.24424,-66.39322,2,
"Sampling Grid",430.150,-66.21358,-66.47431,2,
"Sampling Grid",430.200,-66.18287,-66.5552,2,
"Sampling Grid",430.250,-66.15212,-66.63589,2,
"Sampling Grid",430.300,-66.12133,-66.71639,2,
"Sampling Grid",430.350,-66.0905,-66.79669,2,
"Sampling Grid",430.400,-66.05963,-66.87679,2,
"Sampling Grid",430.450,-66.02872,-66.95671,2,
"Sampling Grid",430.500,-65.99777,-67.03642,2,
"Sampling Grid",430.550,-65.96678,-67.11595,2,
"Sampling Grid",430.600,-65.93574,-67.19528,2,
"Sampling Grid",430.650,-65.90467,-67.27442,2,
"Sampling Grid",430.700,-65.87356,-67.35337,2,
"Sampling Grid",430.750,-65.84241,-67.43212,2,
"Sampling Grid",430.800,-65.81122,-67.51069,2,
"Sampling Grid",430.850,-65.77999,-67.58906,2,
"Sampling Grid",430.900,-65.74872,-67.66725,2,
"Sampling Grid",430.950,-65.71741,-67.74524,2,
"Sampling Grid",430.100,-65.68606,-67.82305,2,
"Sampling Grid",430.105,-65.65468,-67.90067,2,
"Sampling Grid",430.110,-65.62325,-67.9781,2,
"Sampling Grid",430.115,-65.59179,-68.05534,2,
"Sampling Grid",430.120,-65.56029,-68.1324,2,
"Sampling Grid",430.125,-65.52875,-68.20927,2,
"Sampling Grid",430.130,-65.49718,-68.28595,2,
"Sampling Grid",430.135,-65.46556,-68.36245,2,
"Sampling Grid",430.140,-65.43391,-68.43876,2,
"Sampling Grid",430.145,-65.40223,-68.51489,2,
"Sampling Grid",430.150,-65.3705,-68.59084,2,
"Sampling Grid",430.155,-65.33874,-68.6666,2,
"Sampling Grid",430.160,-65.30694,-68.74218,2,
"Sampling Grid",430.165,-65.27511,-68.81757,2,
"Sampling Grid",430.170,-65.24324,-68.89279,2,
"Sampling Grid",430.175,-65.21133,-68.96782,2,
"Sampling Grid",430.180,-65.17939,-69.04267,2,
"Sampling Grid",430.185,-65.14741,-69.11735,2,
"Sampling Grid",430.190,-65.11539,-69.19184,2,
"Sampling Grid",430.195,-65.08334,-69.26615,2,
"Sampling Grid",430.200,-65.05126,-69.34028,2,
"Sampling Grid",435.000,-66.27261,-66.15459,2,
"Sampling Grid",435.500,-66.24207,-66.23606,2,
"Sampling Grid",435.100,-66.21148,-66.31733,2,
"Sampling Grid",435.150,-66.18086,-66.39841,2,
"Sampling Grid",435.200,-66.15019,-66.47929,2,
"Sampling Grid",435.250,-66.11948,-66.55997,2,
"Sampling Grid",435.300,-66.08873,-66.64046,2,
"Sampling Grid",435.350,-66.05794,-66.72075,2,
"Sampling Grid",435.400,-66.02711,-66.80085,2,
"Sampling Grid",435.450,-65.99624,-66.88075,2,
"Sampling Grid",435.500,-65.96533,-66.96046,2,
"Sampling Grid",435.550,-65.93437,-67.03998,2,
"Sampling Grid",435.600,-65.90338,-67.11931,2,
"Sampling Grid",435.650,-65.87235,-67.19844,2,
"Sampling Grid",435.700,-65.84127,-67.27738,2,
"Sampling Grid",435.750,-65.81016,-67.35614,2,
"Sampling Grid",435.800,-65.77901,-67.4347,2,
"Sampling Grid",435.850,-65.74782,-67.51307,2,
"Sampling Grid",435.900,-65.71659,-67.59125,2,
"Sampling Grid",435.950,-65.68532,-67.66925,2,
"Sampling Grid",435.100,-65.65401,-67.74705,2,
"Sampling Grid",435.105,-65.62266,-67.82467,2,
"Sampling Grid",435.110,-65.59128,-67.9021,2,
"Sampling Grid",435.115,-65.55985,-67.97934,2,
"Sampling Grid",435.120,-65.52839,-68.0564,2,
"Sampling Grid",435.125,-65.49689,-68.13327,2,
"Sampling Grid",435.130,-65.46535,-68.20995,2,
"Sampling Grid",435.135,-65.43378,-68.28645,2,
"Sampling Grid",435.140,-65.40217,-68.36277,2,
"Sampling Grid",435.145,-65.37052,-68.4389,2,
"Sampling Grid",435.150,-65.33883,-68.51485,2,
"Sampling Grid",435.155,-65.30711,-68.59062,2,
"Sampling Grid",435.160,-65.27535,-68.6662,2,
"Sampling Grid",435.165,-65.24355,-68.7416,2,
"Sampling Grid",435.170,-65.21172,-68.81682,2,
"Sampling Grid",435.175,-65.17985,-68.89186,2,
"Sampling Grid",435.180,-65.14795,-68.96672,2,
"Sampling Grid",435.185,-65.11601,-69.0414,2,
"Sampling Grid",435.190,-65.08403,-69.11589,2,
"Sampling Grid",435.195,-65.05202,-69.19022,2,
"Sampling Grid",435.200,-65.01997,-69.26436,2,
"Sampling Grid",440.000,-66.23973,-66.07893,2,
"Sampling Grid",440.500,-66.20923,-66.16038,2,
"Sampling Grid",440.100,-66.17869,-66.24164,2,
"Sampling Grid",440.150,-66.1481,-66.3227,2,
"Sampling Grid",440.200,-66.11747,-66.40357,2,
"Sampling Grid",440.250,-66.0868,-66.48424,2,
"Sampling Grid",440.300,-66.05609,-66.56472,2,
"Sampling Grid",440.350,-66.02534,-66.64501,2,
"Sampling Grid",440.400,-65.99455,-66.7251,2,
"Sampling Grid",440.450,-65.96372,-66.80499,2,
"Sampling Grid",440.500,-65.93284,-66.8847,2,
"Sampling Grid",440.550,-65.90193,-66.96421,2,
"Sampling Grid",440.600,-65.87098,-67.04353,2,
"Sampling Grid",440.650,-65.83998,-67.12265,2,
"Sampling Grid",440.700,-65.80895,-67.20159,2,
"Sampling Grid",440.750,-65.77787,-67.28034,2,
"Sampling Grid",440.800,-65.74676,-67.3589,2,
"Sampling Grid",440.850,-65.71561,-67.43727,2,
"Sampling Grid",440.900,-65.68442,-67.51544,2,
"Sampling Grid",440.950,-65.65318,-67.59344,2,
"Sampling Grid",440.100,-65.62192,-67.67124,2,
"Sampling Grid",440.105,-65.59061,-67.74885,2,
"Sampling Grid",440.110,-65.55926,-67.82628,2,
"Sampling Grid",440.115,-65.52788,-67.90353,2,
"Sampling Grid",440.120,-65.49645,-67.98058,2,
"Sampling Grid",440.125,-65.46499,-68.05745,2,
"Sampling Grid",440.130,-65.43349,-68.13414,2,
"Sampling Grid",440.135,-65.40196,-68.21064,2,
"Sampling Grid",440.140,-65.37038,-68.28696,2,
"Sampling Grid",440.145,-65.33877,-68.36309,2,
"Sampling Grid",440.150,-65.30712,-68.43905,2,
"Sampling Grid",440.155,-65.27544,-68.51481,2,
"Sampling Grid",440.160,-65.24372,-68.5904,2,
"Sampling Grid",440.165,-65.21196,-68.66581,2,
"Sampling Grid",440.170,-65.18016,-68.74103,2,
"Sampling Grid",440.175,-65.14833,-68.81608,2,
"Sampling Grid",440.180,-65.11647,-68.89094,2,
"Sampling Grid",440.185,-65.08456,-68.96563,2,
"Sampling Grid",440.190,-65.05262,-69.04013,2,
"Sampling Grid",440.195,-65.02065,-69.11446,2,
"Sampling Grid",440.200,-64.98864,-69.18861,2,
"Sampling Grid",445.000,-66.20682,-66.00346,2,
"Sampling Grid",445.500,-66.17636,-66.0849,2,
"Sampling Grid",445.100,-66.14585,-66.16614,2,
"Sampling Grid",445.150,-66.11531,-66.2472,2,
"Sampling Grid",445.200,-66.08472,-66.32805,2,
"Sampling Grid",445.250,-66.05409,-66.40871,2,
"Sampling Grid",445.300,-66.02342,-66.48918,2,
"Sampling Grid",445.350,-65.99271,-66.56946,2,
"Sampling Grid",445.400,-65.96195,-66.64954,2,
"Sampling Grid",445.450,-65.93116,-66.72942,2,
"Sampling Grid",445.500,-65.90032,-66.80912,2,
"Sampling Grid",445.550,-65.86945,-66.88862,2,
"Sampling Grid",445.600,-65.83853,-66.96794,2,
"Sampling Grid",445.650,-65.80758,-67.04706,2,
"Sampling Grid",445.700,-65.77658,-67.12599,2,
"Sampling Grid",445.750,-65.74555,-67.20473,2,
"Sampling Grid",445.800,-65.71447,-67.28329,2,
"Sampling Grid",445.850,-65.68336,-67.36165,2,
"Sampling Grid",445.900,-65.65221,-67.43983,2,
"Sampling Grid",445.950,-65.62102,-67.51781,2,
"Sampling Grid",445.100,-65.58978,-67.59561,2,
"Sampling Grid",445.105,-65.55851,-67.67323,2,
"Sampling Grid",445.110,-65.52721,-67.75066,2,
"Sampling Grid",445.115,-65.49586,-67.8279,2,
"Sampling Grid",445.120,-65.46448,-67.90495,2,
"Sampling Grid",445.125,-65.43305,-67.98182,2,
"Sampling Grid",445.130,-65.40159,-68.05851,2,
"Sampling Grid",445.135,-65.37009,-68.13501,2,
"Sampling Grid",445.140,-65.33856,-68.21133,2,
"Sampling Grid",445.145,-65.30699,-68.28747,2,
"Sampling Grid",445.150,-65.27538,-68.36342,2,
"Sampling Grid",445.155,-65.24373,-68.4392,2,
"Sampling Grid",445.160,-65.21205,-68.51479,2,
"Sampling Grid",445.165,-65.18032,-68.5902,2,
"Sampling Grid",445.170,-65.14857,-68.66543,2,
"Sampling Grid",445.175,-65.11677,-68.74047,2,
"Sampling Grid",445.180,-65.08494,-68.81534,2,
"Sampling Grid",445.185,-65.05308,-68.89003,2,
"Sampling Grid",445.190,-65.02118,-68.96455,2,
"Sampling Grid",445.195,-64.98924,-69.03888,2,
"Sampling Grid",445.200,-64.95727,-69.11304,2,
"Sampling Grid",450.000,-66.17387,-65.92818,2,
"Sampling Grid",450.500,-66.14344,-66.00961,2,
"Sampling Grid",450.100,-66.11298,-66.09084,2,
"Sampling Grid",450.150,-66.08247,-66.17188,2,
"Sampling Grid",450.200,-66.05192,-66.25273,2,
"Sampling Grid",450.250,-66.02133,-66.33338,2,
"Sampling Grid",450.300,-65.9907,-66.41384,2,
"Sampling Grid",450.350,-65.96003,-66.4941,2,
"Sampling Grid",450.400,-65.92932,-66.57417,2,
"Sampling Grid",450.450,-65.89856,-66.65405,2,
"Sampling Grid",450.500,-65.86777,-66.73374,2,
"Sampling Grid",450.550,-65.83693,-66.81323,2,
"Sampling Grid",450.600,-65.80605,-66.89254,2,
"Sampling Grid",450.650,-65.77514,-66.97165,2,
"Sampling Grid",450.700,-65.74418,-67.05058,2,
"Sampling Grid",450.750,-65.71319,-67.12932,2,
"Sampling Grid",450.800,-65.68215,-67.20786,2,
"Sampling Grid",450.850,-65.65107,-67.28622,2,
"Sampling Grid",450.900,-65.61996,-67.36439,2,
"Sampling Grid",450.950,-65.58881,-67.44238,2,
"Sampling Grid",450.100,-65.55761,-67.52018,2,
"Sampling Grid",450.105,-65.52638,-67.59779,2,
"Sampling Grid",450.110,-65.49511,-67.67521,2,
"Sampling Grid",450.115,-65.46381,-67.75245,2,
"Sampling Grid",450.120,-65.43246,-67.82951,2,
"Sampling Grid",450.125,-65.40108,-67.90638,2,
"Sampling Grid",450.130,-65.36965,-67.98307,2,
"Sampling Grid",450.135,-65.33819,-68.05957,2,
"Sampling Grid",450.140,-65.3067,-68.13589,2,
"Sampling Grid",450.145,-65.27516,-68.21203,2,
"Sampling Grid",450.150,-65.24359,-68.28798,2,
"Sampling Grid",450.155,-65.21198,-68.36376,2,
"Sampling Grid",450.160,-65.18033,-68.43935,2,
"Sampling Grid",450.165,-65.14865,-68.51477,2,
"Sampling Grid",450.170,-65.11693,-68.59,2,
"Sampling Grid",450.175,-65.08518,-68.66505,2,
"Sampling Grid",450.180,-65.05338,-68.73993,2,
"Sampling Grid",450.185,-65.02156,-68.81462,2,
"Sampling Grid",450.190,-64.98969,-68.88914,2,
"Sampling Grid",450.195,-64.95779,-68.96348,2,
"Sampling Grid",450.200,-64.92586,-69.03764,2,
"Sampling Grid",455.000,-66.14088,-65.8531,2,
"Sampling Grid",455.500,-66.11049,-65.93452,2,
"Sampling Grid",455.100,-66.08007,-66.01574,2,
"Sampling Grid",455.150,-66.0496,-66.09676,2,
"Sampling Grid",455.200,-66.01909,-66.1776,2,
"Sampling Grid",455.250,-65.98854,-66.25824,2,
"Sampling Grid",455.300,-65.95795,-66.33868,2,
"Sampling Grid",455.350,-65.92732,-66.41894,2,
"Sampling Grid",455.400,-65.89664,-66.499,2,
"Sampling Grid",455.450,-65.86593,-66.57887,2,
"Sampling Grid",455.500,-65.83517,-66.65854,2,
"Sampling Grid",455.550,-65.80437,-66.73803,2,
"Sampling Grid",455.600,-65.77354,-66.81733,2,
"Sampling Grid",455.650,-65.74266,-66.89644,2,
"Sampling Grid",455.700,-65.71174,-66.97536,2,
"Sampling Grid",455.750,-65.68078,-67.05409,2,
"Sampling Grid",455.800,-65.64979,-67.13263,2,
"Sampling Grid",455.850,-65.61875,-67.21098,2,
"Sampling Grid",455.900,-65.58767,-67.28915,2,
"Sampling Grid",455.950,-65.55656,-67.36713,2,
"Sampling Grid",455.100,-65.52541,-67.44493,2,
"Sampling Grid",455.105,-65.49421,-67.52253,2,
"Sampling Grid",455.110,-65.46298,-67.59996,2,
"Sampling Grid",455.115,-65.43171,-67.6772,2,
"Sampling Grid",455.120,-65.4004,-67.75425,2,
"Sampling Grid",455.125,-65.36906,-67.83112,2,
"Sampling Grid",455.130,-65.33767,-67.9078,2,
"Sampling Grid",455.135,-65.30625,-67.98431,2,
"Sampling Grid",455.140,-65.27479,-68.06063,2,
"Sampling Grid",455.145,-65.2433,-68.13677,2,
"Sampling Grid",455.150,-65.21176,-68.21273,2,
"Sampling Grid",455.155,-65.18019,-68.2885,2,
"Sampling Grid",455.160,-65.14858,-68.3641,2,
"Sampling Grid",455.165,-65.11694,-68.43951,2,
"Sampling Grid",455.170,-65.08526,-68.51475,2,
"Sampling Grid",455.175,-65.05354,-68.58981,2,
"Sampling Grid",455.180,-65.02178,-68.66469,2,
"Sampling Grid",455.185,-64.99,-68.73939,2,
"Sampling Grid",455.190,-64.95817,-68.81391,2,
"Sampling Grid",455.195,-64.92631,-68.88826,2,
"Sampling Grid",455.200,-64.89441,-68.96242,2,
"Sampling Grid",460.000,-66.10785,-65.77822,2,
"Sampling Grid",460.500,-66.07751,-65.85962,2,
"Sampling Grid",460.100,-66.04712,-65.94083,2,
"Sampling Grid",460.150,-66.01669,-66.02184,2,
"Sampling Grid",460.200,-65.98622,-66.10266,2,
"Sampling Grid",460.250,-65.95571,-66.18329,2,
"Sampling Grid",460.300,-65.92516,-66.26372,2,
"Sampling Grid",460.350,-65.89457,-66.34396,2,
"Sampling Grid",460.400,-65.86393,-66.42401,2,
"Sampling Grid",460.450,-65.83325,-66.50387,2,
"Sampling Grid",460.500,-65.80254,-66.58354,2,
"Sampling Grid",460.550,-65.77178,-66.66302,2,
"Sampling Grid",460.600,-65.74098,-66.74231,2,
"Sampling Grid",460.650,-65.71014,-66.82141,2,
"Sampling Grid",460.700,-65.67926,-66.90032,2,
"Sampling Grid",460.750,-65.64834,-66.97905,2,
"Sampling Grid",460.800,-65.61739,-67.05758,2,
"Sampling Grid",460.850,-65.58639,-67.13593,2,
"Sampling Grid",460.900,-65.55535,-67.21409,2,
"Sampling Grid",460.950,-65.52427,-67.29207,2,
"Sampling Grid",460.100,-65.49316,-67.36986,2,
"Sampling Grid",460.105,-65.462,-67.44747,2,
"Sampling Grid",460.110,-65.43081,-67.52489,2,
"Sampling Grid",460.115,-65.39958,-67.60212,2,
"Sampling Grid",460.120,-65.36831,-67.67917,2,
"Sampling Grid",460.125,-65.337,-67.75604,2,
"Sampling Grid",460.130,-65.30566,-67.83273,2,
"Sampling Grid",460.135,-65.27427,-67.90923,2,
"Sampling Grid",460.140,-65.24285,-67.98555,2,
"Sampling Grid",460.145,-65.21139,-68.06169,2,
"Sampling Grid",460.150,-65.1799,-68.13765,2,
"Sampling Grid",460.155,-65.14836,-68.21343,2,
"Sampling Grid",460.160,-65.11679,-68.28902,2,
"Sampling Grid",460.165,-65.08519,-68.36444,2,
"Sampling Grid",460.170,-65.05354,-68.43968,2,
"Sampling Grid",460.175,-65.02186,-68.51474,2,
"Sampling Grid",460.180,-64.99015,-68.58963,2,
"Sampling Grid",460.185,-64.95839,-68.66433,2,
"Sampling Grid",460.190,-64.9266,-68.73886,2,
"Sampling Grid",460.195,-64.89478,-68.81321,2,
"Sampling Grid",460.200,-64.86292,-68.88738,2,
"Sampling Grid",465.000,-66.07479,-65.70353,2,
"Sampling Grid",465.500,-66.04448,-65.78492,2,
"Sampling Grid",465.100,-66.01414,-65.86611,2,
"Sampling Grid",465.150,-65.98375,-65.94711,2,
"Sampling Grid",465.200,-65.95332,-66.02792,2,
"Sampling Grid",465.250,-65.92285,-66.10853,2,
"Sampling Grid",465.300,-65.89233,-66.18895,2,
"Sampling Grid",465.350,-65.86178,-66.26918,2,
