17
event
gridLine
gridStat
year
month
day
julday
hr(gmt)
min(gmt)
latdeg
latmin
londeg
lonmin
latitude
longitude
depth(m)
filename
   7  600.174   40.027 2003  1  6   6  0  53 -64 55.900 -64 23.900 -64.932 -64.398 1327 c2003006a.std
  16  624.070   40.617 2003  1  6   6 13  30 -64 46.000 -64  4.540 -64.767 -64.076   65 c2003006b.std
  18  621.182   35.782 2003  1  6   6 15   6 -64 48.870 -64  2.350 -64.814 -64.039  160 c2003006c.std
  23  600.197   59.885 2003  1  6   6 18  38 -64 48.840 -64 42.710 -64.814 -64.712  223 c2003006d.std
  32  599.837   79.895 2003  1  6   6 23  59 -64 41.790 -65  1.830 -64.697 -65.031  540 c2003006e.std
  46  599.423   99.518 2003  1  7   7  8   0 -64 34.900 -65 20.500 -64.582 -65.342  634 c2003007a.std
  53  599.893   60.060 2003  1  7   7 14   7 -64 48.890 -64 43.140 -64.815 -64.719  179 c2003007b.std
  54  600.040   60.062 2003  1  7   7 16   7 -64 48.850 -64 43.020 -64.814 -64.717  189 c2003007c.std
  59  600.019   59.917 2003  1  7   7  9  34 -64 48.870 -64 42.920 -64.814 -64.715  204 c2003007d.std
  65  600.092   60.172 2003  1  8   8  6  15 -64 48.780 -64 43.090 -64.813 -64.718  185 c2003008a.std
  73  600.202  119.880 2003  1  8   8 13  47 -64 27.220 -65 38.720 -64.454 -65.645  550 c2003008b.std
  83  599.806  139.935 2003  1  8   8 18  40 -64 20.090 -65 57.440 -64.335 -65.957  336 c2003008c.std
  93  600.055  160.174 2003  1  8   8 23  11 -64 12.590 -66 15.590 -64.210 -66.260  429 c2003008d.std
 106  600.100  180.203 2003  1  9   9  8  44 -64  5.220 -66 33.600 -64.087 -66.560 1840 c2003009a.std
 112  600.345  199.925 2003  1  9   9 13   0 -63 57.850 -66 51.010 -63.964 -66.850 3114 c2003009b.std
 122  599.958  219.895 2003  1  9   9 19  17 -63 50.590 -67  9.010 -63.843 -67.150 3144 c2003009c.std
 137  599.983  240.304 2003  1 10  10  9  10 -63 42.980 -67 26.860 -63.716 -67.448 3321 c2003010a.std
 143  600.103  259.882 2003  1 10  10 13  10 -63 35.600 -67 43.800 -63.593 -67.730 3427 c2003010b.std
 150  499.625  240.185 2003  1 11  11  0  47 -64 21.440 -68 53.360 -64.357 -68.889 3113 c2003011a.std
 162  500.014  219.984 2003  1 11  11 10  57 -64 28.980 -68 35.280 -64.483 -68.588 1000 c2003011b.std
 168  499.889  199.732 2003  1 11  11 14  34 -64 36.710 -68 17.440 -64.612 -68.291 2727 c2003011c.std
 178  499.962  179.662 2003  1 11  11 20  58 -64 44.250 -67 59.480 -64.737 -67.991  410 c2003011d.std
 195  549.672    1.927 2003  1 12  12 16  58 -65 29.890 -64 29.910 -65.498 -64.498  325 c2003012a.std
 203  550.037   20.020 2003  1 12  12 21   0 -65 23.270 -64 47.140 -65.388 -64.786  507 c2003012b.std
 206  584.884    9.929 2003  1 13  13  0  49 -65 12.750 -64  7.810 -65.213 -64.130  413 c2003013a.std
 217  499.981   60.050 2003  1 13  13 15   6 -65 28.710 -66  9.020 -65.478 -66.150  277 c2003013b.std
 224  499.805   80.015 2003  1 13  13 19  17 -65 21.470 -66 27.990 -65.358 -66.466  600 c2003013c.std
 228  499.952  100.021 2003  1 13  13 22  43 -65 14.060 -66 46.610 -65.234 -66.777  450 c2003013d.std
 240  499.938  119.933 2003  1 14  14  8  38 -65  6.670 -67  5.090 -65.111 -67.085  696 c2003014a.std
 245  500.107  139.879 2003  1 14  14 11  30 -64 59.160 -67 23.250 -64.986 -67.388  378 c2003014b.std
 253  500.487  160.153 2003  1 14  14 16   6 -64 51.440 -67 41.370 -64.857 -67.689  311 c2003014c.std
 262  620.165   38.484 2003  1 15  15  8  57 -64 48.350 -64  5.740 -64.806 -64.096  149 c2003015a.std
 289  610.096   40.031 2003  1 15  15 17   7 -64 51.900 -64 15.580 -64.865 -64.260  780 c2003015b.std
 329  602.880   32.536 2003  1 16  16  1  16 -64 57.480 -64 14.470 -64.958 -64.241  602 c2003016a.std
 330  615.160   37.276 2003  1 16  16  4  44 -64 50.790 -64  8.760 -64.847 -64.146  468 c2003016b.std
 332  604.618   33.426 2003  1 16  16  6  45 -64 56.440 -64 13.880 -64.941 -64.231  570 c2003016c.std
 338  536.577   34.730 2003  1 16  16 15  55 -65 23.400 -65 12.900 -65.390 -65.215  638 c2003016d.std
 349  536.888   34.385 2003  1 17  17  6   8 -65 23.390 -65 12.280 -65.390 -65.205  541 c2003017a.std
 350  623.122   39.668 2003  1 17  17 13  24 -64 46.740 -64  4.430 -64.779 -64.074   65 c2003017b.std
 351  619.720   34.576 2003  1 17  17 14  33 -64 49.900 -64  2.380 -64.832 -64.040  174 c2003017c.std
