"studyName","event number","datetime GMT","grid line","grid station","lat dec (º)","lon dec (º)","station name","bottle number","depth (m)","O2 (ml/L)","O2 (µmol/L)","comments (rec)"
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,71,,,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,60.4,7.138,318.659,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,49.9,7.355,328.362,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,39.9,7.594,339.027,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,35,7.748,345.896,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,30.2,7.859,350.842,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,25.1,7.917,353.458,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,19.9,7.987,356.579,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,14.8,7.99,356.698,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,10.1,8.044,359.115,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,5,8.151,363.872,
PD93-01,1,"1993-01-08 09:20:00",,,-64.77833,-64.068,PalmerB,,1.7,8.13,362.963,
PD93-01,3,"1993-01-08 12:14:00",,,-64.78817,-64.07367,PalmerC,,2.1,8.129,362.921,
PD93-01,4,"1993-01-08 13:35:00",,,-64.80567,-64.05033,PalmerD,,1.5,8.159,364.248,
PD93-01,4,"1993-01-08 13:35:00",,,-64.80567,-64.05033,PalmerD,,1.5,8.155,364.056,
PD93-01,4,"1993-01-08 13:35:00",,,-64.80567,-64.05033,PalmerD,,1.5,8.153,363.959,
PD93-01,5,"1993-01-08 15:12:00",,,-64.81383,-64.03967,PalmerE,,55.4,7.165,319.879,
PD93-01,5,"1993-01-08 15:12:00",,,-64.81383,-64.03967,PalmerE,,39.8,7.712,344.281,
PD93-01,5,"1993-01-08 15:12:00",,,-64.81383,-64.03967,PalmerE,,29.9,7.969,355.747,
PD93-01,5,"1993-01-08 15:12:00",,,-64.81383,-64.03967,PalmerE,,19.9,8.078,360.629,
PD93-01,5,"1993-01-08 15:12:00",,,-64.81383,-64.03967,PalmerE,,14.9,8.063,359.937,
PD93-01,5,"1993-01-08 15:12:00",,,-64.81383,-64.03967,PalmerE,,9.9,8.044,359.106,
PD93-01,5,"1993-01-08 15:12:00",,,-64.81383,-64.03967,PalmerE,,4.8,8.035,358.718,
PD93-01,5,"1993-01-08 15:12:00",,,-64.81383,-64.03967,PalmerE,,1.7,7.969,355.742,
PD93-01,6,"1993-01-08 16:50:00",,,-64.80783,-64.07367,PalmerF,,2.4,8.03,358.472,
PD93-01,7,"1993-01-08 18:40:00",,,-64.80033,-64.1005,PalmerG,,60.1,7.248,323.566,
PD93-01,7,"1993-01-08 18:40:00",,,-64.80033,-64.1005,PalmerG,,40.2,7.709,344.168,
PD93-01,7,"1993-01-08 18:40:00",,,-64.80033,-64.1005,PalmerG,,30.3,7.833,349.676,
PD93-01,7,"1993-01-08 18:40:00",,,-64.80033,-64.1005,PalmerG,,25.3,7.881,351.83,
PD93-01,7,"1993-01-08 18:40:00",,,-64.80033,-64.1005,PalmerG,,19.3,7.95,354.918,
PD93-01,7,"1993-01-08 18:40:00",,,-64.80033,-64.1005,PalmerG,,10,8.044,359.097,
PD93-01,7,"1993-01-08 18:40:00",,,-64.80033,-64.1005,PalmerG,,5.1,8.056,359.658,
PD93-01,7,"1993-01-08 18:40:00",,,-64.80033,-64.1005,PalmerG,,1,8.043,359.044,
PD93-01,8,"1993-01-08 19:51:00",,,-64.79033,-64.1275,PalmerH,,1,8.035,358.707,
PD93-01,9,"1993-01-08 21:25:00",,,-64.7755,-64.13267,PalmerI,,1,8.087,361.011,
PD93-01,10,"1993-01-08 23:00:00",,,-64.76633,-64.13217,PalmerJ,,10,8.257,368.609,
PD93-01,10,"1993-01-08 23:00:00",,,-64.76633,-64.13217,PalmerJ,,1,8.217,366.838,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,1.3,7.893,352.35,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,10.7,7.874,351.507,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,20.5,7.923,353.694,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,25.6,7.973,355.925,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,35.3,7.876,351.628,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,50.8,7.608,339.631,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,60.4,7.193,321.103,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,80.1,6.926,309.211,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,150.7,4.941,220.563,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,199.9,4.824,215.365,
PD93-01,20,"1993-01-09 09:36:00",600,040,-64.93267,-64.39867,,,502.3,4.493,200.587,
PD93-01,23,"1993-01-09 13:35:00",600,060,-64.81483,-64.71633,,,40.6,7.705,343.96,
PD93-01,23,"1993-01-09 13:35:00",600,060,-64.81483,-64.71633,,,35.2,7.688,343.209,
PD93-01,23,"1993-01-09 13:35:00",600,060,-64.81483,-64.71633,,,30,7.777,347.197,
PD93-01,23,"1993-01-09 13:35:00",600,060,-64.81483,-64.71633,,,20.2,7.866,351.161,
PD93-01,23,"1993-01-09 13:35:00",600,060,-64.81483,-64.71633,,,10.3,7.927,353.869,
PD93-01,23,"1993-01-09 13:35:00",600,060,-64.81483,-64.71633,,,1.5,8.033,358.611,
PD93-01,30,"1993-01-09 18:39:00",600,080,-64.69567,-65.02883,,,149.9,0.276,12.322,
PD93-01,30,"1993-01-09 18:39:00",600,080,-64.69567,-65.02883,,,79.9,7.874,351.536,
PD93-01,30,"1993-01-09 18:39:00",600,080,-64.69567,-65.02883,,,25.2,7.997,357.001,
PD93-01,30,"1993-01-09 18:39:00",600,080,-64.69567,-65.02883,,,14.4,8.063,359.934,
PD93-01,30,"1993-01-09 18:39:00",600,080,-64.69567,-65.02883,,,2.7,8.027,358.349,
PD93-01,38,"1993-01-10 00:50:00",600,100,-64.57617,-65.3405,,,49.6,7.911,353.147,
PD93-01,38,"1993-01-10 00:50:00",600,100,-64.57617,-65.3405,,,14.9,8.177,365.048,
PD93-01,38,"1993-01-10 00:50:00",600,100,-64.57617,-65.3405,,,9.8,8.17,364.714,
PD93-01,38,"1993-01-10 00:50:00",600,100,-64.57617,-65.3405,,,1,8.314,371.151,
PD93-01,51,"1993-01-10 08:58:00",600,120,-64.45517,-64.65035,,,80.1,7.508,335.182,
PD93-01,51,"1993-01-10 08:58:00",600,120,-64.45517,-64.65035,,,60.3,7.854,350.611,
PD93-01,51,"1993-01-10 08:58:00",600,120,-64.45517,-64.65035,,,40.2,7.944,354.663,
PD93-01,51,"1993-01-10 08:58:00",600,120,-64.45517,-64.65035,,,19.7,8.063,359.961,
PD93-01,51,"1993-01-10 08:58:00",600,120,-64.45517,-64.65035,,,10.3,8.064,359.996,
PD93-01,51,"1993-01-10 08:58:00",600,120,-64.45517,-64.65035,,,5,8.613,384.531,
PD93-01,51,"1993-01-10 08:58:00",600,120,-64.45517,-64.65035,,,1.6,8.141,363.455,
PD93-01,55,"1993-01-10 12:16:00",600,140,-64.33448,-65.95982,,,80.3,7.622,340.261,
PD93-01,55,"1993-01-10 12:16:00",600,140,-64.33448,-65.95982,,,59.9,7.993,356.846,
PD93-01,55,"1993-01-10 12:16:00",600,140,-64.33448,-65.95982,,,40.3,8.074,360.431,
PD93-01,55,"1993-01-10 12:16:00",600,140,-64.33448,-65.95982,,,29.9,8.127,362.832,
PD93-01,55,"1993-01-10 12:16:00",600,140,-64.33448,-65.95982,,,20.2,8.145,363.613,
PD93-01,55,"1993-01-10 12:16:00",600,140,-64.33448,-65.95982,,,15.3,8.169,364.674,
PD93-01,55,"1993-01-10 12:16:00",600,140,-64.33448,-65.95982,,,11.7,8.212,366.619,
PD93-01,55,"1993-01-10 12:16:00",600,140,-64.33448,-65.95982,,,1.8,8.19,365.641,
PD93-01,63,"1993-01-10 16:44:00",600,160,-64.21267,-66.259,,,50,8.259,368.725,
PD93-01,63,"1993-01-10 16:44:00",600,160,-64.21267,-66.259,,,40.3,8.124,362.684,
PD93-01,63,"1993-01-10 16:44:00",600,160,-64.21267,-66.259,,,30,8.164,364.462,
PD93-01,63,"1993-01-10 16:44:00",600,160,-64.21267,-66.259,,,19.9,8.215,366.743,
PD93-01,63,"1993-01-10 16:44:00",600,160,-64.21267,-66.259,,,10.4,8.203,366.198,
PD93-01,63,"1993-01-10 16:44:00",600,160,-64.21267,-66.259,,,1.1,8.188,365.549,
PD93-01,71,"1993-01-10 21:17:00",600,180,-64.0905,-66.55617,,,40,8.023,358.186,
PD93-01,71,"1993-01-10 21:17:00",600,180,-64.0905,-66.55617,,,0.8,7.916,353.38,
PD93-01,84,"1993-01-11 08:12:00",600,200,-63.96583,-66.85483,,,80.2,7.786,347.605,
PD93-01,84,"1993-01-11 08:12:00",600,200,-63.96583,-66.85483,,,60.2,7.963,355.503,
PD93-01,84,"1993-01-11 08:12:00",600,200,-63.96583,-66.85483,,,50.6,7.889,352.196,
PD93-01,84,"1993-01-11 08:12:00",600,200,-63.96583,-66.85483,,,40.7,8.048,359.303,
PD93-01,84,"1993-01-11 08:12:00",600,200,-63.96583,-66.85483,,,30.2,7.94,354.47,
PD93-01,84,"1993-01-11 08:12:00",600,200,-63.96583,-66.85483,,,20.3,7.938,354.371,
PD93-01,84,"1993-01-11 08:12:00",600,200,-63.96583,-66.85483,,,10.1,7.849,350.382,
PD93-01,84,"1993-01-11 08:12:00",600,200,-63.96583,-66.85483,,,2,7.825,349.344,
PD93-01,87,"1993-01-11 13:30:00",600,180,-64.088,-66.56033,,,499.3,4.26,190.198,
PD93-01,87,"1993-01-11 13:30:00",600,180,-64.088,-66.56033,,,51.5,7.968,355.721,
PD93-01,87,"1993-01-11 13:30:00",600,180,-64.088,-66.56033,,,1.9,7.88,351.803,
PD93-01,91,"1993-01-11 19:25:00",600,180,-64.0885,-66.55633,,,201.5,4.364,194.816,
PD93-01,91,"1993-01-11 19:25:00",600,180,-64.0885,-66.55633,,,50.3,7.964,355.537,
PD93-01,91,"1993-01-11 19:25:00",600,180,-64.0885,-66.55633,,,2,7.885,351.999,
PD93-01,94,"1993-01-11 21:30:00",600,180,-64.0875,-66.55517,,,199.8,4.211,188.002,
PD93-01,94,"1993-01-11 21:30:00",600,180,-64.0875,-66.55517,,,50,7.973,355.944,
PD93-01,94,"1993-01-11 21:30:00",600,180,-64.0875,-66.55517,,,1.8,7.879,351.732,
PD93-01,97,"1993-01-11 23:30:00",600,180,-64.08735,-66.55957,,,199.7,4.292,191.614,
PD93-01,97,"1993-01-11 23:30:00",600,180,-64.08735,-66.55957,,,1.4,7.878,351.685,
PD93-01,100,"1993-01-12 01:25:00",600,180,-64.05467,-66.557,,,149.4,4.229,188.799,
PD93-01,100,"1993-01-12 01:25:00",600,180,-64.05467,-66.557,,,50.2,7.952,354.997,
PD93-01,100,"1993-01-12 01:25:00",600,180,-64.05467,-66.557,,,2.3,7.89,352.22,
PD93-01,101,"1993-01-12 03:30:00",600,180,-64.08808,-66.55793,,,200.2,4.371,195.155,
PD93-01,101,"1993-01-12 03:30:00",600,180,-64.08808,-66.55793,,,49.5,7.959,355.32,
PD93-01,101,"1993-01-12 03:30:00",600,180,-64.08808,-66.55793,,,1.8,7.896,352.478,
PD93-01,104,"1993-01-12 05:28:00",600,180,-64.088,-66.557,,,199.7,4.456,198.929,
PD93-01,104,"1993-01-12 05:28:00",600,180,-64.088,-66.557,,,50.5,7.766,346.718,
PD93-01,104,"1993-01-12 05:28:00",600,180,-64.088,-66.557,,,1.1,7.911,353.165,
PD93-01,107,"1993-01-12 07:29:00",600,180,-64.08767,-66.5575,,,200.2,4.297,191.841,
PD93-01,107,"1993-01-12 07:29:00",600,180,-64.08767,-66.5575,,,50.1,7.929,353.987,
PD93-01,107,"1993-01-12 07:29:00",600,180,-64.08767,-66.5575,,,1.2,7.879,351.754,
PD93-01,107,"1993-01-12 07:29:00",600,180,-64.08767,-66.5575,,,200.6,4.292,191.622,
PD93-01,107,"1993-01-12 07:29:00",600,180,-64.08767,-66.5575,,,200.6,4.287,191.365,
PD93-01,107,"1993-01-12 07:29:00",600,180,-64.08767,-66.5575,,,200.6,4.302,192.044,
PD93-01,107,"1993-01-12 07:29:00",600,180,-64.08767,-66.5575,,,49.8,7.961,355.393,
PD93-01,107,"1993-01-12 07:29:00",600,180,-64.08767,-66.5575,,,1.5,7.873,351.453,
PD93-01,113,"1993-01-12 11:26:00",600,180,-64.08733,-66.555,,,201,4.197,187.349,
PD93-01,113,"1993-01-12 11:26:00",600,180,-64.08733,-66.555,,,50.1,7.967,355.655,
PD93-01,113,"1993-01-12 11:26:00",600,180,-64.08733,-66.555,,,1.8,7.895,352.447,
PD93-01,116,"1993-01-12 13:27:00",600,180,-64.08667,-66.558,,,201.1,4.284,191.27,
PD93-01,116,"1993-01-12 13:27:00",600,180,-64.08667,-66.558,,,50.1,7.952,355.019,
PD93-01,116,"1993-01-12 13:27:00",600,180,-64.08667,-66.558,,,1.5,7.887,352.118,
PD93-01,117,"1993-01-12 15:30:00",600,180,-64.08813,-66.55933,,,80.6,7.115,317.632,
PD93-01,117,"1993-01-12 15:30:00",600,180,-64.08813,-66.55933,,,65.5,7.709,344.158,
PD93-01,117,"1993-01-12 15:30:00",600,180,-64.08813,-66.55933,,,49.8,7.927,353.863,
PD93-01,117,"1993-01-12 15:30:00",600,180,-64.08813,-66.55933,,,35.5,7.953,355.045,
PD93-01,117,"1993-01-12 15:30:00",600,180,-64.08813,-66.55933,,,25,7.954,355.079,
PD93-01,117,"1993-01-12 15:30:00",600,180,-64.08813,-66.55933,,,20.1,7.909,353.08,
PD93-01,117,"1993-01-12 15:30:00",600,180,-64.08813,-66.55933,,,9.9,7.903,352.834,
PD93-01,117,"1993-01-12 15:30:00",600,180,-64.08813,-66.55933,,,1.7,7.905,352.918,
PD93-01,126,"1993-01-13 00:17:00",500,180,-64.735,-67.99717,,,98.5,5.532,246.955,
PD93-01,126,"1993-01-13 00:17:00",500,180,-64.735,-67.99717,,,37.6,7.945,354.67,
PD93-01,126,"1993-01-13 00:17:00",500,180,-64.735,-67.99717,,,1,7.978,356.179,
PD93-01,137,"1993-01-13 07:28:00",500,160,-64.86017,-67.69633,,,201.3,4.197,187.367,
PD93-01,137,"1993-01-13 07:28:00",500,160,-64.86017,-67.69633,,,49.8,7.864,351.054,
PD93-01,137,"1993-01-13 07:28:00",500,160,-64.86017,-67.69633,,,1.5,8.046,359.21,
PD93-01,144,"1993-01-13 11:15:00",500,140,-64.9855,-67.39283,,,340.4,4.25,189.722,
PD93-01,144,"1993-01-13 11:15:00",500,140,-64.9855,-67.39283,,,49.9,8.034,358.676,
PD93-01,144,"1993-01-13 11:15:00",500,140,-64.9855,-67.39283,,,1.7,7.986,356.514,
PD93-01,150,"1993-01-13 15:12:00",500,120,-65.10883,-67.08583,,,500.4,4.286,191.342,
PD93-01,150,"1993-01-13 15:12:00",500,120,-65.10883,-67.08583,,,49.9,8.14,363.375,
PD93-01,150,"1993-01-13 15:12:00",500,120,-65.10883,-67.08583,,,1.8,8.161,364.312,
PD93-01,154,"1993-01-13 19:33:00",500,100,-65.23367,-66.7765,,,429.9,4.22,188.388,
PD93-01,154,"1993-01-13 19:33:00",500,100,-65.23367,-66.7765,,,24.5,8.182,365.248,
PD93-01,154,"1993-01-13 19:33:00",500,100,-65.23367,-66.7765,,,1.7,8.164,364.465,
PD93-01,162,"1993-01-13 23:45:00",500,080,-65.35283,-66.46767,,,500.6,4.263,190.309,
PD93-01,162,"1993-01-13 23:45:00",500,080,-65.35283,-66.46767,,,30.7,8.09,361.171,
PD93-01,162,"1993-01-13 23:45:00",500,080,-65.35283,-66.46767,,,1.2,8.093,361.315,
PD93-01,176,"1993-01-14 09:19:00",500,060,-65.481,-66.15083,,,265.6,4.61,205.793,
PD93-01,176,"1993-01-14 09:19:00",500,060,-65.481,-66.15083,,,265.6,4.611,205.829,
PD93-01,176,"1993-01-14 09:19:00",500,060,-65.481,-66.15083,,,265.6,4.609,205.739,
PD93-01,176,"1993-01-14 09:19:00",500,060,-65.481,-66.15083,,,29.2,8.059,359.796,
PD93-01,176,"1993-01-14 09:19:00",500,060,-65.481,-66.15083,,,2,8.054,359.54,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,200.7,4.887,218.164,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,80.1,5.595,249.768,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,60.2,6.692,298.743,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,50.1,6.909,308.432,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,39.9,7.969,355.744,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,25,7.782,347.39,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,15.1,7.847,350.327,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,10,7.888,352.144,
PD93-01,194,"1993-01-15 11:27:00",600,040,-64.93333,-64.40033,,,0,7.807,348.511,
PD93-01,197,"1993-01-15 13:28:00",600,040,-64.93383,-64.39817,,,49.9,7.279,324.945,
PD93-01,197,"1993-01-15 13:28:00",600,040,-64.93383,-64.39817,,,25,7.793,347.916,
PD93-01,197,"1993-01-15 13:28:00",600,040,-64.93383,-64.39817,,,2.4,7.834,349.73,
PD93-01,198,"1993-01-15 15:30:00",600,040,-64.93317,-64.39867,,,50,7.028,313.738,
PD93-01,198,"1993-01-15 15:30:00",600,040,-64.93317,-64.39867,,,25.1,7.779,347.29,
PD93-01,198,"1993-01-15 15:30:00",600,040,-64.93317,-64.39867,,,1.7,7.821,349.165,
PD93-01,199,"1993-01-15 17:32:00",600,040,-64.933,-64.3985,,,49.8,7.246,323.461,
PD93-01,199,"1993-01-15 17:32:00",600,040,-64.933,-64.3985,,,25.5,7.894,352.419,
PD93-01,199,"1993-01-15 17:32:00",600,040,-64.933,-64.3985,,,2,7.781,347.347,
PD93-01,200,"1993-01-15 19:30:00",600,040,-64.93417,-64.407,,,49.8,6.914,308.644,
PD93-01,200,"1993-01-15 19:30:00",600,040,-64.93417,-64.407,,,24.9,7.566,337.784,
PD93-01,200,"1993-01-15 19:30:00",600,040,-64.93417,-64.407,,,1.4,8.154,364.003,
PD93-01,201,"1993-01-15 21:30:00",600,040,-64.91667,-64.40217,,,50.1,6.804,303.736,
PD93-01,201,"1993-01-15 21:30:00",600,040,-64.91667,-64.40217,,,24.7,7.68,342.849,
PD93-01,201,"1993-01-15 21:30:00",600,040,-64.91667,-64.40217,,,0.7,7.881,351.819,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,200.1,4.764,212.681,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,80.1,5.91,263.852,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,65.8,6.142,274.187,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,48.3,6.907,308.337,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,39.9,7.21,321.892,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,25.8,7.653,341.649,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,19.7,7.709,344.157,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,10.1,7.915,353.343,
PD93-01,202,"1993-01-15 23:33:00",600,040,-64.93417,-64.40217,,,2.2,7.918,353.469,
PD93-01,203,"1993-01-16 01:30:00",600,040,-64.9333,-64.40348,,,49.5,6.929,309.339,
PD93-01,203,"1993-01-16 01:30:00",600,040,-64.9333,-64.40348,,,25,7.702,343.823,
PD93-01,203,"1993-01-16 01:30:00",600,040,-64.9333,-64.40348,,,1.5,7.91,353.122,
PD93-01,205,"1993-01-16 04:01:00",600,040,-64.93217,-64.39983,,,50,6.455,288.189,
PD93-01,205,"1993-01-16 04:01:00",600,040,-64.93217,-64.39983,,,24.7,7.69,343.287,
PD93-01,205,"1993-01-16 04:01:00",600,040,-64.93217,-64.39983,,,2,7.895,352.466,
PD93-01,206,"1993-01-16 05:28:00",600,040,-64.9335,-64.40067,,,49.9,6.883,307.296,
PD93-01,206,"1993-01-16 05:28:00",600,040,-64.9335,-64.40067,,,24.9,7.823,349.238,
PD93-01,206,"1993-01-16 05:28:00",600,040,-64.9335,-64.40067,,,1,7.857,350.756,
PD93-01,207,"1993-01-16 07:30:00",600,040,-64.93267,-64.402,,,50,6.835,305.116,
PD93-01,207,"1993-01-16 07:30:00",600,040,-64.93267,-64.402,,,25,7.665,342.192,
PD93-01,207,"1993-01-16 07:30:00",600,040,-64.93267,-64.402,,,1.5,7.876,351.605,
PD93-01,210,"1993-01-16 09:30:00",600,040,-64.93433,-64.40017,,,50,6.553,292.536,
PD93-01,210,"1993-01-16 09:30:00",600,040,-64.93433,-64.40017,,,25,7.684,343.04,
PD93-01,210,"1993-01-16 09:30:00",600,040,-64.93433,-64.40017,,,1.5,7.971,355.846,
PD93-01,211,"1993-01-16 11:27:00",600,040,-64.9345,-64.39783,,,79.8,5.749,256.655,
PD93-01,211,"1993-01-16 11:27:00",600,040,-64.9345,-64.39783,,,50.1,7.571,337.994,
PD93-01,211,"1993-01-16 11:27:00",600,040,-64.9345,-64.39783,,,40.2,7.138,318.672,
PD93-01,211,"1993-01-16 11:27:00",600,040,-64.9345,-64.39783,,,30,7.69,343.308,
PD93-01,211,"1993-01-16 11:27:00",600,040,-64.9345,-64.39783,,,24.9,7.794,347.941,
PD93-01,211,"1993-01-16 11:27:00",600,040,-64.9345,-64.39783,,,18,7.865,351.097,
PD93-01,211,"1993-01-16 11:27:00",600,040,-64.9345,-64.39783,,,9.9,7.771,346.905,
PD93-01,211,"1993-01-16 11:27:00",600,040,-64.9345,-64.39783,,,1.7,7.944,354.621,
PD93-01,220,"1993-01-17 04:58:00",,,-64.7685,-64.14983,PalmerJ,,1.6,7.661,342.003,
PD93-01,221,"1993-01-17 06:30:00",,,-64.77583,-64.15083,PalmerI,,1.7,7.768,346.766,
PD93-01,222,"1993-01-17 07:36:00",,,-64.79017,-64.13883,PalmerH,,1.3,7.76,346.451,
PD93-01,223,"1993-01-17 09:01:00",,,-64.80167,-64.10067,PalmerG,,1.6,7.681,342.91,
PD93-01,224,"1993-01-17 10:30:00",,,-64.80667,-64.06067,PalmerD,,1.3,7.602,339.389,
PD93-01,225,"1993-01-17 11:30:00",,,-64.81517,-64.04017,PalmerE,,80.1,6.073,271.132,
PD93-01,225,"1993-01-17 11:30:00",,,-64.81517,-64.04017,PalmerE,,40.1,7.013,313.085,
PD93-01,225,"1993-01-17 11:30:00",,,-64.81517,-64.04017,PalmerE,,20.1,7.341,327.736,
PD93-01,225,"1993-01-17 11:30:00",,,-64.81517,-64.04017,PalmerE,,2.6,7.481,333.952,
PD93-01,227,"1993-01-17 12:58:00",,,-64.807,-64.07217,PalmerF,,2.3,7.658,341.89,
PD93-01,228,"1993-01-17 13:58:00",,,-64.78917,-64.07467,PalmerC,,6.1,7.733,345.23,
PD93-01,229,"1993-01-17 15:30:00",,,-64.78017,-64.07483,PalmerB,,60.1,6.492,289.836,
PD93-01,229,"1993-01-17 15:30:00",,,-64.78017,-64.07483,PalmerB,,39.8,6.903,308.189,
PD93-01,229,"1993-01-17 15:30:00",,,-64.78017,-64.07483,PalmerB,,30.1,7.198,321.354,
PD93-01,229,"1993-01-17 15:30:00",,,-64.78017,-64.07483,PalmerB,,15,7.583,338.517,
PD93-01,229,"1993-01-17 15:30:00",,,-64.78017,-64.07483,PalmerB,,10.1,7.835,349.771,
PD93-01,229,"1993-01-17 15:30:00",,,-64.78017,-64.07483,PalmerB,,1,7.723,344.774,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,215,4.985,222.55,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,205,4.999,223.17,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,163,5.409,241.49,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,150,5.56,248.23,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,100,6.136,273.95,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,80,7.281,325.03,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,60,7.535,336.36,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,40,7.734,345.25,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,30,7.78,347.3,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,20,7.86,350.9,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,10,7.816,348.94,
PD93-01,600,"1993-01-24 15:36:00",617,050,-64.75817,-64.30533,,,,7.914,353.31,Surface
PD93-01,652,"1993-01-26 11:35:00",,,-64.816,-64.04,PalmerE,,300,-0.017,-0.78,
PD93-01,652,"1993-01-26 11:35:00",,,-64.816,-64.04,PalmerE,,200,5.027,224.41,
PD93-01,652,"1993-01-26 11:35:00",,,-64.816,-64.04,PalmerE,,100,5.788,258.38,
PD93-01,652,"1993-01-26 11:35:00",,,-64.816,-64.04,PalmerE,,50,6.811,304.07,
PD93-01,652,"1993-01-26 11:35:00",,,-64.816,-64.04,PalmerE,,25,7.262,324.22,
PD93-01,652,"1993-01-26 11:35:00",,,-64.816,-64.04,PalmerE,,13,7.538,336.54,
PD93-01,652,"1993-01-26 11:35:00",,,-64.816,-64.04,PalmerE,,10,7.587,338.7,
PD93-01,652,"1993-01-26 11:35:00",,,-64.816,-64.04,PalmerE,,2.5,7.892,352.34,
PD93-01,656,"1993-01-26 15:38:00",,,-64.7795,-64.072,PalmerB,,60,7.181,320.6,
PD93-01,656,"1993-01-26 15:38:00",,,-64.7795,-64.072,PalmerB,,35,7.457,332.9,
PD93-01,656,"1993-01-26 15:38:00",,,-64.7795,-64.072,PalmerB,,15,7.843,350.13,
PD93-01,656,"1993-01-26 15:38:00",,,-64.7795,-64.072,PalmerB,,,8.166,364.56,Surface
PD93-01,660,"1993-01-27 00:30:00",600,040,-64.93283,-64.39867,,,0,7.735,345.31,
PD93-01,661,"1993-01-27 06:59:00",500,080,-65.3575,-66.46617,,,,8.113,362.17,Surface
PD93-01,662,"1993-01-27 13:16:00",400,040,-66.253,-67.3355,,,195,4.638,207.08,
PD93-01,662,"1993-01-27 13:16:00",400,040,-66.253,-67.3355,,,40,8.097,361.48,
PD93-01,662,"1993-01-27 13:16:00",400,040,-66.253,-67.3355,,,25,8.145,363.63,
PD93-01,662,"1993-01-27 13:16:00",400,040,-66.253,-67.3355,,,2.5,8.165,364.5,
