"studyName","event number","datetime GMT","grid line","grid station","lat dec (º)","lon dec (º)","station name","bottle number","depth (m)","O2 (ml/L)","O2 (µmol/L)","comments (rec)"
PD95-01,977,"1995-01-26 19:03:00",400,140,-65.62367,-68.89783,,6,100.2,6.41,286,
PD95-01,977,"1995-01-26 19:03:00",400,140,-65.62367,-68.89783,,11,6.95,4.2,187,
PD95-01,986,"1995-01-26 23:00:00",400,120,-65.7525,-68.59567,,1,330.09,4.18,187,
PD95-01,986,"1995-01-26 23:00:00",400,120,-65.7525,-68.59567,,4,89.69,7.09,317,
PD95-01,986,"1995-01-26 23:00:00",400,120,-65.7525,-68.59567,,11,2.47,7.9,352,
PD95-01,996,"1995-01-27 09:00:00",400,100,-65.87783,-68.2825,,1,327.36,4.14,185,
PD95-01,996,"1995-01-27 09:00:00",400,100,-65.87783,-68.2825,,3,124.82,5.33,238,
PD95-01,996,"1995-01-27 09:00:00",400,100,-65.87783,-68.2825,,11,1.99,7.81,349,
PD95-01,1000,"1995-01-27 10:40:00",400,080,-66.00417,-67.97,,1,313.87,4.14,185,
PD95-01,1000,"1995-01-27 10:40:00",400,080,-66.00417,-67.97,,4,100.15,6.3,281,
PD95-01,1000,"1995-01-27 10:40:00",400,080,-66.00417,-67.97,,11,1.9,7.84,350,"mean 7.84"
PD95-01,1000,"1995-01-27 10:40:00",400,080,-66.00417,-67.97,,11,1.9,7.84,350,"stdev 0.004"
PD95-01,1000,"1995-01-27 10:40:00",400,080,-66.00417,-67.97,,11,1.9,7.83,350,"cv (%) 0.046"
PD95-01,1008,"1995-01-27 14:05:00",400,060,-66.13017,-67.65483,,1,357.09,4.26,190,
PD95-01,1008,"1995-01-27 14:05:00",400,060,-66.13017,-67.65483,,3,100.7,6.69,299,
PD95-01,1008,"1995-01-27 14:05:00",400,060,-66.13017,-67.65483,,11,2.21,7.8,348,
PD95-01,1022,"1995-01-27 19:40:00",400,040,-66.254,-67.33733,,1,174.95,4.33,193,
PD95-01,1022,"1995-01-27 19:40:00",400,040,-66.254,-67.33733,,4,84.15,5.61,250,
PD95-01,1022,"1995-01-27 19:40:00",400,040,-66.254,-67.33733,,11,2.69,8.32,372,
PD95-01,1029,"1995-01-28 09:04:00",300,040,-66.89117,-68.92617,,1,498.13,4.34,194,
PD95-01,1029,"1995-01-28 09:04:00",300,040,-66.89117,-68.92617,,4,87.23,6.79,303,
PD95-01,1029,"1995-01-28 09:04:00",300,040,-66.89117,-68.92617,,11,2.01,7.85,350,
PD95-01,1033,"1995-01-28 11:03:00",300,060,-66.76217,-69.23683,,1,186.75,4.35,194,
PD95-01,1033,"1995-01-28 11:03:00",300,060,-66.76217,-69.23683,,4,102.22,5.86,262,
PD95-01,1033,"1995-01-28 11:03:00",300,060,-66.76217,-69.23683,,11,1.28,7.83,350,
PD95-01,1039,"1995-01-28 14:15:00",300,080,-66.6355,-69.55683,,1,391.65,4.17,186,
PD95-01,1039,"1995-01-28 14:15:00",300,080,-66.6355,-69.55683,,4,100.07,6.39,285,
PD95-01,1039,"1995-01-28 14:15:00",300,080,-66.6355,-69.55683,,11,1.79,7.77,347,
PD95-01,1047,"1995-01-28 18:00:00",300,100,-66.50617,-69.867,,1,450.2,4.27,191,
PD95-01,1047,"1995-01-28 18:00:00",300,100,-66.50617,-69.867,,3,2.5,7.64,341,
PD95-01,1047,"1995-01-28 18:00:00",300,100,-66.50617,-69.867,,11,8.9,7.66,342,
PD95-01,1055,"1995-01-28 22:04:00",300,120,-66.376,-70.17633,,1,455.23,4.25,190,
PD95-01,1055,"1995-01-28 22:04:00",300,120,-66.376,-70.17633,,3,125.22,5.69,254,
PD95-01,1055,"1995-01-28 22:04:00",300,120,-66.376,-70.17633,,11,2.31,7.69,343,
PD95-01,1066,"1995-01-29 08:54:00",300,140,-66.2445,-70.47967,,1,485.49,4.24,189,
PD95-01,1066,"1995-01-29 08:54:00",300,140,-66.2445,-70.47967,,4,89.72,6.52,291,
PD95-01,1066,"1995-01-29 08:54:00",300,140,-66.2445,-70.47967,,11,1.43,7.68,343,
PD95-01,1071,"1995-01-29 10:56:00",300,160,-66.115,-70.782,,1,471.57,4.28,191,
PD95-01,1071,"1995-01-29 10:56:00",300,160,-66.115,-70.782,,2,224.89,4.4,196,
PD95-01,1071,"1995-01-29 10:56:00",300,160,-66.115,-70.782,,11,1.61,7.65,342,
PD95-01,1078,"1995-01-29 14:54:00",300,180,-65.98317,-71.07967,,1,500,4.13,184,
PD95-01,1078,"1995-01-29 14:54:00",300,180,-65.98317,-71.07967,,4,95.99,6.23,278,
PD95-01,1078,"1995-01-29 14:54:00",300,180,-65.98317,-71.07967,,11,1.78,7.59,339,
PD95-01,1087,"1995-01-29 18:51:00",300,200,-65.84783,-71.37517,,1,500.71,4.13,184,
PD95-01,1087,"1995-01-29 18:51:00",300,200,-65.84783,-71.37517,,4,124.29,5.46,244,
PD95-01,1087,"1995-01-29 18:51:00",300,200,-65.84783,-71.37517,,11,2.99,7.65,341,
PD95-01,1101,"1995-01-30 09:17:00",200,200,-66.44583,-73.03167,,1,499.43,3.98,178,
PD95-01,1101,"1995-01-30 09:17:00",200,200,-66.44583,-73.03167,,3,123.81,5.73,256,
PD95-01,1101,"1995-01-30 09:17:00",200,200,-66.44583,-73.03167,,11,1.19,7.66,342,
PD95-01,1112,"1995-01-30 13:47:00",200,180,-66.57967,-72.73733,,1,501.97,4.08,182,
PD95-01,1112,"1995-01-30 13:47:00",200,180,-66.57967,-72.73733,,4,76.24,5.36,239,
PD95-01,1112,"1995-01-30 13:47:00",200,180,-66.57967,-72.73733,,11,2.38,7.66,342,
PD95-01,1120,"1995-01-30 17:50:00",200,160,-66.713,-72.43333,,1,501.01,4.19,187,
PD95-01,1120,"1995-01-30 17:50:00",200,160,-66.713,-72.43333,,3,124.74,5.32,238,
PD95-01,1120,"1995-01-30 17:50:00",200,160,-66.713,-72.43333,,11,2.95,7.65,342,
PD95-01,1128,"1995-01-30 21:45:00",200,140,-66.8495,-72.14517,,1,394.1,4.32,193,
PD95-01,1128,"1995-01-30 21:45:00",200,140,-66.8495,-72.14517,,3,100.11,6.54,292,
PD95-01,1128,"1995-01-30 21:45:00",200,140,-66.8495,-72.14517,,11,2.04,7.68,343,
PD95-01,1146,"1995-01-31 09:11:00",200,120,-66.98167,-71.83917,,1,403.33,4.08,182,
PD95-01,1146,"1995-01-31 09:11:00",200,120,-66.98167,-71.83917,,3,125.85,5.28,236,
PD95-01,1146,"1995-01-31 09:11:00",200,120,-66.98167,-71.83917,,11,1.86,7.78,347,
PD95-01,1150,"1995-01-31 11:01:00",200,100,-67.11383,-71.53867,,1,407.84,4.12,184,
PD95-01,1150,"1995-01-31 11:01:00",200,100,-67.11383,-71.53867,,3,124.75,5.71,255,
PD95-01,1150,"1995-01-31 11:01:00",200,100,-67.11383,-71.53867,,11,2.16,7.85,350,
PD95-01,1158,"1995-01-31 14:33:00",200,080,-67.24667,-71.22183,,1,428.12,3.98,178,
PD95-01,1158,"1995-01-31 14:33:00",200,080,-67.24667,-71.22183,,3,124.81,5.23,234,"program locked, vol estimated "
PD95-01,1158,"1995-01-31 14:33:00",200,080,-67.24667,-71.22183,,11,2.1,7.91,353,
PD95-01,1166,"1995-01-31 18:29:00",200,060,-67.37967,-70.90867,,1,482.54,4.13,184,
PD95-01,1166,"1995-01-31 18:29:00",200,060,-67.37967,-70.90867,,3,125.05,5.91,264,
PD95-01,1166,"1995-01-31 18:29:00",200,060,-67.37967,-70.90867,,11,1.51,7.93,354,
PD95-01,1175,"1995-01-31 22:51:00",200,040,-67.50833,-70.59033,,1,500.39,4.18,187,
PD95-01,1175,"1995-01-31 22:51:00",200,040,-67.50833,-70.59033,,3,105.5,6.26,279,
PD95-01,1175,"1995-01-31 22:51:00",200,040,-67.50833,-70.59033,,11,2.71,8.24,368,
PD95-01,1186,"1995-02-01 07:57:00",200,020,-67.6415,-70.26733,,1,500.86,4.19,187,
PD95-01,1186,"1995-02-01 07:57:00",200,020,-67.6415,-70.26733,,3,116.65,6.35,283,
PD95-01,1186,"1995-02-01 07:57:00",200,020,-67.6415,-70.26733,,11,1.6,8.03,358,
PD95-01,1190,"1995-02-01 09:52:00",200,200,-67.85467,-69.94367,,1,500.83,4.16,186,
PD95-01,1190,"1995-02-01 09:52:00",200,200,-67.85467,-69.94367,,3,117.49,6.36,284,
PD95-01,1190,"1995-02-01 09:52:00",200,200,-67.85467,-69.94367,,11,1.71,8.23,367,
PD95-01,1207,"1995-02-02 13:59:00",360,010,-66.61567,-67.48717,,1,501.61,4.29,191,
PD95-01,1207,"1995-02-02 13:59:00",360,010,-66.61567,-67.48717,,3,125.55,4.98,222,
PD95-01,1207,"1995-02-02 13:59:00",360,010,-66.61567,-67.48717,,11,0.93,8.3,371,
PD95-01,1213,"1995-02-02 19:00:00",380,010,-66.56867,-67.1615,,1,503.79,4.27,191,
PD95-01,1213,"1995-02-02 19:00:00",380,010,-66.56867,-67.1615,,3,125.02,4.57,204,
PD95-01,1213,"1995-02-02 19:00:00",380,010,-66.56867,-67.1615,,11,0.77,8.19,366,"mean 8.19"
PD95-01,1213,"1995-02-02 19:00:00",380,010,-66.56867,-67.1615,,11,0.77,8.19,366,"stdev 0.003"
PD95-01,1213,"1995-02-02 19:00:00",380,010,-66.56867,-67.1615,,11,0.77,8.18,365,"cv (%) 0.039"
PD95-01,1227,"1995-02-03 09:40:00",400,015,-66.408,-66.93417,,1,265.12,4.21,188,
PD95-01,1227,"1995-02-03 09:40:00",400,015,-66.408,-66.93417,,3,100.72,5.33,238,
PD95-01,1227,"1995-02-03 09:40:00",400,015,-66.408,-66.93417,,11,1.36,8.6,384,
PD95-01,1233,"1995-02-03 12:27:00",420,015,-66.279,-66.6245,,1,501.25,4.18,187,
PD95-01,1233,"1995-02-03 12:27:00",420,015,-66.279,-66.6245,,3,125.07,4.92,220,
PD95-01,1233,"1995-02-03 12:27:00",420,015,-66.279,-66.6245,,11,1.06,8.39,375,
PD95-01,1244,"1995-02-03 21:59:00",440,015,-66.24,-66.54667,,1,403.84,4.2,188,
PD95-01,1244,"1995-02-03 21:59:00",440,015,-66.24,-66.54667,,3,125.14,4.81,215,
PD95-01,1244,"1995-02-03 21:59:00",440,015,-66.24,-66.54667,,11,1.11,8.59,383,
PD95-01,1277,"1995-02-05 16:00:00",600,060,-64.813,-64.71633,,1,184.35,4.78,213,
PD95-01,1277,"1995-02-05 16:00:00",600,060,-64.813,-64.71633,,3,99.63,5.26,235,
PD95-01,1277,"1995-02-05 16:00:00",600,060,-64.813,-64.71633,,12,2.19,7.77,347,
PD95-01,1291,"1995-02-05 19:11:00",600,040,-64.93317,-64.402,,1,503.68,4.24,189,
PD95-01,1291,"1995-02-05 19:11:00",600,040,-64.93317,-64.402,,3,124.63,4.75,212,
PD95-01,1291,"1995-02-05 19:11:00",600,040,-64.93317,-64.402,,12,1.27,7.71,344,"mean 7.71"
PD95-01,1291,"1995-02-05 19:11:00",600,040,-64.93317,-64.402,,12,1.27,7.71,344,"stdev 0.004"
PD95-01,1291,"1995-02-05 19:11:00",600,040,-64.93317,-64.402,,12,1.27,7.7,344,"cv (%) 0.051"
PD95-01,1308,"1995-02-05 22:43:00",,,-64.81583,-64.03983,PAL-E,4,146.81,4.76,212,
PD95-01,1308,"1995-02-05 22:43:00",,,-64.81583,-64.03983,PAL-E,6,74.81,5.38,240,
PD95-01,1308,"1995-02-05 22:43:00",,,-64.81583,-64.03983,PAL-E,12,1.37,7.97,356,
PD95-01,1311,"1995-02-05 23:34:00",,,-64.78117,-64.072,PAL-B,6,61.7,5.6,250,
PD95-01,1311,"1995-02-05 23:34:00",,,-64.78117,-64.072,PAL-B,9,25,7.28,325,
PD95-01,1311,"1995-02-05 23:34:00",,,-64.78117,-64.072,PAL-B,12,5,8.06,360,
PD96-01,18,"1996-01-08 19:55:00",,,-64.7795,-64.0725,B,,45.9,6.23,278.2,
PD96-01,18,"1996-01-08 19:55:00",,,-64.7795,-64.0725,B,,20.7,7.39,329.7,
PD96-01,18,"1996-01-08 19:55:00",,,-64.7795,-64.0725,B,,1.2,8.55,381.7,
PD96-01,21,"1996-01-08 22:04:00",,,-64.81433,-64.03933,E,,110.6,1.52,67.8,"? value"
PD96-01,21,"1996-01-08 22:04:00",,,-64.81433,-64.03933,E,,34,4.62,206.1,"? value"
PD96-01,21,"1996-01-08 22:04:00",,,-64.81433,-64.03933,E,,26,7.68,342.8,
PD96-01,21,"1996-01-08 22:04:00",,,-64.81433,-64.03933,E,,19.1,7.64,341.3,
PD96-01,21,"1996-01-08 22:04:00",,,-64.81433,-64.03933,E,,11.4,8.05,359.2,
PD96-01,21,"1996-01-08 22:04:00",,,-64.81433,-64.03933,E,,1.5,9.83,438.8,
PD96-01,31,"1996-01-09 12:50:00",500,060,-65.48067,-66.15733,,,241,4.54,202.8,
PD96-01,31,"1996-01-09 12:50:00",500,060,-65.48067,-66.15733,,,44.4,7.24,323.2,
PD96-01,31,"1996-01-09 12:50:00",500,060,-65.48067,-66.15733,,,35.9,7.49,334.2,
PD96-01,31,"1996-01-09 12:50:00",500,060,-65.48067,-66.15733,,,22.4,7.84,349.8,
PD96-01,31,"1996-01-09 12:50:00",500,060,-65.48067,-66.15733,,,16.4,8.18,365,
PD96-01,31,"1996-01-09 12:50:00",500,060,-65.48067,-66.15733,,,7.9,8.28,369.8,
PD96-01,31,"1996-01-09 12:50:00",500,060,-65.48067,-66.15733,,,1.3,8.26,368.9,
PD96-01,41,"1996-01-09 18:36:00",500,080,-65.35733,-66.46583,,,498.6,4.27,190.4,
PD96-01,41,"1996-01-09 18:36:00",500,080,-65.35733,-66.46583,,,27.6,8.19,365.6,
PD96-01,41,"1996-01-09 18:36:00",500,080,-65.35733,-66.46583,,,16.6,8.32,371.4,
PD96-01,41,"1996-01-09 18:36:00",500,080,-65.35733,-66.46583,,,12,8.33,371.9,
PD96-01,41,"1996-01-09 18:36:00",500,080,-65.35733,-66.46583,,,5.8,8.36,373.1,
PD96-01,41,"1996-01-09 18:36:00",500,080,-65.35733,-66.46583,,,1.7,8.33,371.8,370.9
PD96-01,41,"1996-01-09 18:36:00",500,080,-65.35733,-66.46583,,,1.7,8.3,370.6,0.796
PD96-01,41,"1996-01-09 18:36:00",500,080,-65.35733,-66.46583,,,1.7,8.3,370.4,0.002
PD96-01,54,"1996-01-09 23:53:00",500,100,-65.2335,-66.7775,,,433.6,4.45,198.8,
PD96-01,54,"1996-01-09 23:53:00",500,100,-65.2335,-66.7775,,,27.7,8.08,360.8,
PD96-01,54,"1996-01-09 23:53:00",500,100,-65.2335,-66.7775,,,17.2,8.1,361.5,
PD96-01,54,"1996-01-09 23:53:00",500,100,-65.2335,-66.7775,,,12.5,8.1,361.4,
PD96-01,54,"1996-01-09 23:53:00",500,100,-65.2335,-66.7775,,,6,8.15,363.6,
PD96-01,54,"1996-01-09 23:53:00",500,100,-65.2335,-66.7775,,,1.8,8.19,365.8,
PD96-01,64,"1996-01-10 04:26:00",500,120,-65.1125,-67.08383,,,500.4,4.64,207.1,
PD96-01,64,"1996-01-10 04:26:00",500,120,-65.1125,-67.08383,,,55.7,7.79,347.8,
PD96-01,64,"1996-01-10 04:26:00",500,120,-65.1125,-67.08383,,,46.2,8.1,361.4,
PD96-01,64,"1996-01-10 04:26:00",500,120,-65.1125,-67.08383,,,27.4,8.11,362.2,
PD96-01,64,"1996-01-10 04:26:00",500,120,-65.1125,-67.08383,,,19.4,8.11,362.2,
PD96-01,64,"1996-01-10 04:26:00",500,120,-65.1125,-67.08383,,,9.9,8.11,362.1,
PD96-01,64,"1996-01-10 04:26:00",500,120,-65.1125,-67.08383,,,2.2,8.09,361.2,
PD96-01,64,"1996-01-10 04:26:00",500,120,-65.1125,-67.08383,,,2.2,8.12,362.4,
PD96-01,79,"1996-01-10 18:57:00",500,140,-64.98683,-67.39233,,,334.8,4.5,201,
PD96-01,79,"1996-01-10 18:57:00",500,140,-64.98683,-67.39233,,,47.2,7.58,338.3,
PD96-01,79,"1996-01-10 18:57:00",500,140,-64.98683,-67.39233,,,38.4,7.91,353.3,
PD96-01,79,"1996-01-10 18:57:00",500,140,-64.98683,-67.39233,,,23.7,8.05,359.3,
PD96-01,79,"1996-01-10 18:57:00",500,140,-64.98683,-67.39233,,,17.2,8.08,360.7,
PD96-01,79,"1996-01-10 18:57:00",500,140,-64.98683,-67.39233,,,2.7,8.08,360.6,
PD96-01,89,"1996-01-10 23:10:00",500,160,-64.8595,-67.7005,,,270,4.18,186.6,
PD96-01,89,"1996-01-10 23:10:00",500,160,-64.8595,-67.7005,,,39.6,7.8,348.2,
PD96-01,89,"1996-01-10 23:10:00",500,160,-64.8595,-67.7005,,,19.3,8.11,362.1,
PD96-01,89,"1996-01-10 23:10:00",500,160,-64.8595,-67.7005,,,14.2,8.11,362.2,362
PD96-01,89,"1996-01-10 23:10:00",500,160,-64.8595,-67.7005,,,14.2,8.11,362.3,0.321
PD96-01,89,"1996-01-10 23:10:00",500,160,-64.8595,-67.7005,,,14.2,8.1,361.7,0.001
PD96-01,89,"1996-01-10 23:10:00",500,160,-64.8595,-67.7005,,,7.1,8.1,361.5,
PD96-01,89,"1996-01-10 23:10:00",500,160,-64.8595,-67.7005,,,1.3,8.05,359.6,
PD96-01,104,"1996-01-11 07:58:00",500,180,-64.73217,-67.992,,,384.9,4.24,189.3,
PD96-01,104,"1996-01-11 07:58:00",500,180,-64.73217,-67.992,,,337,4.15,185.2,
PD96-01,104,"1996-01-11 07:58:00",500,180,-64.73217,-67.992,,,1.8,7.99,356.7,
PD96-01,112,"1996-01-11 11:57:00",500,200,-64.6065,-68.28183,,,498.8,4.22,188.2,
PD96-01,112,"1996-01-11 11:57:00",500,200,-64.6065,-68.28183,,,399.6,4.1,182.9,
PD96-01,112,"1996-01-11 11:57:00",500,200,-64.6065,-68.28183,,,51.3,7.22,322.3,
PD96-01,112,"1996-01-11 11:57:00",500,200,-64.6065,-68.28183,,,42.4,7.88,351.7,
PD96-01,112,"1996-01-11 11:57:00",500,200,-64.6065,-68.28183,,,19.4,7.96,355.5,
PD96-01,112,"1996-01-11 11:57:00",500,200,-64.6065,-68.28183,,,9.1,7.94,354.5,
PD96-01,112,"1996-01-11 11:57:00",500,200,-64.6065,-68.28183,,,1.1,7.92,353.8,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,498.2,4.15,185.2,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,300.8,4.05,180.9,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,82.2,7.34,327.5,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,68,7.92,353.8,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,41.1,4.88,218,"bottle leaked"
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,30.6,7.89,352.4,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,15.2,7.89,352.1,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,15.2,7.9,352.6,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,1.4,7.87,351.2,
PD96-01,145,"1996-01-12 09:10:00",600,200,-63.954,-66.8945,,,1.4,7.88,351.6,
PD96-01,153,"1996-01-12 14:53:00",600,180,-64.0855,-66.57033,,,497.3,4.3,191.9,
PD96-01,153,"1996-01-12 14:53:00",600,180,-64.0855,-66.57033,,,299,4.11,183.5,
PD96-01,153,"1996-01-12 14:53:00",600,180,-64.0855,-66.57033,,,63.3,7.6,339.1,
PD96-01,153,"1996-01-12 14:53:00",600,180,-64.0855,-66.57033,,,52,7.85,350.5,
PD96-01,153,"1996-01-12 14:53:00",600,180,-64.0855,-66.57033,,,23.2,7.88,351.9,
PD96-01,153,"1996-01-12 14:53:00",600,180,-64.0855,-66.57033,,,1.8,7.89,352.4,352.7
PD96-01,153,"1996-01-12 14:53:00",600,180,-64.0855,-66.57033,,,1.8,7.9,352.9,0.218
PD96-01,153,"1996-01-12 14:53:00",600,180,-64.0855,-66.57033,,,1.8,7.9,352.7,0.001
PD96-01,161,"1996-01-12 18:50:00",600,160,-64.20267,-66.2765,,,390.1,4.15,185.1,
PD96-01,161,"1996-01-12 18:50:00",600,160,-64.20267,-66.2765,,,48.1,7.48,333.8,
PD96-01,161,"1996-01-12 18:50:00",600,160,-64.20267,-66.2765,,,39.5,7.77,346.7,
PD96-01,161,"1996-01-12 18:50:00",600,160,-64.20267,-66.2765,,,24.3,7.97,355.6,
PD96-01,161,"1996-01-12 18:50:00",600,160,-64.20267,-66.2765,,,17.1,8.09,361.3,
PD96-01,161,"1996-01-12 18:50:00",600,160,-64.20267,-66.2765,,,8,8.12,362.6,
PD96-01,161,"1996-01-12 18:50:00",600,160,-64.20267,-66.2765,,,2.2,8.21,366.4,
PD96-01,170,"1996-01-12 23:06:00",600,140,-64.33167,-65.95833,,,303,4.21,187.9,
PD96-01,170,"1996-01-12 23:06:00",600,140,-64.33167,-65.95833,,,40.4,7.38,329.3,
PD96-01,170,"1996-01-12 23:06:00",600,140,-64.33167,-65.95833,,,24.8,7.64,341.1,
PD96-01,170,"1996-01-12 23:06:00",600,140,-64.33167,-65.95833,,,18.5,7.72,344.5,
PD96-01,170,"1996-01-12 23:06:00",600,140,-64.33167,-65.95833,,,9,7.75,346.1,
PD96-01,170,"1996-01-12 23:06:00",600,140,-64.33167,-65.95833,,,2.4,8.18,365.4,
PD96-01,185,"1996-01-13 10:57:00",600,120,-64.4565,-65.65867,,,502.1,4.22,188.2,
PD96-01,185,"1996-01-13 10:57:00",600,120,-64.4565,-65.65867,,,26.8,8.22,366.9,
PD96-01,185,"1996-01-13 10:57:00",600,120,-64.4565,-65.65867,,,22.1,8.26,368.7,
PD96-01,185,"1996-01-13 10:57:00",600,120,-64.4565,-65.65867,,,12.9,8.3,370.5,
PD96-01,185,"1996-01-13 10:57:00",600,120,-64.4565,-65.65867,,,10.6,8.34,372.3,
PD96-01,185,"1996-01-13 10:57:00",600,120,-64.4565,-65.65867,,,5,8.38,373.9,
PD96-01,185,"1996-01-13 10:57:00",600,120,-64.4565,-65.65867,,,1.4,8.47,378.2,
PD96-01,192,"1996-01-13 14:43:00",600,100,-64.57433,-65.34233,,,500.9,4.26,190.3,
PD96-01,192,"1996-01-13 14:43:00",600,100,-64.57433,-65.34233,,,23.2,8.36,373.4,
PD96-01,192,"1996-01-13 14:43:00",600,100,-64.57433,-65.34233,,,19,8.52,380.2,
PD96-01,192,"1996-01-13 14:43:00",600,100,-64.57433,-65.34233,,,14.5,8.61,384.2,
PD96-01,192,"1996-01-13 14:43:00",600,100,-64.57433,-65.34233,,,8.5,8.98,401.1,
PD96-01,192,"1996-01-13 14:43:00",600,100,-64.57433,-65.34233,,,2,9.29,414.6,
PD96-01,201,"1996-01-13 19:25:00",600,080,-64.69317,-65.023,,,470.4,4.18,186.8,
PD96-01,201,"1996-01-13 19:25:00",600,080,-64.69317,-65.023,,,31.7,8.16,364.4,
PD96-01,201,"1996-01-13 19:25:00",600,080,-64.69317,-65.023,,,26.1,8.37,373.5,
PD96-01,201,"1996-01-13 19:25:00",600,080,-64.69317,-65.023,,,16,8.48,378.4,
PD96-01,201,"1996-01-13 19:25:00",600,080,-64.69317,-65.023,,,11.6,9.26,413.4,
PD96-01,201,"1996-01-13 19:25:00",600,080,-64.69317,-65.023,,,5.6,9.21,411,
PD96-01,201,"1996-01-13 19:25:00",600,080,-64.69317,-65.023,,,1.4,9.71,433.5,
PD96-01,210,"1996-01-13 23:44:00",600,060,-64.81583,-64.7215,,,175.5,4.84,216.2,
PD96-01,210,"1996-01-13 23:44:00",600,060,-64.81583,-64.7215,,,34,7.32,326.9,
PD96-01,210,"1996-01-13 23:44:00",600,060,-64.81583,-64.7215,,,28,8.16,364.3,
PD96-01,210,"1996-01-13 23:44:00",600,060,-64.81583,-64.7215,,,17,8.23,367.6,
PD96-01,210,"1996-01-13 23:44:00",600,060,-64.81583,-64.7215,,,12.7,8.7,388.4,
PD96-01,210,"1996-01-13 23:44:00",600,060,-64.81583,-64.7215,,,6,9.18,409.6,
PD96-01,210,"1996-01-13 23:44:00",600,060,-64.81583,-64.7215,,,1.1,9.14,407.8,
PD96-01,252,"1996-01-15 23:12:00",600,040,-64.93333,-64.4,,,504.6,4.28,191.2,
PD96-01,252,"1996-01-15 23:12:00",600,040,-64.93333,-64.4,,,18.3,9.59,428,
PD96-01,252,"1996-01-15 23:12:00",600,040,-64.93333,-64.4,,,12.7,9.57,427.1,
PD96-01,252,"1996-01-15 23:12:00",600,040,-64.93333,-64.4,,,9.2,9.55,426.5,
PD96-01,252,"1996-01-15 23:12:00",600,040,-64.93333,-64.4,,,4.4,9.55,426.5,
PD96-01,252,"1996-01-15 23:12:00",600,040,-64.93333,-64.4,,,1.6,9.56,426.7,
PD96-01,258,"1996-01-16 09:25:00",,,-64.77833,-64.075,B,,61.3,6.03,269.4,
PD96-01,258,"1996-01-16 09:25:00",,,-64.77833,-64.075,B,,26,7.93,354.2,
PD96-01,258,"1996-01-16 09:25:00",,,-64.77833,-64.075,B,,21.5,8.19,365.7,
PD96-01,258,"1996-01-16 09:25:00",,,-64.77833,-64.075,B,,13.2,8.4,374.8,
PD96-01,258,"1996-01-16 09:25:00",,,-64.77833,-64.075,B,,9.2,8.48,378.4,
PD96-01,258,"1996-01-16 09:25:00",,,-64.77833,-64.075,B,,5.1,8.55,381.7,
PD96-01,258,"1996-01-16 09:25:00",,,-64.77833,-64.075,B,,1.1,8.87,396,
PD96-01,266,"1996-01-16 12:03:00",,,-64.81867,-64.0295,E,,234.8,4.6,205.5,
PD96-01,266,"1996-01-16 12:03:00",,,-64.81867,-64.0295,E,,26.1,7.7,343.6,
PD96-01,266,"1996-01-16 12:03:00",,,-64.81867,-64.0295,E,,21.5,7.91,353.1,
PD96-01,266,"1996-01-16 12:03:00",,,-64.81867,-64.0295,E,,13.2,7.98,356.2,
PD96-01,266,"1996-01-16 12:03:00",,,-64.81867,-64.0295,E,,10.1,8.22,367,
PD96-01,266,"1996-01-16 12:03:00",,,-64.81867,-64.0295,E,,5,8.16,364.3,
PD96-01,266,"1996-01-16 12:03:00",,,-64.81867,-64.0295,E,,1,8.88,396.4,
PD96-01,273,"1996-01-16 15:37:00",,,-64.77333,-64.13567,I,,40.5,7.63,340.5,
PD96-01,273,"1996-01-16 15:37:00",,,-64.77333,-64.13567,I,,19.9,8.32,371.6,
PD96-01,273,"1996-01-16 15:37:00",,,-64.77333,-64.13567,I,,15.2,8.28,369.8,
PD96-01,273,"1996-01-16 15:37:00",,,-64.77333,-64.13567,I,,9.9,8.4,375.1,
PD96-01,273,"1996-01-16 15:37:00",,,-64.77333,-64.13567,I,,5,8.48,378.5,
PD96-01,273,"1996-01-16 15:37:00",,,-64.77333,-64.13567,I,,1.6,8.62,385,
PD96-01,273,"1996-01-16 15:37:00",,,-64.77333,-64.13567,I,,1.6,8.69,387.8,
PD96-01,297,"1996-01-17 09:46:00",600,040,-64.9615,-64.32183,,,500.1,4.26,190.4,
PD96-01,297,"1996-01-17 09:46:00",600,040,-64.9615,-64.32183,,,18.1,8.63,385.1,
PD96-01,297,"1996-01-17 09:46:00",600,040,-64.9615,-64.32183,,,9.2,9.24,412.4,
PD96-01,297,"1996-01-17 09:46:00",600,040,-64.9615,-64.32183,,,6.4,9.17,409.2,
PD96-01,297,"1996-01-17 09:46:00",600,040,-64.9615,-64.32183,,,3.1,9.21,411.1,
PD96-01,297,"1996-01-17 09:46:00",600,040,-64.9615,-64.32183,,,0.8,9.18,409.7,
