"studyName","Event","Cast Number","Bottle","Depth (m)","Datetime GMT","Latitude (º)","Longitude (º)","Nominal Station","Grid Line","Grid Station","Irradiance (%)","Chlorophyll (mg/m³)","Phaeopigment (mg/m³)","Filter Code","Platform","Sampling Device","Notes"
PD93-01,691,,12,2.31182,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.678,0.095,1,0,0,"very unstable readings"
PD93-01,691,,11,15.0454,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.599,0.015,1,0,0,"very unstable readings"
PD93-01,691,,10,25.0203,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.502,0.247,1,0,0,"very unstable readings"
PD93-01,691,,9,30.1457,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.466,0.282,1,0,0,"very unstable readings"
PD93-01,691,,8,39.8468,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.643,0.155,1,0,0,
PD93-01,691,,7,49.8021,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.616,0.218,1,0,0,
PD93-01,691,,6,59.8863,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.607,0.252,1,0,0,
PD93-01,691,,5,69.9715,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.44,0.284,1,0,0,
PD93-01,691,,4,79.8999,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.282,0.234,1,0,0,
PD93-01,691,,3,107.656,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.087,0.117,1,0,0,
PD93-01,691,,2,149.82,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.05,0.062,1,0,0,
PD93-01,691,,1,199.942,"1993-01-28 08:34:00",-66.1295,-67.655,,400,60,,0.014,0.036,1,0,0,
PD93-01,694,,,0,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.713,0.109,1,0,0,
PD93-01,694,,12,2.3838,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.669,0.092,1,0,0,
PD93-01,694,,11,14.9732,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.599,0.138,1,0,0,
PD93-01,694,,10,24.9301,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.563,0.197,1,0,0,
PD93-01,694,,9,29.9847,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.493,0.268,1,0,0,"Unstable Readings"
PD93-01,694,,8,39.6133,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.493,0.292,1,0,0,"Unstable Readings"
PD93-01,694,,7,49.8202,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.44,0.394,1,0,0,"Unstable Readings"
PD93-01,694,,6,59.9574,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.607,0.313,1,0,0,"Unstable Readings"
PD93-01,694,,5,69.9901,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.493,0.28,1,0,0,
PD93-01,694,,4,79.989,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.317,0.248,1,0,0,
PD93-01,694,,3,99.6748,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.116,0.146,1,0,0,
PD93-01,694,,2,149.855,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.049,0.06,1,0,0,
PD93-01,694,,1,199.89,"1993-01-28 11:28:00",-66.1285,-67.65667,,400,60,,0.017,0.044,1,0,0,
PD93-01,697,,,0,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.722,0.162,1,0,0,
PD93-01,697,,12,2.70901,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.616,0.169,1,0,0,
PD93-01,697,,11,15.1531,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.414,0.126,1,0,0,
PD93-01,697,,10,25.002,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.466,0.172,1,0,0,
PD93-01,697,,9,29.8216,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.528,0.147,1,0,0,
PD93-01,697,,8,39.9183,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.519,0.217,1,0,0,
PD93-01,697,,7,49.7661,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.581,0.278,1,0,0,
PD93-01,697,,6,59.7786,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.59,0.257,1,0,0,
PD93-01,697,,5,69.9715,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.572,0.336,1,0,0,
PD93-01,697,,4,79.9356,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.396,0.266,1,0,0,
PD93-01,697,,3,109.095,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.323,0.378,1,0,0,
PD93-01,697,,2,149.802,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.04,0.048,1,0,0,
PD93-01,697,,1,199.838,"1993-01-28 14:28:00",-66.13,-67.655,,400,60,,0.021,0.034,1,0,0,
PD93-01,700,,,0,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.713,0.17,1,0,0,
PD93-01,700,,12,2.34,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.616,0.157,1,0,0,
PD93-01,700,,11,9.83554,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.651,0.158,1,0,0,
PD93-01,700,,9,14.8467,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.528,0.171,1,0,0,
PD93-01,700,,10,15.8021,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.563,0.136,1,0,0,
PD93-01,700,,8,29.8764,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.563,0.246,1,0,0,
PD93-01,700,,7,40.0443,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.621,0.17,1,0,0,
PD93-01,700,,6,49.8021,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.658,0.133,1,0,0,
PD93-01,700,,5,59.8322,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.687,0.221,1,0,0,
PD93-01,700,,4,79.775,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.528,0.282,1,0,0,
PD93-01,700,,3,110.001,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.129,0.136,1,0,0,
PD93-01,700,,2,200.73,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.018,0.035,1,0,0,
PD93-01,700,,1,325.094,"1993-01-28 17:26:00",-66.12867,-67.65667,,400,60,,0.004,0.034,1,0,0,
PD93-01,703,,,0,"1993-01-28 18:57:00",-66.06583,-67.815,,400,70,,0.634,0.127,1,0,0,
PD93-01,704,,,0,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.528,0.073,1,0,0,
PD93-01,704,,12,1.3002,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.449,0.116,1,0,0,
PD93-01,704,,11,9.85386,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.51,0.078,1,0,0,
PD93-01,704,,10,19.9265,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.519,0.168,1,0,0,
PD93-01,704,,9,30.1101,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.422,0.252,1,0,0,
PD93-01,704,,8,44.7997,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.493,0.219,1,0,0,
PD93-01,704,,7,59.9757,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.422,0.228,1,0,0,
PD93-01,704,,6,76.3124,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.238,0.229,1,0,0,
PD93-01,704,,5,84.6799,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.192,0.178,1,0,0,
PD93-01,704,,4,92.2703,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.113,0.117,1,0,0,
PD93-01,704,,3,150.067,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.018,0.04,1,0,0,
PD93-01,704,,2,199.206,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.008,0.036,1,0,0,
PD93-01,704,,1,315.098,"1993-01-28 19:36:00",-66.00417,-67.975,,400,80,,0.005,0.035,1,0,0,
PD93-01,711,,,0,"1993-01-28 19:36:00",-65.94333,-68.11767,,400,90,,0.669,0.153,1,0,0,
PD93-01,713,,3,150.084,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.02,0.033,1,0,0,
PD93-01,713,,2,199.54,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.006,0.031,1,0,0,
PD93-01,713,,1,330,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.003,0.027,1,0,0,
PD93-01,713,,,0,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.618,0.128,1,0,0,
PD93-01,713,,12,3.32256,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.713,0.256,1,0,0,
PD93-01,713,,11,14.3246,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.563,0.173,1,0,0,
PD93-01,713,,10,24.8945,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.616,0.255,1,0,0,
PD93-01,713,,9,34.9262,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.493,0.341,1,0,0,
PD93-01,713,,8,50.3046,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.44,0.345,1,0,0,
PD93-01,713,,7,64.6628,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.405,0.282,1,0,0,
PD93-01,713,,6,79.5968,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.22,0.234,1,0,0,
PD93-01,713,,5,91.754,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.139,0.178,1,0,0,
PD93-01,713,,4,100.617,"1993-01-28 23:27:00",-65.045,-68.28333,,400,100,,0.118,0.137,1,0,0,
PD93-01,719,,,0,"1993-01-29 03:28:00",-65.81667,-68.43333,,400,110,,0.604,0.143,1,0,0,
PD93-01,726,,,0,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,1.104,0.134,1,0,0,
PD93-01,726,,12,2.27584,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,1.075,0.145,1,0,0,
PD93-01,726,,11,9.8,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,1.06,0.215,1,0,0,
PD93-01,726,,10,22.1054,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,1.134,0.105,1,0,0,
PD93-01,726,,9,27.5747,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.795,0.261,1,0,0,
PD93-01,726,,8,39.9723,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.722,0.171,1,0,0,
PD93-01,726,,7,49.9815,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.449,0.508,1,0,0,
PD93-01,726,,6,59.9397,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.484,0.301,1,0,0,
PD93-01,726,,5,69.9715,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.422,0.301,1,0,0,
PD93-01,726,,4,103.942,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.157,0.167,1,0,0,
PD93-01,726,,3,150.031,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.021,0.04,1,0,0,
PD93-01,726,,2,199.925,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.006,0.03,1,0,0,
PD93-01,726,,1,335.057,"1993-01-29 08:57:00",-65.75167,-68.59333,,400,120,,0.002,0.033,1,0,0,
PD93-01,727,,,0,"1993-01-29 10:03:00",-65.68833,-68.74,,400,130,,0.942,0.078,1,0,0,
PD93-01,735,,,0,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,1.178,0.061,1,0,0,
PD93-01,735,,12,2.3476,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.987,0.106,1,0,0,
PD93-01,735,,11,14.7567,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.972,0.212,1,0,0,
PD93-01,735,,10,25.3441,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.942,0.15,1,0,0,
PD93-01,735,,9,30.0382,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.928,0.147,1,0,0,
PD93-01,735,,8,44.9794,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.53,0.162,1,0,0,
PD93-01,735,,7,60.172,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.519,0.389,1,0,0,
PD93-01,735,,6,74.9562,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.238,0.253,1,0,0,
PD93-01,735,,5,89.7056,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.361,-0.201,1,0,0,
PD93-01,735,,4,114.705,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.081,0.118,1,0,0,
PD93-01,735,,3,149.731,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.034,0.055,1,0,0,
PD93-01,735,,2,199.645,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.014,0.036,1,0,0,
PD93-01,735,,1,339.938,"1993-01-29 13:27:00",-65.62333,-68.9,,400,140,,0.01,0.031,1,0,0,
PD93-01,736,,,0,"1993-01-29 14:50:00",-65.56,-69.06883,,400,150,,1.046,0.12,1,0,0,
PD93-01,737,,,0,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.37,0.084,1,0,0,
PD93-01,737,,12,1.31896,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.44,0.137,1,0,0,
PD93-01,737,,11,9.92605,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.405,0.098,1,0,0,
PD93-01,737,,10,19.9448,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.431,0.096,1,0,0,
PD93-01,737,,9,39.8823,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.616,0.218,1,0,0,
PD93-01,737,,8,49.8921,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.607,0.141,1,0,0,
PD93-01,737,,7,60.1193,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.44,0.161,1,0,0,
PD93-01,737,,6,69.8471,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.458,0.229,1,0,0,
PD93-01,737,,5,80.0781,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.37,0.317,1,0,0,
PD93-01,737,,4,96.3115,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.238,0.216,1,0,0,
PD93-01,737,,3,149.537,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.051,0.063,1,0,0,
PD93-01,737,,2,199.89,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.022,0.039,1,0,0,
PD93-01,737,,1,345.91,"1993-01-29 15:33:00",-65.495,-69.20167,,400,160,,0.003,0.037,1,0,0,
PD93-01,743,,,0,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.466,0.098,1,0,0,
PD93-01,743,,12,2.09545,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.449,0.165,1,0,0,
PD93-01,743,,11,9.92605,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.554,0.169,1,0,0,
PD93-01,743,,10,20.0166,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.66,0.15,1,0,0,
PD93-01,743,,9,29.8216,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.695,0.176,1,0,0,
PD93-01,743,,8,40.0079,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.687,0.258,1,0,0,unstable
PD93-01,743,,7,49.8202,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.572,0.189,1,0,0,
PD93-01,743,,6,59.6893,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.493,0.194,1,0,0,
PD93-01,743,,5,69.8829,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.466,0.294,1,0,0,
PD93-01,743,,4,77.4189,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.405,0.27,1,0,0,
PD93-01,743,,3,99.621,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.264,0.239,1,0,0,
PD93-01,743,,2,149.855,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.052,0.048,1,0,0,
PD93-01,743,,1,201.43,"1993-01-29 18:23:00",-65.495,-69.195,,400,160,,0.012,0.023,1,0,0,
PD93-01,748,,,0,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.405,0.135,1,0,0,
PD93-01,748,,12,1.98705,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.414,0.126,1,0,0,
PD93-01,748,,11,9.92605,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.422,0.13,1,0,0,
PD93-01,748,,10,19.9808,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.458,0.119,1,0,0,
PD93-01,748,,9,30.3438,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.687,0.221,1,0,0,
PD93-01,748,,8,40.1158,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.66,0.223,1,0,0,
PD93-01,748,,7,49.8921,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.625,0.271,1,0,0,
PD93-01,748,,6,59.8503,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.484,0.178,1,0,0,
PD93-01,748,,5,69.9543,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.466,0.27,1,0,0,
PD93-01,748,,4,80.2742,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.405,0.319,1,0,0,
PD93-01,748,,3,107.603,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.282,0.234,1,0,0,
PD93-01,748,,2,149.837,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.061,0.067,1,0,0,
PD93-01,748,,1,200.87,"1993-01-29 21:26:00",-65.49667,-69.20167,,400,160,,0.015,0.033,1,0,0,
PD93-01,751,,,0,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.352,0.114,1,0,0,
PD93-01,751,,12,1.44481,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.334,0.12,1,0,0,
PD93-01,751,,11,9.99824,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.37,0.06,1,0,0,
PD93-01,751,,10,19.9448,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.378,0.1,1,0,0,
PD93-01,751,,9,29.6062,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.563,0.099,1,0,0,
PD93-01,751,,8,39.6852,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.687,0.234,1,0,0,
PD93-01,751,,7,49.9998,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.634,0.299,1,0,0,
PD93-01,751,,6,60.065,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.422,0.216,1,0,0,
PD93-01,751,,5,69.9901,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.493,0.292,1,0,0,
PD93-01,751,,4,80.1317,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.466,0.27,1,0,0,
PD93-01,751,,3,109.77,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.202,0.166,1,0,0,
PD93-01,751,,2,149.432,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.046,0.107,1,0,0,
PD93-01,751,,1,200.766,"1993-01-30 00:00:00",-65.49833,-69.20333,,400,160,,0.006,0.041,1,0,0,
PD93-01,757,,,0,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.361,0.069,1,0,0,
PD93-01,757,,12,1.91464,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.238,0.167,1,0,0,
PD93-01,757,,11,9.89007,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.299,0.118,1,0,0,
PD93-01,757,,10,19.9991,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.326,0.165,1,0,0,
PD93-01,757,,9,29.8049,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.273,0.23,1,0,0,
PD93-01,757,,8,40.0807,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.51,0.324,1,0,0,
PD93-01,757,,7,49.8921,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.493,0.145,1,0,0,
PD93-01,757,,6,60.0822,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.317,0.248,1,0,0,
PD93-01,757,,5,69.8471,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.405,0.258,1,0,0,
PD93-01,757,,4,79.828,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.466,0.257,1,0,0,
PD93-01,757,,3,106.359,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.194,0.187,1,0,0,
PD93-01,757,,2,149.855,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.076,0.07,1,0,0,
PD93-01,757,,1,199.802,"1993-01-30 03:29:00",-65.495,-69.20167,,400,160,,0.011,0.024,1,0,0,
PD93-01,760,,,0,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.466,0.098,1,0,0,
PD93-01,760,,12,1.82412,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.378,0.174,1,0,0,
PD93-01,760,,11,9.81788,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.405,0.184,1,0,0,
PD93-01,760,,10,19.7649,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.51,0.078,1,0,0,
PD93-01,760,,9,30.0017,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.422,0.019,1,0,0,
PD93-01,760,,8,39.9183,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.687,0.172,1,0,0,
PD93-01,760,,7,50.0356,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.634,0.25,1,0,0,
PD93-01,760,,6,60.0822,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.51,0.226,1,0,0,
PD93-01,760,,5,69.9901,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.458,0.229,1,0,0,
PD93-01,760,,4,80.0248,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.422,0.216,1,0,0,
PD93-01,760,,3,108.065,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.282,0.221,1,0,0,
PD93-01,760,,2,149.82,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.061,0.064,1,0,0,
PD93-01,760,,1,200.082,"1993-01-30 06:32:00",-65.49667,-69.20333,,400,160,,0.012,0.017,1,0,0,
PD93-01,763,,,0,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.317,0.223,1,0,0,
PD93-01,763,,12,2.85362,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.396,0.095,1,0,0,
PD93-01,763,,11,9.9797,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.317,0.248,1,0,0,
PD93-01,763,,10,19.9265,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.396,0.254,1,0,0,
PD93-01,763,,9,29.9847,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.352,0.384,1,0,0,
PD93-01,763,,8,39.9551,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.599,0.236,1,0,0,
PD93-01,763,,7,50.0711,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.581,0.229,1,0,0,
PD93-01,763,,6,59.9397,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.475,0.236,1,0,0,
PD93-01,763,,5,69.6682,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.44,0.296,1,0,0,
PD93-01,763,,4,80.0248,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.422,0.314,1,0,0,
PD93-01,763,,3,103.604,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.264,0.116,1,0,0,
PD93-01,763,,2,149.943,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.063,0.062,1,0,0,
PD93-01,763,,1,199.995,"1993-01-30 09:29:00",-65.49667,-69.20167,,400,160,,0.017,0.026,1,0,0,
PD93-01,767,,,0,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.361,0.13,1,0,0,
PD93-01,767,,12,2.27584,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.352,0.114,1,0,0,
PD93-01,767,,11,9.9797,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.361,0.118,1,0,0,
PD93-01,767,,10,19.6925,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.458,0.18,1,0,0,
PD93-01,767,,9,30.0203,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.616,0.218,1,0,0,
PD93-01,767,,8,40.0619,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.519,0.217,1,0,0,
PD93-01,767,,7,49.9634,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.449,0.189,1,0,0,
PD93-01,767,,6,60.1361,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.484,0.313,1,0,0,
PD93-01,767,,5,70.0077,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.422,0.289,1,0,0,
PD93-01,767,,4,80.0248,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.449,0.287,1,0,0,
PD93-01,767,,3,106.359,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.229,0.213,1,0,0,
PD93-01,767,,2,149.89,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.076,0.082,1,0,0,
PD93-01,767,,1,200.03,"1993-01-30 12:26:00",-65.495,-69.2,,400,160,,0.018,0.029,1,0,0,
PD93-01,770,,,0,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.29,0.102,1,0,0,"dropped filter paper"
PD93-01,770,,12,1.24698,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.299,0.106,1,0,0,
PD93-01,770,,11,9.90839,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.326,0.092,1,0,0,
PD93-01,770,,10,19.8722,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.317,0.1,1,0,0,
PD93-01,770,,9,29.8404,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.378,0.161,1,0,0,
PD93-01,770,,8,40.1515,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.502,0.21,1,0,0,
PD93-01,770,,7,50.1068,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.493,0.219,1,0,0,
PD93-01,770,,6,59.9929,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.44,0.222,1,0,0,
PD93-01,770,,4,99.9767,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.246,0.281,1,0,0,
PD93-01,770,,3,149.89,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.087,0.102,1,0,0,
PD93-01,770,,2,199.469,"1993-01-30 15:28:00",-65.49667,-69.20333,,400,160,,0.018,0.039,1,0,0,
