"studyName","Event","Cast Number","Bottle","Depth (m)","Datetime GMT","Latitude (º)","Longitude (º)","Nominal Station","Grid Line","Grid Station","Irradiance (%)","Chlorophyll (mg/m³)","Phaeopigment (mg/m³)","Filter Code","Platform","Sampling Device","Notes"
PD91-09,-999,,,0,"1991-11-14 18:56:00",-63.85133,-64.1815,,700,110,,0.206,0.06,1,0,0,
PD91-09,-999,,,0,"1991-11-14 23:22:00",-63.732,-64.44417,,700,130,,0.172,0.072,1,0,0,
PD91-09,-999,,,0,"1991-11-16 00:23:00",-63.67833,-64.89167,,680,160,,0.187,0.086,1,0,0,NOT_filtered_when_taken.__Left_exposed_before_filtering._Filtered_at_0312
PD91-09,-999,,,0,"1991-11-16 01:39:00",-63.82333,-65.455,,660,160,,0.252,0.097,1,0,0,NOT_filtered_when_taken.__Left_exposed_before_filtering._Filtered_at_0312
PD91-09,-999,,,0,"1991-11-16 02:43:00",-63.95,-65.71833,,640,160,,0.266,0.101,1,0,0,NOT_filtered_when_taken.__Left_exposed_before_filtering._Filtered_at_0312
PD91-09,-999,,,0,"1991-11-16 03:10:00",-64.02833,-65.86,,,,,0.223,0.078,1,0,0,no_XBT
PD91-09,-999,,,0,"1991-11-16 03:45:00",-64.08833,-66.01667,,620,160,,0.28,0.077,1,0,0,
PD91-09,-999,,,0,"1991-11-16 09:50:00",-64.34,-66.5,,580,160,,0.259,0.089,1,0,0,XBT
PD91-09,-999,,,0,"1991-11-16 10:58:00",-64.475,-66.86333,,560,160,,0.438,0.088,1,0,0,xbt
PD91-09,-999,,,0,"1991-11-16 11:49:00",-64.585,-67.11,,540,160,,0.446,0.119,1,0,0,xbt
PD91-09,-999,,,0,"1991-11-16 12:56:00",-64.72633,-67.41883,,520,160,,0.482,0.074,1,0,0,xbt
PD91-09,-999,,,0,"1991-11-16 17:56:00",-64.90883,-67.50267,,500,150,,0.496,0.069,1,0,0,xbt
PD91-09,-999,,,0,"1991-11-16 23:32:00",-65.0395,-67.219,,500,130,,0.467,0.088,1,0,0,grid_500.140
PD91-09,-999,,,0,"1991-11-17 05:13:00",-65.15,-66.9,,500,110,,0.561,0.089,1,0,0,xbt_500.110
PD91-09,-999,,,0,"1991-11-18 22:26:00",-64.3975,-65.80783,,600,130,,0.158,0.049,1,0,0,xbt_atrack_600.130
PD91-09,-999,,,0,"1991-11-19 04:07:00",-64.52833,-65.46,,600,110,,0.18,0.037,1,0,0,xbt_atrack_grid_600.110
PD91-09,-999,,,0,"1991-11-19 08:15:00",-64.61667,-65.16667,,600,090,,0.139,0.031,1,0,0,XBT-Atrack_Grid_600.090
PD91-09,-999,,,0,"1991-11-19 13:55:00",-64.71667,-64.81667,,600,070,,0.553,0.115,1,0,0,XBT-Atrack
PD91-09,1,,12,2.14998,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.397,0.097,1,0,0,
PD91-09,1,,11,10.485,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.298,0.083,1,0,0,
PD91-09,1,,10,20.449,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.265,0.108,1,0,0,
PD91-09,1,,9,40.5466,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.284,0.123,1,0,0,
PD91-09,1,,8,60.4767,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.172,0.079,1,0,0,
PD91-09,1,,7,80.5597,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.107,0.058,1,0,0,
PD91-09,1,,6,90.6501,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.088,0.046,1,0,0,
PD91-09,1,,5,110.622,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.093,0.06,1,0,0,
PD91-09,1,,4,130.729,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.069,0.055,1,0,0,
PD91-09,1,,3,140.935,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.074,0.051,1,0,0,
PD91-09,1,,2,160.894,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.038,0.03,1,0,0,
PD91-09,1,,1,200.257,"1991-11-07 00:36:00",-64.83333,-64.05,,621,035,,0.019,0.031,1,0,0,
PD91-09,2,,,0,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.55,0.149,1,0,0,
PD91-09,2,,12,1.62607,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.284,0.088,1,0,0,
PD91-09,2,,11,5.344,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.265,0.108,1,0,0,
PD91-09,2,,10,10.6294,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.278,0.112,1,0,0,
PD91-09,2,,9,20.3587,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.245,0.119,1,0,0,
PD91-09,2,,8,30.5771,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.232,0.106,1,0,0,
PD91-09,2,,7,40.5647,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.238,0.117,1,0,0,
PD91-09,2,,6,60.5299,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.172,0.088,1,0,0,
PD91-09,2,,5,70.0794,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.119,0.08,1,0,0,
PD91-09,2,,4,80.4891,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.121,0.075,1,0,0,
PD91-09,2,,3,110.427,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.045,0.036,1,0,0,
PD91-09,2,,2,150.12,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.021,0.028,1,0,0,
PD91-09,2,,1,200.555,"1991-11-07 07:42:00",-64.9,-64.28333,,606,037,,0.024,0.029,1,0,0,
PD91-09,3,,,0,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.503,0.147,1,0,0,
PD91-09,3,,12,1,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.271,0.118,1,0,0,
PD91-09,3,,11,5.03756,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.284,0.114,1,0,0,
PD91-09,3,,10,10.2146,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.271,0.118,1,0,0,
PD91-09,3,,9,19.9088,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.245,0.11,1,0,0,
PD91-09,3,,8,30.1816,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.232,0.089,1,0,0,
PD91-09,3,,7,39.9183,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.258,0.106,1,0,0,
PD91-09,3,,6,40.1339,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.251,0.069,1,0,0,
PD91-09,3,,5,60.4405,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.205,0.055,1,0,0,
PD91-09,3,,4,80.0428,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.102,0.044,1,0,0,
PD91-09,3,,3,110.267,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.04,0.022,1,0,0,
PD91-09,3,,2,150.19,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.024,0.017,1,0,0,
PD91-09,3,,1,200.398,"1991-11-07 10:36:00",-64.9,-64.28333,,606,037,,0.021,0.022,1,0,0,
PD91-09,4,,,0,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.325,0.116,1,0,0,
PD91-09,4,,12,1.21056,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.278,0.112,1,0,0,
PD91-09,4,,11,4.96493,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.278,0.095,1,0,0,
PD91-09,4,,10,10.2323,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.324,0.074,1,0,0,
PD91-09,4,,9,20.6823,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.218,0.119,1,0,0,
PD91-09,4,,8,30.631,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.238,0.082,1,0,0,
PD91-09,4,,7,39.6311,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.265,0.108,1,0,0,
PD91-09,4,,6,59.9757,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.188,0.055,1,0,0,
PD91-09,4,,5,75.2235,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.145,0.048,1,0,0,
PD91-09,4,,4,80.0248,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.116,0.045,1,0,0,
PD91-09,4,,3,109.912,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.09,0.04,1,0,0,
PD91-09,4,,2,150.667,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.019,0.025,1,0,0,
PD91-09,4,,1,200.222,"1991-11-07 13:43:00",-64.9,-64.28333,,606,037,,0.021,0.022,1,0,0,
PD91-09,6,,,0,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.337,0.13,1,0,0,
PD91-09,6,,12,0.885994,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.364,0.069,1,0,0,
PD91-09,6,,11,5.14508,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.324,0.1,1,0,0,
PD91-09,6,,10,10.6656,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.404,0.116,1,0,0,
PD91-09,6,,9,20.2505,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.298,0.109,1,0,0,
PD91-09,6,,8,30.2004,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.271,0.092,1,0,0,
PD91-09,6,,7,40.2771,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.265,0.09,1,0,0,
PD91-09,6,,6,60.4229,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.185,0.083,1,0,0,
PD91-09,6,,5,74.8485,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.179,0.081,1,0,0,
PD91-09,6,,4,80.2032,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.159,0.021,1,0,0,
PD91-09,6,,3,110.161,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.069,0.034,1,0,0,
PD91-09,6,,2,150.579,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.026,0.017,1,0,0,
PD91-09,6,,1,200.03,"1991-11-07 16:41:00",-64.9,-64.28333,,606,037,,0.04,0.031,1,0,0,two_filters
PD91-09,7,,,0,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.463,0.126,1,0,0,
PD91-09,7,,12,0.903443,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.291,0.133,1,0,0,
PD91-09,7,,,5.3802,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.278,0.112,1,0,0,
PD91-09,7,,10,10.6468,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.271,0.092,1,0,0,
PD91-09,7,,9,20.377,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.265,0.09,1,0,0,
PD91-09,7,,8,30.1816,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.271,0.092,1,0,0,
PD91-09,7,,7,40.4031,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.258,0.088,1,0,0,
PD91-09,7,,6,59.2773,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.169,0.046,1,0,0,
PD91-09,7,,5,75.0087,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.114,0.017,1,0,0,
PD91-09,7,,4,80.2209,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.088,0.033,1,0,0,
PD91-09,7,,3,111.244,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.052,0.025,1,0,0,
PD91-09,7,,2,150.208,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.019,0.018,1,0,0,
PD91-09,7,,1,200.696,"1991-11-07 19:43:00",-64.9,-64.3,,606,038,,0.012,0.016,1,0,0,
PD91-09,9,,,0,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.284,0.071,1,0,0,
PD91-09,9,,12,0.84935,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.265,0.099,1,0,0,
PD91-09,9,,11,3.62966,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.251,0.121,1,0,0,
PD91-09,9,,10,9.96182,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.271,0.11,1,0,0,
PD91-09,9,,9,19.9448,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.225,0.095,1,0,0,
PD91-09,9,,8,30.0741,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.251,0.104,1,0,0,
PD91-09,9,,7,40.0807,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.251,0.104,1,0,0,
PD91-09,9,,6,59.7429,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.165,0.077,1,0,0,
PD91-09,9,,5,74.9381,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.157,0.07,1,0,0,
PD91-09,9,,4,80.2923,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.102,0.041,1,0,0,
PD91-09,9,,3,110.605,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.033,0.029,1,0,0,
PD91-09,9,,2,149.925,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.021,0.022,1,0,0,
PD91-09,9,,1,500.249,"1991-11-07 22:37:00",-65.08333,-64.3,,592,026,,0.007,0.021,1,0,0,
PD91-09,13,,,0,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.236,0.073,1,0,0,
PD91-09,13,,12,2.8715,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.184,0.069,1,0,0,
PD91-09,13,,11,5.25436,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.191,0.075,1,0,0,
PD91-09,13,,10,10.3228,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.2,0.066,1,0,0,
PD91-09,13,,9,20.1068,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.184,0.069,1,0,0,
PD91-09,13,,8,30.2004,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.175,0.066,1,0,0,
PD91-09,13,,7,40.3314,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.145,0.069,1,0,0,
PD91-09,13,,6,50.2145,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.118,0.068,1,0,0,
PD91-09,13,,5,60.2442,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.118,0.064,1,0,0,
PD91-09,13,,4,70.2583,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.106,0.064,1,0,0,
PD91-09,13,,3,80.2742,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.103,0.052,1,0,0,
PD91-09,13,,2,90.205,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.088,0.051,1,0,0,
PD91-09,13,,1,100.208,"1991-11-09 13:12:00",-64.85,-64.6,,602,053,,0.194,0.088,1,0,0,Sample_contaminated-kevlar_line_broken
PD91-09,16,,,0,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.216,0.085,1,0,0,
PD91-09,16,,12,0.84935,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.175,0.074,1,0,0,
PD91-09,16,,11,4.87485,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.197,0.077,1,0,0,
PD91-09,16,,10,10.0523,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.178,0.071,1,0,0,
PD91-09,16,,9,19.9991,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.175,0.07,1,0,0,
PD91-09,16,,8,30.0203,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.151,0.063,1,0,0,
PD91-09,16,,7,40.0975,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.124,0.058,1,0,0,
PD91-09,16,,6,50.053,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.1,0.059,1,0,0,
PD91-09,16,,5,60.1003,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.097,0.054,1,0,0,
PD91-09,16,,4,70.1147,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.088,0.047,1,0,0,
PD91-09,16,,3,81.2025,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.082,0.049,1,0,0,
PD91-09,16,,2,100.101,"1991-11-09 16:14:00",-64.85,-64.6,,602,053,,0.079,0.048,1,0,0,
PD91-09,18,,3,100.12,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.041,0.017,1,0,0,
PD91-09,18,,2,150.12,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.016,0.011,1,0,0,
PD91-09,18,,1,200.065,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.011,0.019,1,0,0,
PD91-09,18,,,0,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.316,0.154,1,0,0,
PD91-09,18,,12,0.993962,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.191,0.087,1,0,0,
PD91-09,18,,11,1.48102,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.208,0.078,1,0,0,Ran_out_of_water
PD91-09,18,,10,10.1963,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.178,0.075,1,0,0,
PD91-09,18,,9,20.215,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.184,0.073,1,0,0,
PD91-09,18,,8,30.5056,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.172,0.073,1,0,0,
PD91-09,18,,7,40.5106,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.145,0.069,1,0,0,
PD91-09,18,,6,50.5012,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.109,0.053,1,0,0,
PD91-09,18,,5,60.3152,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.079,0.052,1,0,0,
PD91-09,18,,4,80.0781,"1991-11-10 13:25:00",-64.91667,-64.43333,,600,040,,0.079,0.027,1,0,0,
PD91-09,19,,,0,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.309,0.152,1,0,0,
PD91-09,19,,11,1.95084,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.18,0.112,1,0,0,
PD91-09,19,,12,1.9,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.172,0.11,1,0,0,
PD91-09,19,,10,4.9104,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.18,0.103,1,0,0,
PD91-09,19,,9,9.96182,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.172,0.119,1,0,0,
PD91-09,19,,8,19.9265,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.187,0.086,1,0,0,
PD91-09,19,,7,29.9847,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.23,0.062,1,0,0,
PD91-09,19,,6,39.9911,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.157,0.084,1,0,0,
PD91-09,19,,5,49.3361,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.145,0.069,1,0,0,
PD91-09,19,,4,60.1193,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.093,-0.025,1,0,0,
PD91-09,19,,3,80.0248,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.03,0.016,1,0,0,
PD91-09,19,,2,110.037,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.018,0.017,1,0,0,
PD91-09,19,,1,149.908,"1991-11-10 17:05:00",-64.91667,-64.45,,600,040,,0.011,0.018,1,0,0,
PD91-09,21,,,0,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.218,0.087,1,0,0,
PD91-09,21,,12,1.57154,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.187,0.109,1,0,0,
PD91-09,21,,11,10.2689,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.194,0.084,1,0,0,
PD91-09,21,,10,15.2262,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.194,0.088,1,0,0,
PD91-09,21,,9,20.3404,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.151,0.074,1,0,0,
PD91-09,21,,8,25.002,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.187,0.094,1,0,0,
PD91-09,21,,7,30.6665,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.187,0.094,1,0,0,
PD91-09,21,,6,35.2676,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.191,0.083,1,0,0,
PD91-09,21,,5,40.2954,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.194,0.088,1,0,0,
PD91-09,21,,4,80.6135,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.097,0.046,1,0,0,
PD91-09,21,,3,125.008,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.033,0.02,1,0,0,
PD91-09,21,,2,492,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.003,0.015,1,0,0,
PD91-09,21,,1,500,"1991-11-10 22:06:00",-64.91667,-64.45,,599,043,,0.002,0.016,1,0,0,
PD91-09,24,,,0,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.223,0.078,1,0,0,
PD91-09,24,,12,1,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.2,0.081,1,0,0,
PD91-09,24,,11,5.14508,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.2,0.081,1,0,0,
PD91-09,24,,10,10.4667,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.206,0.067,1,0,0,
PD91-09,24,,9,20.2505,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.187,0.07,1,0,0,
PD91-09,24,,8,30.3794,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.194,0.064,1,0,0,
PD91-09,24,,7,40.3314,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.178,0.047,1,0,0,
PD91-09,24,,6,50.2324,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.091,0.048,1,0,0,
PD91-09,24,,5,60.3512,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.115,0.055,1,0,0,
PD91-09,24,,4,80.257,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.079,0.037,1,0,0,
PD91-09,24,,3,125.186,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.03,0.024,1,0,0,
PD91-09,24,,2,250.105,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.009,0.021,1,0,0,
PD91-09,24,,1,499.632,"1991-11-11 19:27:00",-64.91667,-64.45,,599,043,,0.017,0.012,1,0,0,Bops_Yo-yo
PD91-09,26,,,0,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.525,0.106,1,0,0,
PD91-09,26,,12,1.67994,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.517,0.075,1,0,0,
PD91-09,26,,11,9.9797,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.482,0.102,1,0,0,
PD91-09,26,,10,20.0166,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.51,0.073,1,0,0,
PD91-09,26,,9,29.9847,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.575,0.102,1,0,0,
PD91-09,26,,8,39.9551,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.568,0.11,1,0,0,
PD91-09,26,,7,49.9634,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.244,0.113,1,0,0,
PD91-09,26,,6,59.9216,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.252,0.087,1,0,0,
PD91-09,26,,5,69.9543,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.23,0.09,1,0,0,
PD91-09,26,,4,80.7201,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.203,0.063,1,0,0,
PD91-09,26,,3,99.6395,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.172,0.053,1,0,0,
PD91-09,26,,2,149.961,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.059,0.038,1,0,0,
PD91-09,26,,1,498.249,"1991-11-12 17:56:00",-64.86667,-63.78333,,625,022,,0.013,0.037,1,0,0,
PD91-09,30,,,0,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.802,0.224,1,0,0,
PD91-09,30,,12,3,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.489,0.057,1,0,0,
PD91-09,30,,11,4.9104,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.503,0.061,1,0,0,
PD91-09,30,,10,11.1162,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.496,0.059,1,0,0,
PD91-09,30,,9,19.891,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.467,0.069,1,0,0,
PD91-09,30,,8,31.3143,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.517,0.085,1,0,0,
PD91-09,30,,7,40.2594,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.273,0.066,1,0,0,
PD91-09,30,,6,60.6378,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.575,0.102,1,0,0,
PD91-09,30,,5,80.2923,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.632,0.12,1,0,0,
PD91-09,30,,4,100.546,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.201,0.053,1,0,0,
PD91-09,30,,3,151.902,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.028,0.034,1,0,0,
PD91-09,30,,2,200.766,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.012,0.026,1,0,0,
PD91-09,30,,1,298.47,"1991-11-13 07:59:00",-64.25,-63.03333,,700,040,,0.009,0.024,1,0,0,
PD91-09,39,,,0,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.84,0.137,1,0,0,
PD91-09,39,,1,1.33728,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.18,0.065,1,0,0,
PD91-09,39,,12,7.92437,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.578,0.179,1,0,0,
PD91-09,39,,11,14.9189,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.625,0.118,1,0,0,
PD91-09,39,,10,24.8945,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.64,0.075,1,0,0,
PD91-09,39,,9,37.6566,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.625,0.071,1,0,0,
PD91-09,39,,8,44.8357,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.632,0.064,1,0,0,
PD91-09,39,,7,55.0522,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.618,0.135,1,0,0,
PD91-09,39,,6,64.8598,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.482,0.074,1,0,0,
PD91-09,39,,5,79.7574,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.417,0.11,1,0,0,
PD91-09,39,,4,99.9952,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.316,0.098,1,0,0,
PD91-09,39,,3,149.713,"1991-11-13 17:55:00",-64.38333,-62.9,,700,020,,0.169,0.056,1,0,0,
