"studyName","Event","Cast","Bottle","Datetime GMT","Station Name","Line","Station","Latitude (º)","Longitude (º)","Irradiance (%)","Depth (m)","[PO4]3- (µmol/L)","[SiO4]4- (µmol/L)","[NO2]- (µmol/L)","[NO3]- (µmol/L)","[NH4]+ (µmol/L)","Nitrite and Nitrate (µmol/L)","Notes"
PD91-09,1,,12,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,2.2,,,,,,,
PD91-09,1,,11,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,10.5,,,,,,,
PD91-09,1,,10,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,20.5,,,,,,,
PD91-09,1,,9,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,40.5,,,,,,,
PD91-09,1,,8,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,60.5,,,,,,,
PD91-09,1,,7,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,80.6,,,,,,,
PD91-09,1,,6,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,91,,,,,,,
PD91-09,1,,5,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,110.6,,,,,,,
PD91-09,1,,4,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,130.7,,,,,,,
PD91-09,1,,3,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,140.9,,,,,,,
PD91-09,1,,2,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,160.9,,,,,,,
PD91-09,1,,1,"1991-11-07 00:36:00",619.035,618.842,34.5682,-64.83818333,-64.05165,,200.3,,,,,,,
PD91-09,2,,12,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,1.6,1.9,30,0,20.1,17.6,20.1,
PD91-09,2,,11,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,5.3,1.3,35.4,0.3,25.9,20.3,26.2,
PD91-09,2,,10,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,10.6,1.4,58,0.2,22.8,25.6,23,
PD91-09,2,,9,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,20.3,1.9,50.5,0.2,22.9,23.1,23.1,
PD91-09,2,,8,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,30.6,1.9,42.1,0.3,24.7,20.1,25,
PD91-09,2,,7,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,40.6,1.6,38.7,0.1,17.6,16.3,17.7,
PD91-09,2,,6,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,60.5,2,53,0.1,18.7,35.8,18.8,
PD91-09,2,,5,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,70.1,1.9,42.1,,21.5,19.9,,
PD91-09,2,,4,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,80.5,2.1,47.9,0,23.8,29.5,23.8,
PD91-09,2,,3,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,110.4,,,,,,,
PD91-09,2,,2,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,150.1,,,,,,,
PD91-09,2,,1,"1991-11-07 07:30:00",607.04,607.074,39.5924,-64.88833333,-64.295,,200.6,,,,,,,
PD91-09,3,,12,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,1.3,,,,,,,
PD91-09,3,,11,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,5,,,,,,,
PD91-09,3,,10,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,10.2,,,,,,,
PD91-09,3,,9,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,19.9,,,,,,,
PD91-09,3,,8,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,30.2,,,,,,,
PD91-09,3,,7,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,39.9,,,,,,,
PD91-09,3,,6,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,40.1,,,,,,,
PD91-09,3,,5,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,60.4,,,,,,,
PD91-09,3,,4,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,80,,,,,,,
PD91-09,3,,3,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,110.3,,,,,,,
PD91-09,3,,2,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,150.2,,,,,,,
PD91-09,3,,1,"1991-11-07 10:25:00",607.04,607.074,39.5924,-64.88833333,-64.295,,200.4,,,,,,,
PD91-09,4,,12,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,1.2,1.9,78.2,0,21.5,0.2,21.5,
PD91-09,4,,11,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,5,1.8,46.7,0.1,20,29.4,20.1,
PD91-09,4,,10,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,10.2,2.1,72.6,0.1,27.7,1.1,27.8,
PD91-09,4,,9,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,20.7,2.5,67,0.1,28.9,1.4,29,
PD91-09,4,,8,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,30.6,1.8,37.1,0.2,21.5,28.5,21.7,
PD91-09,4,,7,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,39.6,2.1,48.4,0.3,22.4,40,22.7,
PD91-09,4,,6,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,60,2.1,52.4,0.2,22.6,26.8,22.8,
PD91-09,4,,5,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,75.2,,,,,,,
PD91-09,4,,4,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,80,1.9,46.3,0.1,25.4,31.9,25.5,
PD91-09,4,,3,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,109.9,,,,,,,
PD91-09,4,,2,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,150.7,2.5,66.5,0.1,30.3,41.9,30.4,
PD91-09,4,,1,"1991-11-07 13:33:00",607.04,607.074,39.5924,-64.88833333,-64.295,,200.2,,,,,,,
PD91-09,6,,12,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,0.9,1.8,58.8,0.1,20.4,27.9,20.5,
PD91-09,6,,11,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,5.1,1.9,67.3,0.4,35.1,27.9,35.5,
PD91-09,6,,10,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,10.7,2.1,63.7,0.2,27.4,25.6,27.6,
PD91-09,6,,9,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,20.2,1.5,47.3,0.1,21.3,7.5,21.4,
PD91-09,6,,8,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,30.2,1.9,45.8,0.2,26.1,14.7,26.3,
PD91-09,6,,7,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,40.3,1.9,48.5,0.1,26.7,37.7,26.8,
PD91-09,6,,6,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,60.4,1.9,48.7,0.1,23.1,24,23.2,
PD91-09,6,,5,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,74.9,1.8,43.6,0.2,23.1,20.3,23.3,
PD91-09,6,,4,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,80.2,2.4,27.8,0.1,29,12.6,29.1,
PD91-09,6,,3,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,110.2,,,,,,,
PD91-09,6,,2,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,150.6,,,,,,,
PD91-09,6,,1,"1991-11-07 16:24:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,200,,,,,,,
PD91-09,7,,12,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,0.9,,,,,,,
PD91-09,7,,11,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,5.4,,,,,,,
PD91-09,7,,10,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,10.6,,,,,,,
PD91-09,7,,9,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,20.4,,,,,,,
PD91-09,7,,8,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,30.2,,,,,,,
PD91-09,7,,7,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,40.4,,,,,,,
PD91-09,7,,6,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,59.3,,,,,,,
PD91-09,7,,5,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,75,,,,,,,
PD91-09,7,,4,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,80.2,,,,,,,
PD91-09,7,,3,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,111.2,,,,,,,
PD91-09,7,,2,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,150.2,,,,,,,
PD91-09,7,,1,"1991-11-07 19:29:00",606.04,605.607,38.5609,-64.9036,-64.29863333,,200.7,,,,,,,
PD91-09,9,,12,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,0.9,1.9,52.5,0.2,22.2,3.7,22.4,
PD91-09,9,,11,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,3.6,1.6,48.4,0.2,17.5,35.5,17.7,
PD91-09,9,,10,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,10,1.6,56.8,0.2,22.6,2.9,22.8,
PD91-09,9,,9,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,20,1.6,39.4,0.1,22.1,17.2,22.2,
PD91-09,9,,8,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,30,1.3,64.3,0.1,15.9,40.9,16,
PD91-09,9,,7,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,40.1,1.9,51.6,0.2,26.1,34.3,26.3,
PD91-09,9,,6,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,59.7,1.9,57.5,0.2,26,40.1,26.2,
PD91-09,9,,5,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,74.9,,,,,,,
PD91-09,9,,4,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,80.3,2,59.9,0,24.7,29.4,24.7,
PD91-09,9,,3,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,110.6,,,,,,,
PD91-09,9,,2,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,149.9,1.6,47,0.1,22.2,18.1,22.3,
PD91-09,9,,1,"1991-11-07 22:19:00",606.04,604.941,38.984,-64.90616667,-64.31466667,,500.3,,,,,,,
PD91-09,13,,12,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,2.9,2,52.3,0.1,27.6,10.2,27.7,
PD91-09,13,,11,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,5.3,2.3,68.3,0.1,28.6,5.1,28.7,
PD91-09,13,,10,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,10.3,1.6,38.6,0.1,20.7,7.3,20.8,
PD91-09,13,,9,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,20.1,2.5,63,0,29.2,8.6,29.2,
PD91-09,13,,8,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,30.2,1.8,55,0.1,31,33.8,31.1,
PD91-09,13,,7,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,40.3,1.6,54.4,0,30.3,37.9,30.3,
PD91-09,13,,6,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,50.3,,,,,,,
PD91-09,13,,5,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,60.3,1.3,24.9,,18.3,20.5,,
PD91-09,13,,4,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,70.3,,,,,,,
PD91-09,13,,3,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,80.3,2,61.1,0,28.1,1,28.1,
PD91-09,13,,2,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,90.2,,,,,,,
PD91-09,13,,1,"1991-11-09 13:05:00",600.054,599.909,52.9775,-64.85738333,-64.60735,,110.2,1.8,54.4,0,20.7,26.5,20.7,
PD91-09,16,,12,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,0.9,,,,,,,
PD91-09,16,,11,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,4.9,,,,,,,
PD91-09,16,,10,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,10,,,,,,,
PD91-09,16,,9,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,20,,,,,,,
PD91-09,16,,8,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,30,,,,,,,
PD91-09,16,,7,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,40.1,,,,,,,
PD91-09,16,,6,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,50,,,,,,,
PD91-09,16,,5,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,60.1,,,,,,,
PD91-09,16,,4,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,70.1,,,,,,,
PD91-09,16,,3,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,81.2,,,,,,,
PD91-09,16,,2,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,100.1,,,,,,,
PD91-09,16,,1,"1991-11-09 16:02:00",600.054,599.909,52.9775,-64.8574,-64.60715,,100.1,,,,,,,
PD91-09,18,,12,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,1,1.8,56.7,0,27,22.3,27,
PD91-09,18,,11,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,1.5,,,,,,,
PD91-09,18,,10,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,10.2,1.6,51.2,0.1,24.8,11.6,24.9,
PD91-09,18,,9,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,20.2,1.6,38.7,0.1,23.4,23.6,23.5,
PD91-09,18,,8,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,30.2,1.4,35.5,0.1,28.5,11.9,28.6,
PD91-09,18,,7,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,40.5,1.7,40.5,0.1,24.2,21.8,24.3,
PD91-09,18,,6,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,50.5,,,,,,,
PD91-09,18,,5,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,60.3,15.6,42.5,0,27,18,27,
PD91-09,18,,4,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,80.1,2.5,44,,12.1,21.9,,
PD91-09,18,,3,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,100.1,2.6,36.6,,14.5,29.7,,
PD91-09,18,,2,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,150.1,2.5,46.3,0,20.8,22.1,20.8,
PD91-09,18,,1,"1991-11-10 13:00:00",600.042,599.764,42.1837,-64.92166667,-64.43833333,,200.1,,,,,,,
PD91-09,19,,12,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,1.9,,,,,,,
PD91-09,19,,11,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,4.9,,,,,,,
PD91-09,19,,10,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,10,,,,,,,
PD91-09,19,,9,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,20,,,,,,,
PD91-09,19,,8,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,30,,,,,,,
PD91-09,19,,7,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,40,,,,,,,
PD91-09,19,,6,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,49.3,,,,,,,
PD91-09,19,,5,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,60.1,,,,,,,
PD91-09,19,,4,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,80,,,,,,,
PD91-09,19,,3,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,110,,,,,,,
PD91-09,19,,2,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,149.9,,,,,,,
PD91-09,19,,1,"1991-11-10 16:55:00",600.042,598.177,42.3003,-64.93166667,-64.46166667,,200,,,,,,,
PD91-09,21,,12,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,1.6,,,,,,,
PD91-09,21,,11,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,10.3,,,,,,,
PD91-09,21,,10,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,15.2,,,,,,,
PD91-09,21,,9,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,20.3,,,,,,,
PD91-09,21,,8,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,25,,,,,,,
PD91-09,21,,7,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,30.7,,,,,,,
PD91-09,21,,6,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,35.3,,,,,,,
PD91-09,21,,5,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,40.3,,,,,,,
PD91-09,21,,4,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,80.6,,,,,,,
PD91-09,21,,3,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,125,,,,,,,
PD91-09,21,,2,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,492,,,,,,,
PD91-09,21,,1,"1991-11-10 21:48:00",600.042,598.489,41.9452,-64.93185,-64.45215,,500,,,,,,,
PD91-09,24,,12,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,1,2.4,48.3,0.1,20.2,26.5,20.3,
PD91-09,24,,11,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,5.2,,,,,,,
PD91-09,24,,10,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,10.5,2.5,41.8,0,16,13.2,16,
PD91-09,24,,9,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,20.3,2.4,43.2,0,27.2,11.2,27.2,
PD91-09,24,,8,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,30.4,2.8,47,0.1,19,12.1,19.1,
PD91-09,24,,7,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,40.3,2.4,43.5,0.1,18.1,17.8,18.2,
PD91-09,24,,6,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,50.2,,,,,,,
PD91-09,24,,5,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,60.3,2.5,27.7,0,23.1,13.1,23.1,
PD91-09,24,,4,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,80.3,1.8,27.5,0,28.1,9.6,28.1,
PD91-09,24,,3,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,125.2,1.7,48.5,0,27.9,25.7,27.9,
PD91-09,24,,2,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,250.1,2.2,54.1,,21.7,0.1,,
PD91-09,24,,1,"1991-11-11 16:00:00",600.042,597.969,42.3687,-64.93266667,-64.46633333,,499.6,,,,,,,
PD91-09,26,,12,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,1.7,2,39.4,0.1,24.4,16.8,24.5,
PD91-09,26,,11,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,10,1.8,47,0.1,25,20,25.1,
PD91-09,26,,10,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,20,1.8,39.8,0,25,20.4,25,
PD91-09,26,,9,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,30,1.5,51.2,0,25.5,13.5,25.5,
PD91-09,26,,8,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,40,1.9,53.3,0.1,22.3,23.1,22.4,
PD91-09,26,,7,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,50,1.7,46,0.1,23.3,9.2,23.4,
PD91-09,26,,6,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,59.9,2.5,46.3,0,23.7,35.7,23.7,
PD91-09,26,,5,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,69.9,2,53.6,0.1,22.4,40.2,22.5,
PD91-09,26,,4,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,80.7,1.8,48.4,0,28.7,27.6,28.7,
PD91-09,26,,3,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,99.6,1.7,48.4,,28.8,17.9,,
PD91-09,26,,2,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,150,1.9,53.4,0,23.5,19.1,23.5,
PD91-09,26,,1,"1991-11-12 17:33:00",624.027,624.015,21.9333,-64.8765,-63.779,,498.2,2.2,63.8,0,27.1,2.7,27.1,
PD91-09,30,,12,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,3.4,1.6,50.6,0,25,18.7,25,
PD91-09,30,,11,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,4.9,1.7,54.9,0.1,19.6,25.2,19.7,
PD91-09,30,,10,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,11.1,1.6,42.5,0.1,26.5,12.9,26.6,
PD91-09,30,,9,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,19.9,1.8,31.4,0,17.3,23.7,17.3,
PD91-09,30,,8,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,31.3,1.7,42.1,0.1,20.7,22,20.8,
PD91-09,30,,7,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,40.3,1.8,44.7,0.1,27.1,14.8,27.2,
PD91-09,30,,6,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,60.6,1.8,46.4,0.1,24.3,11.2,24.4,
PD91-09,30,,5,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,80.3,1.7,52.5,0.1,17.6,19.7,17.7,
PD91-09,30,,4,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,100.5,1.9,57.9,0.2,25.6,16.7,25.8,
PD91-09,30,,3,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,151.9,2,44,-0.1,19.7,31,19.6,
PD91-09,30,,2,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,200.8,1.9,42.8,0,24.1,26.4,24.1,
PD91-09,30,,1,"1991-11-13 07:35:00",700.04,700.578,40.0923,-64.24833333,-63.03333333,,298.6,1.8,45.9,,18.4,11.2,,
PD91-09,39,,12,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,1.3,1.6,42.9,0.1,18.5,32.7,18.6,
PD91-09,39,,11,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,7.9,1.9,53.5,0.1,20,5.4,20.1,
PD91-09,39,,10,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,14.9,1.9,50.2,0.1,19.8,16.5,19.9,
PD91-09,39,,9,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,24.9,1.8,47.5,0.1,21.8,7.6,21.9,
PD91-09,39,,8,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,37.7,1.8,50,0.1,20.9,20.7,21,
PD91-09,39,,7,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,44.8,1.9,48.7,0.1,19.2,23.2,19.3,
PD91-09,39,,6,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,55.1,1.9,53.1,0.2,18.5,37.7,18.7,
PD91-09,39,,5,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,64.9,2.1,53.6,0.1,25.7,31.9,25.8,
PD91-09,39,,4,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,79.8,2,50.6,0,20.3,20.4,20.3,
PD91-09,39,,3,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,100,,,,,,,
PD91-09,39,,2,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,149.7,2.4,69.6,0,21.5,0.8,21.5,
PD91-09,39,,1,"1991-11-13 17:42:00",693.03,692.529,25.5829,-64.3865,-62.91033333,,250,,,,,,,
PD91-09,48,,12,"1991-11-14 03:33:00",700.06,700.034,59.9119,-64.13716667,-63.352,,0.6,2,45.7,0.1,27.2,27.2,27.3,
PD91-09,48,,11,"1991-11-14 03:33:00",700.06,700.034,59.9119,-64.13716667,-63.352,,1.9,2.3,59.6,0,25.5,2.9,25.5,
PD91-09,48,,10,"1991-11-14 03:33:00",700.06,700.034,59.9119,-64.13716667,-63.352,,14.1,1.9,44.4,0.1,20.2,12.5,20.3,
