"studyName","Event","Cast","Bottle","Datetime GMT","Station Name","Line","Station","Latitude (º)","Longitude (º)","Irradiance (%)","Depth (m)","[PO4]3- (µmol/L)","[SiO4]4- (µmol/L)","[NO2]- (µmol/L)","[NO3]- (µmol/L)","[NH4]+ (µmol/L)","Nitrite and Nitrate (µmol/L)","Notes"
NBP93-02,600,,1,"1993-04-26 05:56:00",200.2,199.963,199.841,-66.4455,-73.0312,,590,2.543,90.71,0.023,,,33.45,CTD
NBP93-02,497,,11,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,1,1.81,69.78,0.236,,,25.72,CTD
NBP93-02,497,,10,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,20,1.729,67.46,0.231,,,25.32,CTD
NBP93-02,497,,9,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,40,1.75,63.46,0.245,,,25.26,CTD
NBP93-02,497,,8,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,65,1.806,64.76,0.263,,,26.38,CTD
NBP93-02,497,,7,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,75,2.001,75.61,0.273,,,28.76,CTD
NBP93-02,497,,6,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,90,2.129,77.84,0.162,,,30.71,CTD
NBP93-02,497,,5,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,110,2.221,80.83,0.148,,,31.32,CTD
NBP93-02,497,,4,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,150,2.29,89.17,0.151,,,32.62,CTD
NBP93-02,497,,3,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,200,2.352,95.28,0.032,,,33.61,CTD
NBP93-02,497,,1,"1993-04-22 16:10:00",300.04,299.853,39.647,-66.8943,-68.918,,620,2.231,109.7,0.097,,,32.86,CTD
NBP93-02,494,,11,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,1,,,,,,,CTD
NBP93-02,494,,10,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,20,,,,,,,CTD
NBP93-02,494,,9,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,35,1.783,60.66,0.26,,,25.79,CTD
NBP93-02,494,,8,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,50,1.806,61.22,0.262,,,25.75,CTD
NBP93-02,494,,7,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,75,1.729,61.96,0.262,,,25.68,CTD
NBP93-02,494,,6,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,90,1.979,72.51,0.205,,,30.24,CTD
NBP93-02,494,,5,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,110,2.156,79.34,0.123,,,31.76,CTD
NBP93-02,494,,4,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,125,2.22,83.38,0.261,,,32.38,CTD
NBP93-02,494,,3,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,150,2.289,89.82,0.083,,,33.2,CTD
NBP93-02,494,,1,"1993-04-22 13:04:00",300.06,300.028,60.195,-66.7617,-69.2423,,183,2.303,94.29,0.033,,,33.71,CTD
NBP93-02,486,,11,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,1,1.744,63.54,0.242,,,25.58,CTD
NBP93-02,486,,10,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,20,1.746,61.46,0.237,,,25.59,CTD
NBP93-02,486,,9,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,40,1.788,58.8,0.24,,,25.99,CTD
NBP93-02,486,,8,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,60,1.805,59.73,0.286,,,26.83,CTD
NBP93-02,486,,7,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,75,1.944,67.42,0.262,,,29.22,CTD
NBP93-02,486,,6,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,85,2.038,71.15,0.217,,,30.33,CTD
NBP93-02,486,,5,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,95,2.076,74.87,0.308,,,31.15,CTD
NBP93-02,486,,4,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,125,2.169,78.9,0.06,,,32.22,CTD
NBP93-02,486,,3,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,240,2.337,92.79,0.089,,,34.12,CTD
NBP93-02,486,,1,"1993-04-22 06:48:00",300.08,300.954,79.661,-66.6307,-69.534,,377,2.338,106.65,0.014,,,33.68,CTD
NBP93-02,475,,11,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,1,1.943,63.4,0.268,,,26.08,BOPS/455m/12btls
NBP93-02,475,,10,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,20,1.878,63.58,0.258,,,26.09,BOPS/455m/12btls
NBP93-02,475,,9,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,40,1.93,63.54,0.264,,,26.1,BOPS/455m/12btls
NBP93-02,475,,8,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,50,1.935,62.85,0.259,,,26.07,BOPS/455m/12btls
NBP93-02,475,,7,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,75,2.105,75.27,0.199,,,29.91,BOPS/455m/12btls
NBP93-02,475,,6,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,105,2.272,81.5,0.103,,,31.36,BOPS/455m/12btls
NBP93-02,475,,5,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,200,2.444,100.12,0.027,,,33.8,BOPS/455m/12btls
NBP93-02,475,,4,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,250,2.434,99.26,0.027,,,33.92,BOPS/455m/12btls
NBP93-02,475,,3,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,300,2.742,102.42,0.006,,,33.95,BOPS/455m/12btls
NBP93-02,475,,1,"1993-04-21 23:20:00",300.1,300.182,99.9,-66.5047,-69.8622,,455,2.585,107.37,0.058,,,32.76,BOPS/455m/12btls
NBP93-02,469,,11,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,1,2.007,61.88,0.244,,,26.04,BOPS/440m/12btls
NBP93-02,469,,10,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,20,2.002,61.63,0.246,,,25.99,BOPS/440m/12btls
NBP93-02,469,,9,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,30,2.026,61.58,0.231,,,25.99,BOPS/440m/12btls
NBP93-02,469,,8,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,50,2.125,61.86,0.244,,,26.06,BOPS/440m/12btls
NBP93-02,469,,7,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,70,2.217,63.37,0.237,,,27.47,BOPS/440m/12btls
NBP93-02,469,,6,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,85,2.22,60.66,0.248,,,27.96,BOPS/440m/12btls
NBP93-02,469,,5,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,100,2.455,77.19,0.162,,,31.07,BOPS/440m/12btls
NBP93-02,469,,4,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,150,2.528,85.76,0.036,,,33.03,BOPS/440m/12btls
NBP93-02,469,,3,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,280,2.727,90.82,0.022,,,33.87,BOPS/440m/12btls
NBP93-02,469,,1,"1993-04-21 18:30:00",300.12,300.202,119.749,-66.3757,-70.1682,,445,2.685,99.64,0.048,,,33,BOPS/440m/12btls
NBP93-02,463,,11,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,1,1.91,58.68,0.218,,,25.71,BOPS/480m/12btls
NBP93-02,463,,10,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,20,1.932,58.07,0.217,,,25.65,BOPS/480m/12btls
NBP93-02,463,,9,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,40,1.917,57.65,0.212,,,25.63,BOPS/480m/12btls
NBP93-02,463,,8,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,60,1.976,53.56,0.252,,,26.04,BOPS/480m/12btls
NBP93-02,463,,7,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,80,2.103,61.92,0.257,,,29.09,BOPS/480m/12btls
NBP93-02,463,,6,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,100,2.43,79.82,0.082,,,31.59,BOPS/480m/12btls
NBP93-02,463,,5,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,125,2.446,86.73,0.083,,,32.15,BOPS/480m/12btls
NBP93-02,463,,4,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,150,2.525,84.31,0.113,,,33.29,BOPS/480m/12btls
NBP93-02,463,,3,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,250,2.545,88.48,0.037,,,33.88,BOPS/480m/12btls
NBP93-02,463,,1,"1993-04-21 14:09:00",300.14,300.046,139.957,-66.2448,-70.4793,,480,2.503,100.96,0.063,,,33.11,BOPS/480m/12btls
NBP93-02,461,,11,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,1,1.853,44.44,0.245,,,26.07,BOPS/472m/12btls
NBP93-02,461,,10,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,15,1.901,44.74,0.239,,,26.02,BOPS/472m/12btls
NBP93-02,461,,9,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,40,1.946,45.47,0.236,,,25.9,BOPS/472m/12btls
NBP93-02,461,,8,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,65,1.905,44.93,0.223,,,25.9,BOPS/472m/12btls
NBP93-02,461,,7,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,80,1.877,44.57,0.221,,,25.77,BOPS/472m/12btls
NBP93-02,461,,6,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,90,1.925,49.71,0.223,,,26.62,BOPS/472m/12btls
NBP93-02,461,,5,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,100,2.221,71.08,0.156,,,30.76,BOPS/472m/12btls
NBP93-02,461,,4,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,175,2.38,82.83,0.022,,,32.93,BOPS/472m/12btls
NBP93-02,461,,3,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,200,2.423,84.83,0,,,33.31,BOPS/472m/12btls
NBP93-02,461,,1,"1993-04-21 11:40:00",300.16,300.128,159.981,-66.1132,-70.7807,,470,2.476,100.52,0.063,,,33.4,BOPS/472m/12btls
NBP93-02,445,,11,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,1,1.677,48.58,0.207,,,26.52,BOPS/200m/12btls
NBP93-02,444,,8,"1993-04-19 06:22:00",300.18,300.306,179.782,-65.9818,-71.074,,1,1.878,46.36,0.187,,,26.44,CTD
NBP93-02,445,,10,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,20,1.654,47.85,0.189,,,26.39,BOPS/200m/12btls
NBP93-02,445,,9,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,40,2.023,47.28,0.204,,,26.41,BOPS/200m/12btls
NBP93-02,445,,8,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,65,1.693,49.9,0.218,,,27.45,BOPS/200m/12btls
NBP93-02,445,,7,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,75,1.853,65.66,0.237,,,30.53,BOPS/200m/12btls
NBP93-02,445,,6,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,85,1.905,68.69,0.196,,,31.85,BOPS/200m/12btls
NBP93-02,445,,5,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,95,2.34,82.61,0,,,34.86,BOPS/200m/12btls
NBP93-02,444,,7,"1993-04-19 06:22:00",300.18,300.306,179.782,-65.9818,-71.074,,100,2.299,67.01,0.037,,,32.42,CTD
NBP93-02,445,,4,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,120,2.269,77.96,0.017,,,33,BOPS/200m/12btls
NBP93-02,445,,3,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,150,2.332,79.09,0.001,,,33.86,BOPS/200m/12btls
NBP93-02,445,,1,"1993-04-19 08:42:00",300.18,300.055,180.215,-65.9805,-71.0845,,200,2.228,71.03,0.051,,,32.32,BOPS/200m/12btls
NBP93-02,444,,6,"1993-04-19 06:22:00",300.18,300.306,179.782,-65.9818,-71.074,,300,2.412,85.52,0,,,34.36,CTD
NBP93-02,444,,5,"1993-04-19 06:22:00",300.18,300.306,179.782,-65.9818,-71.074,,350,2.385,86.33,0,,,33.83,CTD
NBP93-02,444,,4,"1993-04-19 06:22:00",300.18,300.306,179.782,-65.9818,-71.074,,800,2.297,100.23,0,,,32.56,CTD
NBP93-02,444,,3,"1993-04-19 06:22:00",300.18,300.306,179.782,-65.9818,-71.074,,2100,2.363,128.25,0,,,33.39,CTD
NBP93-02,444,,2,"1993-04-19 06:22:00",300.18,300.306,179.782,-65.9818,-71.074,,2497,2.415,133.83,0,,,33.49,CTD
NBP93-02,444,,1,"1993-04-19 06:22:00",300.18,300.306,179.782,-65.9818,-71.074,,2952,2.397,137.92,0,,,33.62,CTD
NBP93-02,450,,12,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,1,2.349,141.22,0,,,33.77,CTD
NBP93-02,450,,11,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,20,1.925,43.44,0.219,,,26.56,CTD
NBP93-02,450,,10,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,40,1.942,43.32,0.223,,,26.6,CTD
NBP93-02,450,,9,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,60,1.944,42.97,0.217,,,26.56,CTD
NBP93-02,450,,8,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,80,1.966,43.83,0.22,,,26.6,CTD
NBP93-02,450,,7,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,100,2.35,68.03,0.088,,,32.25,CTD
NBP93-02,450,,6,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,150,2.453,75.11,0.006,,,33.62,CTD
NBP93-02,450,,5,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,200,2.536,78.11,0.014,,,35.06,CTD
NBP93-02,450,,4,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,310,2.476,84.55,0,,,34.18,CTD
NBP93-02,450,,3,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,1000,2.306,103.57,0,,,32.59,CTD
NBP93-02,450,,2,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,2000,2.306,126.92,0,,,33.44,CTD
NBP93-02,450,,1,"1993-04-20 00:11:00",300.2,296.305,193.77,-65.9137,-71.3462,,3000,2.317,140.03,0,,,33.57,CTD
NBP93-02,790,,11,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,1,1.969,69.33,0.294,,,26.23,BOPS/120m/12btls
NBP93-02,790,,10,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,10,2.104,69.35,0.275,,,26.55,BOPS/120m/12btls
NBP93-02,790,,9,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,20,2.03,69.49,0.329,,,26.47,BOPS/120m/12btls
NBP93-02,790,,8,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,30,2.093,68.93,0.298,,,26.63,BOPS/120m/12btls
NBP93-02,790,,7,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,40,2.218,72.36,0.34,,,28.14,BOPS/120m/12btls
NBP93-02,790,,6,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,50,2.165,73.95,0.456,,,28.22,BOPS/120m/12btls
NBP93-02,790,,5,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,60,2.357,81.62,0.38,,,30.53,BOPS/120m/12btls
NBP93-02,790,,4,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,75,2.493,87.95,0.289,,,32.12,BOPS/120m/12btls
NBP93-02,790,,3,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,95,2.668,96.8,0.215,,,33.59,BOPS/120m/12btls
NBP93-02,790,,1,"1993-05-05 15:23:00",400,399.953,0.078,-66.5015,-66.6918,,120,2.619,101.99,0.243,,,33.3,BOPS/120m/12btls
NBP93-02,386,,11,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,1,1.787,62.94,0.254,,,25.71,BOPS/182m/12btls
NBP93-02,386,,10,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,15,1.745,62.28,0.262,,,25.59,BOPS/182m/12btls
NBP93-02,386,,9,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,26,1.731,60.97,0.256,,,25.4,BOPS/182m/12btls
NBP93-02,386,,8,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,35,1.729,59.78,0.257,,,25.28,BOPS/182m/12btls
NBP93-02,386,,7,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,55,1.874,64.03,0.356,,,27.53,BOPS/182m/12btls
NBP93-02,386,,6,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,70,2.038,69.41,0.325,,,30.47,BOPS/182m/12btls
NBP93-02,386,,5,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,85,2.144,75.46,0.138,,,32.02,BOPS/182m/12btls
NBP93-02,386,,4,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,95,2.15,79.98,0.117,,,32.37,BOPS/182m/12btls
NBP93-02,386,,3,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,110,2.169,80.89,0.08,,,32.56,BOPS/182m/12btls
NBP93-02,386,,1,"1993-04-17 05:03:00",400.04,399.875,40.094,-66.2542,-67.34,,182,2.327,99.67,0.043,,,34.26,BOPS/182m/12btls
NBP93-02,400,,11,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,1,1.713,63.03,0.267,,,25.35,BOPS/362m/12btls
NBP93-02,400,,10,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,15,1.722,62.71,0.271,,,25.18,BOPS/362m/12btls
NBP93-02,400,,9,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,30,1.735,61.38,0.273,,,25.32,BOPS/362m/12btls
NBP93-02,400,,8,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,45,1.745,62.42,0.273,,,25.44,BOPS/362m/12btls
NBP93-02,400,,7,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,60,1.895,67.36,0.341,,,27.39,BOPS/362m/12btls
NBP93-02,400,,6,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,75,2.071,77.37,0.324,,,30.46,BOPS/362m/12btls
NBP93-02,400,,5,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,90,2.094,78.14,0.232,,,31.57,BOPS/362m/12btls
NBP93-02,400,,4,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,125,2.19,84.29,0.242,,,32.75,BOPS/362m/12btls
NBP93-02,400,,3,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,150,2.289,93.25,0.227,,,33.76,BOPS/362m/12btls
NBP93-02,400,,1,"1993-04-17 14:52:00",400.06,400.017,60.08,-66.1285,-67.6562,,380,2.294,103.92,0.187,,,33.88,BOPS/362m/12btls
NBP93-02,402,,11,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,1,1.689,63.91,0.267,,,25.19,BOPS/300m/12btls
NBP93-02,402,,10,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,10,1.687,64.75,0.258,,,25.24,BOPS/300m/12btls
NBP93-02,402,,9,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,30,1.683,62.71,0.274,,,25.3,BOPS/300m/12btls
NBP93-02,402,,8,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,40,1.766,65.66,0.305,,,26.42,BOPS/300m/12btls
NBP93-02,402,,7,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,50,1.887,67.05,0.382,,,28.15,BOPS/300m/12btls
NBP93-02,402,,6,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,60,1.942,69.79,0.396,,,28.94,BOPS/300m/12btls
NBP93-02,402,,5,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,75,2.087,76.98,0.302,,,31.21,BOPS/300m/12btls
NBP93-02,402,,4,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,90,2.14,80.05,0.167,,,32.53,BOPS/300m/12btls
NBP93-02,402,,3,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,150,2.257,85.06,0.038,,,34.09,BOPS/300m/12btls
NBP93-02,402,,1,"1993-04-17 17:35:00",400.08,400.36,80.08,-66.0008,-67.9663,,300,2.308,100.94,0.024,,,34.35,BOPS/300m/12btls
NBP93-02,410,,11,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,15,1.782,63.21,0.295,,,26.08,BOPS/325m/12btls
NBP93-02,410,,10,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,30,1.84,62.94,0.337,,,26.91,BOPS/325m/12btls
NBP93-02,410,,9,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,45,1.913,64.28,0.386,,,28.08,BOPS/325m/12btls
NBP93-02,410,,8,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,60,2.063,72.18,0.294,,,30.7,BOPS/325m/12btls
NBP93-02,410,,7,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,85,2.148,76.21,0.043,,,31.99,BOPS/325m/12btls
NBP93-02,410,,6,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,150,2.314,89.6,0.028,,,33.74,BOPS/325m/12btls
NBP93-02,410,,5,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,200,2.351,92.19,0.013,,,34.5,BOPS/325m/12btls
NBP93-02,410,,4,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,325,2.346,100.79,0.02,,,34.4,BOPS/325m/12btls
NBP93-02,410,,3,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,325,2.36,100.9,0.018,,,34.3,BOPS/325m/12btls
NBP93-02,410,,1,"1993-04-17 23:10:00",400.1,400.125,99.908,-65.8773,-68.2797,,325,2.367,98.56,0.016,,,34.28,BOPS/325m/12btls
NBP93-02,416,,11,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,1,1.789,60.44,0.283,,,26.17,BOPS/330m/11btls
NBP93-02,416,,10,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,20,1.786,58.17,0.277,,,26.27,BOPS/330m/11btls
NBP93-02,416,,9,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,50,1.811,56.88,0.276,,,26.71,BOPS/330m/11btls
NBP93-02,416,,8,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,70,1.996,65.39,0.302,,,29.35,BOPS/330m/11btls
NBP93-02,416,,7,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,80,2.118,69.43,0.24,,,30.63,BOPS/330m/11btls
NBP93-02,416,,6,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,87,2.171,74.92,0.167,,,31.67,BOPS/330m/11btls
NBP93-02,416,,5,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,95,2.227,76.82,0.049,,,32.32,BOPS/330m/11btls
NBP93-02,416,,3,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,120,2.304,82.5,0.039,,,33.2,BOPS/330m/11btls
NBP93-02,416,,2,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,175,2.44,92.23,0.024,,,34.51,BOPS/330m/11btls
NBP93-02,416,,1,"1993-04-18 03:30:00",400.12,400.15,119.826,-65.751,-68.5873,,330,2.414,102.26,0.069,,,34,BOPS/330m/11btls
NBP93-02,426,,11,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,1,1.859,58.38,0.243,,,26.11,BOPS/340m/12btls
NBP93-02,426,,10,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,15,1.857,58.42,0.246,,,26.15,BOPS/340m/12btls
NBP93-02,426,,9,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,25,1.823,58.06,0.25,,,26.14,BOPS/340m/12btls
NBP93-02,426,,8,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,55,1.876,56.59,0.249,,,26.65,BOPS/340m/12btls
NBP93-02,426,,7,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,70,1.955,61.15,0.279,,,27.69,BOPS/340m/12btls
NBP93-02,426,,6,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,85,2.084,70.5,0.275,,,30.03,BOPS/340m/12btls
NBP93-02,426,,5,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,110,2.23,79.3,0.035,,,32.39,BOPS/340m/12btls
NBP93-02,426,,4,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,140,2.35,89.17,0.034,,,33.44,BOPS/340m/12btls
NBP93-02,426,,3,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,180,2.403,92.37,0.012,,,34.21,BOPS/340m/12btls
NBP93-02,426,,1,"1993-04-18 10:04:00",400.14,400.105,139.903,-65.6235,-68.8955,,340,2.386,105,0.033,,,34.06,BOPS/340m/12btls
NBP93-02,430,,11,"1993-04-18 13:30:00",400.16,399.966,160.083,-65.4953,-69.2037,,1,1.691,49.15,0.209,,,26.27,BOPS/345m/12btls
NBP93-02,430,,10,"1993-04-18 13:30:00",400.16,399.966,160.083,-65.4953,-69.2037,,20,1.751,49.06,0.216,,,26.31,BOPS/345m/12btls
